0 3.06513 0
1000 3.24747 0.182331
2000 3.30458 0.119764
3000 3.25589 0.0976856
4000 3.25711 0.0756768
5000 3.24973 0.0622285
6000 3.26467 0.054673
7000 3.21214 0.070718
8000 3.21115 0.0623753
9000 3.19832 0.0572463
10000 3.18945 0.0525351
11000 3.18357 0.0483167
12000 3.1793 0.0446496
13000 3.1903 0.0427766
14000 3.19915 0.0407929
15000 3.19022 0.039188
16000 3.1893 0.0368222
17000 3.18143 0.0355975
18000 3.1695 0.0357229
19000 3.16562 0.0341117
20000 3.16471 0.0324595
21000 3.15406 0.0327301
22000 3.15096 0.0314276
23000 3.15116 0.0300903
24000 3.16187 0.0307831
25000 3.16092 0.0295906
26000 3.15869 0.0285606
27000 3.15599 0.0276547
28000 3.15695 0.0267016
29000 3.15754 0.0258029
30000 3.1584 0.0249713
31000 3.15521 0.0243878
32000 3.16557 0.0258101
33000 3.15354 0.0277833
34000 3.16206 0.0282935
35000 3.1674 0.02801
36000 3.1637 0.0274933
37000 3.15631 0.0277617
38000 3.15512 0.0270667
39000 3.15287 0.0264771
40000 3.15363 0.0258345
41000 3.14909 0.0256173
42000 3.14553 0.0252657
43000 3.14176 0.0249715
44000 3.13909 0.0245556
45000 3.14007 0.0240358
46000 3.14183 0.0235842
47000 3.14454 0.0232463
48000 3.14 0.023214
49000 3.14647 0.0236457
50000 3.14522 0.023211
51000 3.14284 0.0228838
52000 3.14205 0.0224619
53000 3.14265 0.0220503
54000 3.14556 0.0218396
55000 3.14591 0.0214489
56000 3.14373 0.0211816
57000 3.1441 0.0208165
58000 3.14802 0.0208332
59000 3.15059 0.020644
60000 3.15008 0.0203094
61000 3.15188 0.0200605
62000 3.15254 0.0197506
63000 3.14895 0.0197694
64000 3.14509 0.0198405
65000 3.14498 0.0195379
66000 3.14732 0.0193869
67000 3.14718 0.0191003
68000 3.1465 0.0188334
69000 3.14932 0.0187752
70000 3.14902 0.0185113
71000 3.15032 0.0182981
72000 3.15669 0.0191393
73000 3.15618 0.0188857
74000 3.15841 0.0187644
75000 3.15862 0.0185171
76000 3.15798 0.0182861
77000 3.15772 0.018052
78000 3.15758 0.0178226
79000 3.15709 0.0176051
80000 3.15979 0.0175943
81000 3.16216 0.0175395
82000 3.16131 0.0173476
83000 3.16159 0.017142
84000 3.15803 0.0173075
85000 3.15936 0.0171563
86000 3.1572 0.0170953
87000 3.15645 0.0169162
88000 3.15513 0.0167771
89000 3.15404 0.0166259
90000 3.15567 0.0165228
91000 3.15938 0.0167588
92000 3.15934 0.0165776
93000 3.15648 0.0166475
94000 3.15738 0.016496
95000 3.15624 0.0163632
96000 3.15433 0.0163056
97000 3.15188 0.016323
98000 3.15119 0.0161723
99000 3.15033 0.0160329
