#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.04284         0.04284               0
               2         0.03538         0.03911      0.00263751
               3         0.04988          0.0427      0.00341816
               4         0.04964        0.044435       0.0029715
               5         0.04441         0.04443      0.00237721
               6         0.03737       0.0432533      0.00225348
               7         0.03348       0.0418571      0.00232417
               8         0.02186       0.0393575      0.00309886
               9         0.03043       0.0383656      0.00290897
              10         0.03832        0.038361      0.00261808
              11         0.03237       0.0378164      0.00243606
              12         0.04343       0.0382842      0.00227753
              13          0.0455       0.0388392      0.00216892
              14         0.02509       0.0378571      0.00222526
              15         0.04181       0.0381207      0.00209246
              16         0.03016       0.0376231      0.00201996
              17         0.02786       0.0370488       0.0019811
              18         0.05065       0.0378044      0.00200998
              19         0.04528       0.0381979      0.00194232
              20         0.03263       0.0379195      0.00186505
              21         0.03313       0.0376914      0.00179013
              22         0.03158       0.0374136      0.00173018
              23         0.04448       0.0377209      0.00168201
              24         0.03755       0.0377137      0.00161194
              25         0.03031       0.0374176      0.00157443
              26         0.04519       0.0377165        0.001542
              27         0.04326       0.0379219      0.00149849
              28         0.03175       0.0377014       0.0014611
              29         0.03495       0.0376066      0.00141379
              30          0.0247       0.0371763      0.00143063
              31         0.03316       0.0370468      0.00139033
              32         0.04426       0.0372722      0.00136503
              33         0.04242       0.0374282      0.00133255
              34         0.05588       0.0379709      0.00139952
              35         0.03558       0.0379026       0.0013612
              36         0.04295       0.0380428      0.00133059
              37         0.04084       0.0381184      0.00129677
              38         0.04482       0.0382947      0.00127458
              39         0.03624       0.0382421      0.00124299
              40         0.04489       0.0384082      0.00122297
              41         0.01606       0.0378632      0.00130899
              42          0.0346       0.0377855      0.00128013
              43         0.04124       0.0378658      0.00125288
              44         0.02623       0.0376014        0.001252
              45         0.03046       0.0374427      0.00123419
              46         0.02024       0.0370687      0.00126275
              47         0.03487       0.0370219      0.00123675
              48         0.03158       0.0369085      0.00121617
              49         0.02374       0.0366398      0.00122068
              50         0.02121       0.0363312      0.00123466
              51         0.03877        0.036379      0.00121138
              52         0.02964       0.0362494      0.00119499
              53         0.02975       0.0361268      0.00117872
              54         0.04591        0.036308      0.00117073
              55         0.01354        0.035894      0.00122044
              56         0.01341       0.0354925      0.00126297
              57         0.03312       0.0354509      0.00124149
              58         0.02359       0.0352464      0.00123682
              59         0.02044       0.0349954      0.00124105
              60         0.02619       0.0348487      0.00122902
              61         0.03599       0.0348674      0.00120901
              62         0.03686       0.0348995      0.00118994
              63         0.03694       0.0349319      0.00117149
              64         0.02554       0.0347852      0.00116234
              65         0.03309       0.0347591      0.00114475
              66         0.04822        0.034963      0.00114543
              67         0.03046       0.0348958       0.0011303
              68         0.05024       0.0351215      0.00113598
              69         0.04058       0.0352006      0.00112227
              70         0.02597       0.0350687      0.00111396
              71         0.02563       0.0349358      0.00110617
              72         0.05328       0.0351906      0.00111977
              73         0.04459       0.0353193      0.00111181
              74         0.02889       0.0352324      0.00110017
              75         0.03001       0.0351628       0.0010877
              76         0.04086       0.0352378      0.00107597
              77         0.03383       0.0352195      0.00106215
              78         0.04136       0.0352982      0.00105145
              79         0.03812       0.0353339      0.00103875
              80         0.03628       0.0353457      0.00102583
              81         0.03156        0.035299      0.00101423
              82         0.02132       0.0351285      0.00101609
              83         0.03729       0.0351546      0.00100418
              84         0.03898       0.0352001     0.000993255
              85          0.0394       0.0352495     0.000982798
              86         0.01725       0.0350402     0.000993406
              87         0.03787       0.0350728      0.00098252
              88         0.03877       0.0351148     0.000972253
              89         0.03219       0.0350819     0.000961884
              90         0.02939       0.0350187     0.000953273
              91         0.03744       0.0350453     0.000943169
              92         0.03934        0.035092     0.000934072
              93         0.02852       0.0350213     0.000926697
              94         0.05102       0.0351915     0.000932337
              95         0.03232       0.0351613     0.000923013
              96         0.02595       0.0350653     0.000918372
              97         0.04118       0.0351284     0.000911065
              98         0.02633       0.0350386     0.000906181
              99         0.04415       0.0351306      0.00090169
             100         0.03434       0.0351227     0.000892707
