#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.83951         0.83951               0
               2         0.95061         0.89506       0.0392798
               3         0.90673         0.89895       0.0263784
               4         0.90838        0.901308       0.0198889
               5         0.95125        0.911296       0.0182477
               6         0.95533        0.918635       0.0166169
               7         0.94822        0.922861       0.0147707
               8         0.87186        0.916486       0.0142338
               9         0.82138        0.905919       0.0161041
              10         0.97572        0.912899       0.0159348
              11         0.92361        0.913873       0.0145159
              12         0.90456        0.913097        0.013327
              13         0.83499        0.907088       0.0135888
              14          0.9111        0.907375       0.0126212
              15         0.53937        0.882841       0.0264677
              16         0.84148        0.880256       0.0249394
              17         0.90523        0.881725       0.0235156
              18         0.64237        0.868428       0.0256953
              19         0.91232        0.870738       0.0244465
              20         0.97905        0.876154       0.0238165
              21         0.75945        0.870596       0.0233217
              22         0.71938        0.863723       0.0232525
              23         0.93904        0.866997       0.0224709
              24         0.83681         0.86574       0.0215698
              25         0.91821        0.867838       0.0208089
              26         0.92434        0.870012       0.0201217
              27         0.97756        0.873995       0.0197668
              28         0.94498         0.87653       0.0192227
              29         0.87383        0.876437       0.0185601
              30         0.55112        0.865593       0.0208702
              31         0.68479        0.859761       0.0209961
              32         0.89862        0.860975        0.020375
              33         0.89722        0.862073       0.0197872
              34         0.89615        0.863076       0.0192306
              35         0.92547        0.864858       0.0187636
              36          0.9219        0.866443       0.0183092
              37         0.75788        0.863509       0.0180479
              38         0.87444        0.863796       0.0175752
              39         0.95999        0.866263       0.0172968
              40         0.96803        0.868807       0.0170505
              41         0.93518        0.870426       0.0167113
              42         0.98545        0.873165       0.0165363
              43         0.95606        0.875092       0.0162637
              44         0.92182        0.876154       0.0159287
              45         0.81348        0.874762       0.0156355
              46         0.94357        0.876257        0.015367
              47          0.8834        0.876409       0.0150408
              48         0.97912        0.878549       0.0148789
              49         0.76594        0.876251       0.0147516
              50         0.94473        0.877621         0.01452
              51         0.95332        0.879105        0.014311
              52         0.85996        0.878737       0.0140405
              53         0.90507        0.879234       0.0137844
              54         0.95136        0.880569       0.0135937
              55         0.82214        0.879507        0.013388
              56         0.91368        0.880117       0.0131628
              57         0.91339        0.880701       0.0129448
              58         0.92889        0.881532       0.0127483
              59         0.93196        0.882386       0.0125608
              60         0.95155        0.883539       0.0124042
              61         0.95297        0.884677        0.012253
              62         0.93488        0.885487       0.0120821
              63          0.8358        0.884698        0.011916
              64         0.85962        0.884307       0.0117363
              65         0.92323        0.884905        0.011571
              66         0.95925        0.886032       0.0114504
              67         0.93727        0.886797        0.011305
              68         0.97656        0.888117       0.0112155
              69         0.86554        0.887789       0.0110578
              70         0.95403        0.888736       0.0109402
              71         0.86859        0.888452       0.0107898
              72         0.62941        0.884854       0.0112238
              73         0.95742        0.885848       0.0111139
              74         0.97922         0.88711       0.0110351
              75         0.92808        0.887656       0.0109015
              76         0.98179        0.888895       0.0108282
              77         0.91387        0.889219       0.0106924
              78         0.92335        0.889657       0.0105643
              79         0.96195        0.890572       0.0104701
              80         0.92934        0.891057       0.0103505
              81         0.97748        0.892123       0.0102775
              82         0.91921        0.892454       0.0101575
              83         0.92185        0.892808       0.0100413
              84          0.9601        0.893609      0.00995367
              85         0.91495         0.89386      0.00983974
              86         0.97277        0.894778      0.00976801
              87         0.51418        0.890403       0.0105901
              88         0.79139        0.889278       0.0105294
              89         0.94028        0.889851       0.0104267
              90         0.96541         0.89069       0.0103446
              91         0.97124        0.891576       0.0102687
              92         0.91576        0.891838       0.0101604
              93         0.97289         0.89271       0.0100885
              94         0.97104        0.893543       0.0100155
              95         0.93319        0.893961      0.00991879
              96         0.94288         0.89447      0.00982855
              97         0.83875        0.893896        0.009744
              98         0.89886        0.893946       0.0096447
              99         0.95618        0.894575      0.00956774
             100         0.91795        0.894809      0.00947492
