#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1        -0.99972        -0.99972               0
               2              -1        -0.99986     9.89949e-05
               3        -0.99867       -0.999463     0.000330533
               4              -1       -0.999598     0.000273779
               5              -1       -0.999678     0.000230554
               6              -1       -0.999732     0.000198276
               7              -1        -0.99977     0.000173617
               8              -1       -0.999799     0.000154277
               9        -0.99986       -0.999806     0.000137285
              10              -1       -0.999825     0.000124926
              11          0.7656       -0.839332        0.153024
              12         0.99937       -0.686107        0.202972
              13               1       -0.556406        0.225015
              14               1       -0.445234        0.234805
              15               1       -0.348885          0.2381
              16               1        -0.26458        0.237675
              17               1       -0.190193        0.235047
              18               1       -0.124071        0.231102
              19               1      -0.0649095        0.226385
              20               1       -0.011664        0.221239
              21               1       0.0365105        0.215885
              22               1       0.0803055        0.210467
              23               1        0.120292         0.20508
              24               1        0.156947        0.199784
              25               1        0.190669        0.194618
              26               1        0.221797        0.189605
              27               1        0.250619        0.184761
              28               1        0.277383         0.18009
              29               1        0.302301        0.175595
              30               1        0.325557        0.171275
              31               1        0.347314        0.167127
              32               1         0.36771        0.163144
              33               1         0.38687        0.159321
              34               1        0.404904        0.155652
              35               1        0.421906        0.152131
              36               1        0.437964         0.14875
              37         0.99993        0.453153        0.145503
              38               1        0.467543        0.142384
              39               1        0.481196        0.139386
              40               1        0.494166        0.136504
              41               1        0.506504        0.133731
              42          0.9999        0.518251        0.131062
              43               1        0.529455        0.128492
              44         0.99997        0.540148        0.126016
              45               1        0.550367        0.123629
              46               1        0.560142        0.121327
              47               1          0.5695        0.119106
              48               1        0.578469        0.116962
              49               1        0.587072        0.114891
              50               1         0.59533        0.112889
              51               1        0.603265        0.110954
              52               1        0.610895        0.109083
              53               1        0.618236        0.107271
              54               1        0.625306        0.105518
              55               1        0.632119        0.103819
              56               1        0.638688        0.102172
              57               1        0.645027        0.100576
              58               1        0.651147       0.0990283
              59               1         0.65706       0.0975262
              60               1        0.662775       0.0960681
              61               1        0.668304       0.0946522
              62               1        0.673654       0.0932766
              63               1        0.678834       0.0919398
              64               1        0.683852         0.09064
              65               1        0.688716        0.089376
              66               1        0.693432       0.0881462
              67               1        0.698008       0.0869492
              68               1        0.702449       0.0857839
              69               1        0.706761        0.084649
              70               1         0.71095       0.0835433
              71         0.99999        0.715021       0.0824658
              72         0.99843        0.718957       0.0814143
              73               1        0.722807         0.08039
              74               1        0.726553       0.0793909
              75         0.99991        0.730198       0.0784159
              76         0.99992        0.733747       0.0774644
              77               1        0.737205       0.0765355
              78               1        0.740574       0.0756284
              79               1        0.743858       0.0747424
              80               1         0.74706       0.0738766
              81         0.99584        0.750131       0.0730284
              82               1        0.753178       0.0722013
              83               1        0.756152       0.0713927
              84               1        0.759055       0.0706017
              85         0.99997        0.761889        0.069828
              86               1        0.764658       0.0690709
              87               1        0.767363         0.06833
              88               1        0.770007       0.0676046
              89               1        0.772591       0.0668944
              90               1        0.775118       0.0661988
              91               1        0.777589       0.0655174
              92               1        0.780006       0.0648499
              93         0.99999        0.782372       0.0641957
              94               1        0.784687       0.0635545
              95               1        0.786953       0.0629259
              96               1        0.789173       0.0623096
              97               1        0.791346       0.0617051
              98               1        0.793475       0.0611122
              99               1        0.795561       0.0605305
             100               1        0.797606       0.0599597
