#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.02125         0.02125               0
               2         0.03017         0.02571       0.0031537
               3         0.01847       0.0232967      0.00288152
               4         0.02259         0.02312      0.00216655
               5         0.02954        0.024404      0.00207919
               6         0.02256       0.0240967      0.00175523
               7         0.01856       0.0233057      0.00167323
               8          0.0319         0.02438      0.00177577
               9         0.02712       0.0246844      0.00160434
              10         0.02557        0.024773      0.00144635
              11         0.03649       0.0258382      0.00166143
              12         0.02716       0.0259483      0.00152662
              13          0.0147       0.0250831      0.00163612
              14         0.02157       0.0248321      0.00153838
              15         0.02738        0.025002      0.00144517
              16          0.0223       0.0248331      0.00136467
              17         0.02952       0.0251088      0.00131195
              18         0.03059       0.0254133      0.00127392
              19         0.03153       0.0257353      0.00124688
              20         0.02384       0.0256405      0.00118813
              21         0.01679        0.025219      0.00120399
              22         0.02953        0.025415       0.0011651
              23         0.02039       0.0251965      0.00113474
              24         0.03977       0.0258037      0.00123933
              25         0.00741        0.025068      0.00139111
              26         0.02263       0.0249742      0.00134076
              27         0.03005       0.0251622      0.00130422
              28         0.02039       0.0249918      0.00126873
              29          0.0291       0.0251334      0.00123286
              30         0.03107       0.0253313      0.00120754
              31         0.03732       0.0257181      0.00122896
              32         0.01814       0.0254812      0.00121315
              33         0.03412        0.025743       0.0012043
              34         0.03201       0.0259274      0.00118291
              35         0.02406        0.025874      0.00115031
              36         0.02055       0.0257261      0.00112782
              37         0.02725       0.0257673      0.00109809
              38         0.03574       0.0260297      0.00110011
              39         0.02525       0.0260097      0.00107208
              40          0.0186       0.0258245      0.00106117
              41         0.03179         0.02597      0.00104521
              42         0.02593        0.025969      0.00102033
              43         0.02396       0.0259223     0.000997666
              44         0.02166       0.0258255     0.000979684
              45          0.0343       0.0260138     0.000975846
              46          0.0284       0.0260657     0.000956009
              47         0.02806       0.0261081      0.00093661
              48         0.03333       0.0262585     0.000929103
              49         0.02621       0.0262576     0.000910142
              50         0.00743        0.025881     0.000966701
              51         0.03802        0.026119     0.000976609
              52         0.03146       0.0262217     0.000963214
              53         0.02884       0.0262711     0.000946306
              54         0.02632        0.026272     0.000928783
              55         0.02859       0.0263142     0.000912851
              56         0.02253       0.0262466     0.000899048
              57         0.01647       0.0260751     0.000899488
              58         0.02484       0.0260538     0.000884231
              59         0.02054       0.0259603     0.000874169
              60         0.01584       0.0257917     0.000875721
              61         0.01797       0.0256634     0.000870702
              62         0.03268       0.0257766     0.000863982
              63         0.02418       0.0257513     0.000850639
              64         0.02452        0.025732     0.000837565
              65         0.02983       0.0257951     0.000827049
              66         0.02524       0.0257867     0.000814561
              67         0.02712       0.0258066     0.000802646
              68         0.01376       0.0256294     0.000810157
              69         0.03937       0.0258286     0.000822526
              70         0.03623       0.0259771     0.000824088
              71         0.03143       0.0260539     0.000816052
              72         0.02241       0.0260033     0.000806286
              73         0.03111       0.0260733      0.00079827
              74         0.02319       0.0260343     0.000788433
              75         0.02083       0.0259649     0.000780968
              76         0.02064       0.0258949     0.000773829
              77         0.02813       0.0259239     0.000764323
              78         0.01946        0.025841     0.000759004
              79         0.01954       0.0257613     0.000753575
              80         0.02698       0.0257765     0.000744309
              81         0.02339        0.025747     0.000735703
              82         0.02428       0.0257291     0.000726949
              83         0.04018       0.0259033     0.000738746
              84         0.02009        0.025834     0.000733186
              85         0.03461       0.0259373     0.000731793
              86         0.02733       0.0259535     0.000723463
              87         0.03276       0.0260317     0.000719365
              88           0.035       0.0261336     0.000718373
              89         0.03475       0.0262304     0.000716796
              90         0.02899       0.0262611     0.000709487
              91          0.0234       0.0262297     0.000702387
              92         0.02768       0.0262454     0.000694929
              93         0.03539       0.0263438     0.000694378
              94         0.02851       0.0263668     0.000687373
              95         0.04648       0.0265785     0.000711997
              96         0.03042       0.0266185     0.000705704
              97         0.01265       0.0264745      0.00071297
              98         0.01886       0.0263968     0.000709916
              99         0.00757       0.0262067     0.000727771
             100         0.03055       0.0262501     0.000721788
