#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.00876         0.00876               0
               2         0.01064          0.0097      0.00066468
               3         0.02802       0.0158067      0.00500572
               4           0.008        0.013855      0.00411722
               5         0.02374        0.015832      0.00373842
               6         0.01925       0.0164017      0.00315845
               7         0.00967         0.01544      0.00284989
               8         0.02137       0.0161812      0.00258826
               9         0.00622       0.0150744      0.00252626
              10         0.00555        0.014122       0.0024466
              11         0.02495       0.0151064       0.0024141
              12         0.02738       0.0161292      0.00241991
              13         0.01816       0.0162854       0.0022388
              14         0.00925       0.0157829      0.00213454
              15         0.02925       0.0166807      0.00217287
              16         0.01522       0.0165894      0.00203898
              17         0.03398       0.0176124      0.00216047
              18         0.02014       0.0177528        0.002045
              19         0.03497       0.0186589      0.00212869
              20         0.01724        0.018588      0.00202344
              21         0.02052         0.01868      0.00192918
              22         0.03251       0.0193086      0.00194121
              23         0.01777       0.0192417      0.00185796
              24         0.01444       0.0190417      0.00179129
              25         0.02277       0.0191908      0.00172583
              26         0.01929       0.0191946      0.00165946
              27          0.0106       0.0188763      0.00162824
              28         0.02226       0.0189971      0.00157457
              29         0.02536       0.0192166      0.00153548
              30         0.03405        0.019711      0.00156188
              31         0.03338       0.0201519      0.00157251
              32         0.02692       0.0203634      0.00153752
              33         0.01874       0.0203142      0.00149172
              34         0.00753       0.0199382      0.00149448
              35         0.01767       0.0198734      0.00145319
              36         0.01658       0.0197819       0.0014157
              37         0.02239       0.0198524      0.00137919
              38         0.02563       0.0200045      0.00135125
              39          0.0176       0.0199428      0.00131801
              40         0.02053       0.0199575      0.00128514
              41           0.021       0.0199829      0.00125405
              42         0.00836       0.0197062      0.00125435
              43         0.02401       0.0198063      0.00122917
              44          0.0112       0.0196107      0.00121669
              45         0.02606        0.019754      0.00119807
              46         0.03521         0.02009      0.00121823
              47         0.00683       0.0198079      0.00122454
              48         0.03759       0.0201783      0.00125382
              49          0.0216       0.0202073      0.00122856
              50         0.01937       0.0201906      0.00120411
              51         0.02702       0.0203245      0.00118792
              52         0.02041       0.0203262      0.00116508
              53         0.01507        0.020227      0.00114731
              54         0.03056       0.0204183      0.00114191
              55         0.01732        0.020362      0.00112253
              56         0.02592       0.0204612      0.00110687
              57         0.01288       0.0203282      0.00109541
              58         0.03753       0.0206248      0.00111595
              59         0.02172       0.0206434      0.00109719
              60         0.02968        0.020794      0.00108919
              61         0.01477       0.0206952       0.0010758
              62         0.03075       0.0208574      0.00107061
              63         0.02591       0.0209376      0.00105661
              64         0.02635       0.0210222      0.00104348
              65         0.03141        0.021182      0.00103959
              66         0.00687       0.0209652      0.00104621
              67         0.02246       0.0209875      0.00103084
              68         0.01624       0.0209176      0.00101804
              69         0.01995       0.0209036      0.00100338
              70         0.01787       0.0208603     0.000989983
              71          0.0256        0.020927     0.000978288
              72         0.03155       0.0210746     0.000975763
              73         0.02166       0.0210826     0.000962429
              74         0.01349         0.02098     0.000954877
              75         0.02926       0.0210904     0.000948506
              76         0.02302       0.0211158     0.000936365
              77         0.02323       0.0211432     0.000924607
              78         0.02259       0.0211618     0.000912939
              79          0.0234       0.0211901     0.000901822
              80         0.02136       0.0211922     0.000890552
              81          0.0251       0.0212405     0.000880863
              82         0.02901       0.0213352     0.000875202
              83         0.02903        0.021428     0.000869554
              84         0.02894       0.0215174     0.000863788
              85         0.02007       0.0215004     0.000853794
              86         0.01741       0.0214528      0.00084519
              87         0.01245       0.0213493     0.000841786
              88         0.02058       0.0213406     0.000832266
              89         0.02706       0.0214048     0.000825392
              90         0.01362       0.0213183      0.00082074
              91         0.02535       0.0213626     0.000812916
              92         0.02552       0.0214078     0.000805335
              93         0.02419       0.0214377     0.000797231
              94         0.02465       0.0214719     0.000789482
              95         0.01839       0.0214395     0.000781838
              96         0.01263       0.0213477      0.00077906
              97         0.01194       0.0212507     0.000777043
              98         0.02346       0.0212733      0.00076944
              99         0.01949       0.0212553     0.000761879
             100         0.02976       0.0213403     0.000758992
