#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.05313         0.05313               0
               2         0.04839         0.05076      0.00167584
               3         0.07973       0.0604167       0.0079634
               4         0.06886       0.0625275      0.00624604
               5         0.04614         0.05925      0.00579327
               6         0.05225       0.0580833       0.0049438
               7          0.0705       0.0598571      0.00454463
               8         0.03302       0.0565025      0.00506556
               9         0.06225       0.0571411       0.0045428
              10         0.04063         0.05549       0.0043783
              11         0.04118       0.0541891      0.00416906
              12          0.0642       0.0550233      0.00390422
              13         0.03762       0.0536846      0.00382653
              14          0.0346       0.0523214      0.00378825
              15         0.06697        0.053298      0.00365941
              16         0.05326       0.0532956       0.0034307
              17         0.06193       0.0538035      0.00326627
              18         0.07223       0.0548272      0.00324127
              19         0.06877       0.0555611      0.00315265
              20         0.07062        0.056314      0.00308362
              21         0.08168       0.0575219      0.00316453
              22         0.09101       0.0590441      0.00336694
              23         0.03881       0.0581643       0.0033335
              24         0.05637       0.0580896      0.00319544
              25         0.06729       0.0584576      0.00308875
              26          0.0657       0.0587362      0.00298248
              27         0.04592       0.0582615      0.00290955
              28          0.0494        0.057945      0.00282279
              29          0.0583       0.0579572      0.00272548
              30         0.08636        0.058904      0.00279424
              31         0.05505       0.0587797      0.00270687
              32         0.04697       0.0584106      0.00264732
              33           0.049       0.0581255      0.00258241
              34          0.0519       0.0579424      0.00251294
              35         0.03694       0.0573423      0.00251176
              36         0.06217       0.0574764      0.00244557
              37         0.04844       0.0572322      0.00239164
              38         0.05745       0.0572379      0.00232871
              39         0.07967       0.0578131      0.00233895
              40         0.05676       0.0577867      0.00228062
              41         0.06036       0.0578495      0.00222586
              42         0.06824       0.0580969      0.00218657
              43         0.06275       0.0582051       0.0021384
              44         0.04796       0.0579723      0.00210244
              45         0.06956       0.0582298      0.00207142
              46         0.04804       0.0580083       0.0020382
              47         0.04027       0.0576309      0.00202948
              48         0.07492        0.057991      0.00201891
              49         0.05633       0.0579571      0.00197799
              50         0.07268       0.0582516      0.00196023
              51         0.06176       0.0583204        0.001923
              52         0.05328       0.0582235      0.00188846
              53         0.07368       0.0585151      0.00187521
              54         0.05804       0.0585063       0.0018405
              55         0.07485       0.0588035      0.00183087
              56         0.04893       0.0586271      0.00180665
              57         0.06816       0.0587944      0.00178268
              58         0.02656       0.0582386      0.00183653
              59         0.06898       0.0584207       0.0018144
              60         0.06189       0.0584785      0.00178508
              61         0.08174       0.0588598      0.00179609
              62         0.06171       0.0589058      0.00176771
              63          0.0283         0.05842      0.00180517
              64         0.04774       0.0582531      0.00178466
              65         0.07053        0.058442      0.00176717
              66           0.042       0.0581929      0.00175787
              67         0.05808       0.0581912      0.00173163
              68          0.0802       0.0585149      0.00173615
              69         0.05163       0.0584151      0.00171385
              70         0.07589       0.0586647      0.00170746
              71         0.04956       0.0585365      0.00168822
              72          0.0493       0.0584082      0.00166964
              73         0.04887       0.0582775      0.00165187
              74         0.04809       0.0581399      0.00163527
              75         0.05605        0.058112      0.00161371
              76         0.06783       0.0582399      0.00159753
              77          0.0639       0.0583134      0.00157847
              78         0.05389       0.0582567      0.00155926
              79          0.0668       0.0583648      0.00154326
              80         0.05234       0.0582895      0.00152581
              81         0.04016       0.0580657       0.0015233
              82         0.06653       0.0581689      0.00150822
              83         0.04528       0.0580136      0.00149802
              84         0.06868       0.0581406      0.00148556
              85         0.05164       0.0580641      0.00147005
              86         0.06619       0.0581586      0.00145599
              87         0.06667       0.0582564      0.00144253
              88         0.03104       0.0579472      0.00145892
              89         0.07243       0.0581099      0.00145157
              90         0.06543       0.0581912      0.00143772
              91         0.05955       0.0582062        0.001422
              92         0.06589       0.0582897        0.001409
              93         0.04681       0.0581662      0.00139924
              94         0.04792       0.0580572      0.00138859
              95         0.07205       0.0582045      0.00138177
              96         0.05862       0.0582089      0.00136738
              97         0.03979        0.058019      0.00136641
              98         0.07644       0.0582069      0.00136533
              99         0.07086       0.0583347      0.00135751
             100          0.0443       0.0581944      0.00135117
