#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.03964         0.03964               0
               2         0.03361        0.036625      0.00213193
               3         0.01893       0.0307267      0.00502132
               4         0.02488        0.029265      0.00397303
               5          0.0397        0.031352      0.00368604
               6          0.0316       0.0313933      0.00307193
               7         0.03525       0.0319443      0.00268203
               8         0.01841       0.0302525       0.0028305
               9         0.03525       0.0308078      0.00256989
              10         0.05205        0.032932      0.00306767
              11         0.02118       0.0318636      0.00296901
              12         0.02857       0.0315892      0.00273425
              13         0.01011       0.0299369      0.00298162
              14         0.03745       0.0304736      0.00281653
              15         0.01972       0.0297567      0.00271847
              16         0.02726       0.0296006      0.00255304
              17         0.03742       0.0300606      0.00244394
              18         0.02835       0.0299656      0.00231002
              19         0.03153       0.0300479       0.0021899
              20         0.01871        0.029481      0.00215253
              21         0.02538       0.0292857      0.00205887
              22         0.04655       0.0300705      0.00210954
              23         0.03718       0.0303796      0.00204035
              24         0.03965       0.0307658      0.00199156
              25         0.03766       0.0310416       0.0019309
              26         0.04287       0.0314965      0.00190947
              27         0.02771       0.0313563      0.00184389
              28         0.03479       0.0314789      0.00178211
              29         0.02231       0.0311628      0.00174848
              30         0.03199       0.0311903      0.00169042
              31         0.03866       0.0314313      0.00165297
              32         0.03033       0.0313969      0.00160167
              33          0.0312       0.0313909      0.00155315
              34         0.02882       0.0313153      0.00150931
              35         0.03139       0.0313174      0.00146619
              36         0.02364       0.0311042      0.00144089
              37         0.02259       0.0308741       0.0014202
              38         0.02264       0.0306574      0.00139926
              39         0.03306        0.030719      0.00136474
              40         0.05287       0.0312727      0.00143859
              41         0.02698        0.031168      0.00140731
              42         0.03068       0.0311564      0.00137385
              43         0.02494       0.0310119      0.00134948
              44         0.02354        0.030842      0.00132945
              45         0.02539       0.0307209      0.00130542
              46         0.01966       0.0304804        0.001299
              47         0.01179       0.0300828      0.00133084
              48         0.02949       0.0300704      0.00130317
              49         0.01762       0.0298163      0.00130111
              50          0.0162        0.029544      0.00130328
              51          0.0175       0.0293078      0.00129894
              52         0.02919       0.0293056      0.00127396
              53         0.02712       0.0292643      0.00125059
              54         0.03095       0.0292956      0.00122782
              55         0.03004       0.0293091      0.00120557
              56         0.02883       0.0293005      0.00118408
              57         0.02513       0.0292274      0.00116556
              58         0.01345       0.0289553      0.00117678
              59         0.03475       0.0290536      0.00116093
              60         0.03564       0.0291633      0.00114676
              61         0.03499       0.0292589      0.00113193
              62         0.01559       0.0290384      0.00113494
              63         0.02546       0.0289816      0.00111834
              64         0.00952       0.0286775      0.00114146
              65         0.02121       0.0285626      0.00112967
              66         0.03522       0.0286635      0.00111705
              67          0.0294       0.0286745      0.00110043
              68          0.0181        0.028519      0.00109518
              69         0.04121       0.0287029      0.00109464
              70         0.03323       0.0287676      0.00108091
              71         0.02147       0.0286648      0.00107056
              72         0.04229        0.028854      0.00107229
              73         0.04592       0.0290878      0.00108279
              74            0.02        0.028965       0.0010751
              75         0.02627       0.0289291      0.00106136
              76         0.03536       0.0290137      0.00105076
              77          0.0389       0.0291421      0.00104493
              78         0.04736       0.0293756      0.00105732
              79         0.03229       0.0294125      0.00104458
              80         0.01742       0.0292626      0.00104222
              81         0.01665       0.0291069      0.00104092
              82         0.02821        0.029096      0.00102828
              83         0.03182       0.0291288      0.00101642
              84         0.03403       0.0291871      0.00100599
              85         0.04282       0.0293475      0.00100686
              86         0.02548       0.0293026     0.000996157
              87         0.02143       0.0292121     0.000988808
              88         0.03068       0.0292287     0.000977712
              89         0.04223       0.0293748     0.000977579
              90         0.01362       0.0291998     0.000982265
              91         0.02919       0.0291997     0.000971471
              92         0.03416       0.0292536     0.000962407
              93         0.03519       0.0293174     0.000954173
              94         0.03919       0.0294224     0.000949785
              95         0.03993       0.0295331     0.000946205
              96         0.03271       0.0295661     0.000936927
              97         0.02424       0.0295112     0.000928876
              98         0.02187       0.0294333     0.000922664
              99         0.03095       0.0294486     0.000913472
             100         0.01952       0.0293493     0.000909717
