#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.62244         0.62244               0
               2         0.72786         0.67515       0.0372716
               3         0.64072        0.663673        0.026556
               4         0.64327        0.658573        0.020401
               5         0.65858        0.658574       0.0163208
               6         0.65907        0.658657       0.0136009
               7        -0.15519        0.542393        0.108269
               8         0.67739        0.559268       0.0960413
               9         0.46495        0.548788       0.0859399
              10         0.56113        0.550022       0.0773547
              11         0.80185        0.572915       0.0736323
              12         0.68675        0.582402       0.0681046
              13         0.57453        0.581796       0.0628685
              14         0.57526        0.581329       0.0583796
              15         0.57596        0.580971       0.0544887
              16          0.5212        0.577236       0.0512111
              17         0.54693        0.575453       0.0482297
              18         0.55197        0.574148       0.0455679
              19         0.63949        0.577587       0.0432992
              20         0.63113        0.580265       0.0412169
              21          0.5041        0.576638       0.0394134
              22         0.46623        0.571619       0.0379401
              23         0.75382        0.579541       0.0371083
              24         0.57232         0.57924       0.0355633
              25         0.59633        0.579924       0.0341474
              26          0.7213        0.585361       0.0332641
              27         0.82434        0.594212       0.0331888
              28         0.86448        0.603865       0.0333776
              29         0.54791        0.601935       0.0322824
              30          0.6485        0.603487       0.0312436
              31         0.59941        0.603356        0.030236
              32         0.70282        0.606464       0.0294505
              33         0.65766        0.608015       0.0285989
              34         0.75932        0.612466       0.0281018
              35         0.64372        0.613359       0.0273131
              36         0.54776        0.611536       0.0266151
              37         0.76394        0.615655       0.0262126
              38         0.72351        0.618494        0.025676
              39         0.63506        0.618918       0.0250211
              40         0.81245        0.623757        0.024859
              41         0.74976         0.62683       0.0244419
              42          0.7679        0.630189       0.0240896
              43         0.66084        0.630902         0.02354
              44         0.81606         0.63511       0.0233781
              45         0.74101        0.637463       0.0229767
              46         0.78965        0.640772       0.0227141
              47         0.55021        0.638845       0.0223124
              48         0.50707        0.636099       0.0220158
              49         0.81948        0.639842       0.0218823
              50         0.91573         0.64536       0.0221294
              51         0.58784        0.644232       0.0217242
              52         0.77587        0.646763       0.0214534
              53         0.62099        0.646277       0.0210542
              54         0.61004        0.645606        0.020675
              55         0.55679        0.643991        0.020362
              56         0.67668        0.644575       0.0200068
              57         0.60277        0.643841       0.0196692
              58         0.70129        0.644832        0.019355
              59          0.8256        0.647896       0.0192679
              60         0.63679        0.647711       0.0189477
              61         0.71498        0.648813       0.0186692
              62         0.73348        0.650179       0.0184179
              63         0.38475        0.645966       0.0186012
              64         0.62629        0.645658       0.0183131
              65         0.75911        0.647404       0.0181144
              66         0.54808        0.645899       0.0179023
              67         0.53774        0.644285       0.0177077
              68         0.69564         0.64504       0.0174634
              69         0.62768        0.644788       0.0172121
              70         0.79371        0.646916       0.0170972
              71         0.76119        0.648525        0.016932
              72         0.69098        0.649115       0.0167071
              73         0.55895         0.64788       0.0165238
              74         0.63494        0.647705       0.0163015
              75         0.71214        0.648564       0.0161067
              76         0.64683        0.648541       0.0158948
              77          0.4552         0.64603       0.0158855
              78         0.65158        0.646101        0.015682
              79         0.58397        0.645315       0.0155032
              80         0.60733         0.64484       0.0153167
              81         0.54661        0.643627       0.0151755
              82         0.50135        0.641892       0.0150893
              83         0.64903        0.641978       0.0149077
              84         0.84131        0.644351       0.0149179
              85         0.71365        0.645167       0.0147647
              86         0.68337        0.645611       0.0145997
              87         0.46765        0.643565       0.0145745
              88         0.52603         0.64223       0.0144699
              89         0.53038        0.640973       0.0143618
              90         0.62152        0.640757       0.0142039
              91         0.82549        0.642787       0.0141921
              92         0.85272        0.645069       0.0142201
              93         0.56986         0.64426       0.0140902
              94           0.762        0.645513       0.0139958
              95         0.52703        0.644265        0.013904
              96          0.6169         0.64398       0.0137621
              97         0.75694        0.645145       0.0136694
              98         0.81059        0.646833       0.0136337
              99         0.67884        0.647156       0.0134999
             100         0.69881        0.647673       0.0133747
