#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.38237         0.38237               0
               2         0.54488        0.463625        0.057456
               3         0.50378         0.47701       0.0398326
               4         0.55368        0.496178       0.0341764
               5         0.44727        0.486396       0.0287068
               6         0.50373        0.489285       0.0240672
               7         0.49442        0.490019       0.0206402
               8         0.43619         0.48329       0.0191255
               9         0.43099        0.477479       0.0178615
              10         0.36577        0.466308       0.0192543
              11         0.63152        0.481327       0.0226154
              12         0.51895        0.484463        0.020947
              13         0.40545        0.478385       0.0201982
              14         0.42129        0.474306       0.0191628
              15         0.53564        0.478395       0.0183163
              16         0.39861        0.473409       0.0178374
              17         0.52801        0.476621       0.0170749
              18         0.53186        0.479689       0.0163997
              19         0.34373        0.472534       0.0170263
              20         0.56394        0.477104       0.0167772
              21         0.37806        0.472388        0.016628
              22          0.4215        0.470075       0.0160323
              23         0.51934        0.472217       0.0154776
              24         0.55095        0.475497       0.0151764
              25         0.56313        0.479002       0.0149687
              26         0.45678        0.478148       0.0144174
              27         0.52697        0.479956       0.0139963
              28         0.53953        0.482084       0.0136572
              29         0.39926        0.479228       0.0134816
              30         0.46617        0.478792       0.0130392
              31         0.40355        0.476365       0.0128425
              32         0.56594        0.479164       0.0127426
              33          0.5227        0.480484       0.0124246
              34         0.44088        0.479319       0.0121136
              35         0.41207        0.477397       0.0119189
              36         0.37833        0.474646       0.0119013
              37         0.56466        0.477078       0.0118257
              38         0.36824        0.474214       0.0118562
              39          0.5373        0.475832       0.0116621
              40         0.35555        0.472825       0.0117518
              41         0.35411        0.469929       0.0118165
              42         0.40828        0.468461       0.0116259
              43         0.21812         0.46264       0.0127301
              44         0.57599        0.465216       0.0126988
              45         0.44419        0.464748       0.0124252
              46         0.32729         0.46176       0.0125092
              47           0.428        0.461042       0.0122637
              48         0.31726        0.458046       0.0123686
              49         0.37118        0.456274       0.0122426
              50         0.69044        0.460957       0.0128623
              51          0.4188         0.46013       0.0126367
              52          0.4021        0.459014       0.0124428
              53         0.55435        0.460813       0.0123374
              54         0.30849        0.457992       0.0124272
              55         0.53702        0.459429       0.0122841
              56         0.28286        0.456276       0.0124628
              57         0.33823        0.454205        0.012415
              58         0.48569        0.454748       0.0122128
              59         0.50552        0.455609       0.0120361
              60         0.45525        0.455603       0.0118355
              61         0.50853         0.45647       0.0116733
              62         0.51218        0.457369       0.0115195
              63         0.34954        0.455657       0.0114631
              64         0.55101        0.457147       0.0113804
              65         0.31697        0.454991       0.0114078
              66         0.36045        0.453558       0.0113246
              67         0.38554        0.452543       0.0112009
              68         0.29043        0.450159       0.0112871
              69         0.39566        0.449369       0.0111511
              70         0.49651        0.450043       0.0110121
              71         0.37885         0.44904       0.0109026
              72         0.33497        0.447456       0.0108656
              73         0.38539        0.446605         0.01075
              74         0.43454        0.446442        0.010606
              75         0.38259        0.445591       0.0104987
              76         0.38288        0.444766       0.0103929
              77         0.41978        0.444441        0.010263
              78         0.46895        0.444756       0.0101362
              79           0.398        0.444164       0.0100252
              80         0.35526        0.443052      0.00996128
              81         0.36256        0.442059      0.00988775
              82         0.30314        0.440365      0.00991124
              83         0.56803        0.441903      0.00991046
              84          0.5115        0.442731      0.00982705
              85         0.48049        0.443175      0.00972147
              86         0.45929        0.443363      0.00961024
              87         0.41971        0.443091      0.00950362
              88         0.46746        0.443368      0.00939966
              89         0.43343        0.443256      0.00929471
              90         0.49521        0.443833      0.00920934
              91         0.47102        0.444132      0.00911298
              92         0.36563        0.443279      0.00905379
              93         0.51517        0.444052      0.00898938
              94         0.52021        0.444862      0.00893018
              95         0.40799        0.444474      0.00884461
              96         0.39591        0.443968      0.00876693
              97          0.5724        0.445292      0.00877597
              98         0.52361        0.446091      0.00872273
              99          0.2979        0.444594      0.00876211
             100         0.54206        0.445569      0.00872853
