#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.06507         0.06507               0
               2         0.10707         0.08607       0.0148492
               3         0.07764         0.08326       0.0101619
               4         0.06856        0.079585      0.00825925
               5         0.06913        0.077494      0.00686699
               6          0.0709        0.076395      0.00580977
               7         0.07916         0.07679      0.00499321
               8         0.11491        0.081555      0.00624146
               9         0.07459       0.0807811      0.00559573
              10         0.09421        0.082124       0.0051948
              11         0.04059       0.0783482      0.00593828
              12         0.07194       0.0778142      0.00546738
              13         0.07742       0.0777838       0.0050469
              14         0.06552       0.0769079      0.00476182
              15         0.07593       0.0768427      0.00444481
              16         0.09581       0.0780281       0.0043222
              17         0.11066       0.0799476      0.00447394
              18         0.09119       0.0805722      0.00426876
              19         0.08351       0.0807268      0.00404689
              20         0.08502       0.0809415      0.00385023
              21         0.10551       0.0821114      0.00384052
              22         0.06659       0.0814059      0.00373019
              23         0.08177       0.0814217      0.00356804
              24         0.09005       0.0817812      0.00343744
              25         0.10707       0.0827928      0.00344557
              26         0.10372       0.0835977      0.00340576
              27         0.08381       0.0836056      0.00327963
              28         0.08367       0.0836079       0.0031625
              29         0.08779       0.0837521      0.00305673
              30         0.09611        0.084164      0.00298247
              31         0.11558       0.0851774      0.00305359
              32         0.10784       0.0858856      0.00303918
              33         0.08749       0.0859342      0.00294747
              34         0.06912       0.0854397      0.00290197
              35          0.1036       0.0859586      0.00286507
              36         0.04879       0.0849261      0.00296568
              37         0.07696       0.0847108      0.00289334
              38         0.10949       0.0853629      0.00288974
              39         0.06986       0.0849654      0.00284286
              40         0.08242       0.0849017       0.0027725
              41         0.08214       0.0848344      0.00270569
              42         0.07047       0.0844924       0.0026628
              43         0.07299       0.0842249      0.00261428
              44         0.06601       0.0838109      0.00258743
              45         0.07506       0.0836164      0.00253723
              46         0.05225       0.0829346      0.00257207
              47         0.08212       0.0829172       0.0025174
              48         0.06593       0.0825633      0.00248971
              49         0.06433       0.0821912      0.00246655
              50          0.0999       0.0825454      0.00244251
              51         0.12108        0.083301      0.00250877
              52         0.06098       0.0828717      0.00249697
              53         0.07441       0.0827121      0.00245496
              54         0.09609       0.0829598      0.00242196
              55         0.06269       0.0825913      0.00240581
              56         0.09595       0.0828298      0.00237464
              57         0.06477        0.082513      0.00235402
              58         0.11317       0.0830416      0.00237204
              59         0.08738       0.0831151      0.00233297
              60         0.10819        0.083533      0.00233122
              61         0.08394       0.0835397      0.00229301
              62         0.10508       0.0838871       0.0022822
              63         0.10978       0.0842981      0.00228268
              64          0.1245       0.0849262      0.00233184
              65         0.07626       0.0847929      0.00229978
              66         0.08985       0.0848695      0.00226621
              67         0.07152       0.0846703      0.00224112
              68         0.06312       0.0843534      0.00223046
              69         0.07169       0.0841699      0.00220567
              70         0.03201       0.0834247      0.00229658
              71         0.08548       0.0834537      0.00226442
              72         0.09353       0.0835936      0.00223729
              73         0.11637       0.0840426      0.00225124
              74         0.10127       0.0842754      0.00223283
              75         0.08205       0.0842457      0.00220325
              76         0.04051       0.0836703      0.00224816
              77         0.07149       0.0835121      0.00222452
              78         0.05659       0.0831669      0.00222262
              79         0.08737       0.0832201      0.00219512
              80         0.08173       0.0832015      0.00216776
              81         0.08468       0.0832198      0.00214107
              82         0.10713       0.0835113      0.00213473
              83         0.11804       0.0839273      0.00214916
              84         0.07227       0.0837886      0.00212805
              85         0.09618       0.0839344        0.002108
              86         0.08581       0.0839562       0.0020836
              87         0.08052       0.0839167      0.00206003
              88         0.10589       0.0841664       0.0020517
              89         0.09151       0.0842489       0.0020303
              90         0.05532       0.0839274      0.00203303
              91         0.06261       0.0836932      0.00202414
              92         0.10522       0.0839272      0.00201562
              93         0.10577        0.084162      0.00200758
              94         0.08912       0.0842148      0.00198691
              95         0.08464       0.0842193      0.00196601
              96         0.06771       0.0840473      0.00195303
              97         0.05528       0.0837507      0.00195529
              98          0.0767       0.0836788      0.00193666
              99          0.0996       0.0838396      0.00192376
             100         0.08268        0.083828      0.00190456
