#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1  0.00660912  0.00660912           0
           2  0.00677388   0.0066915 5.82529e-05
           3  0.00697213  0.00678504 8.56853e-05
           4  0.00708528   0.0068601 9.14067e-05
           5  0.00676255  0.00684059 7.51789e-05
           6  0.00685732  0.00684338 6.27007e-05
           7  0.00662055  0.00681155 6.12935e-05
           8  0.00687624  0.00681963 5.41626e-05
           9  0.00708923  0.00684959 5.58168e-05
          10  0.00693678  0.00685831 5.09116e-05
          11  0.00675113  0.00684856 4.72065e-05
          12  0.00689401  0.00685235 4.34243e-05
          13   0.0071088  0.00687208 4.43389e-05
          14  0.00639902  0.00683829  5.2491e-05
          15  0.00659254  0.00682191 5.14848e-05
          16  0.00677178  0.00681877 4.83622e-05
          17  0.00686276  0.00682136 4.55866e-05
          18  0.00681301   0.0068209 4.30563e-05
          19  0.00669258  0.00681414 4.13164e-05
          20  0.00690097  0.00681848 3.94781e-05
          21  0.00683101  0.00681908 3.76027e-05
          22  0.00652359  0.00680565 3.82171e-05
          23  0.00721828  0.00682359 4.05483e-05
          24  0.00658242  0.00681354 4.00846e-05
          25  0.00717973  0.00682819 4.10703e-05
          26  0.00701908  0.00683553 4.01416e-05
          27  0.00720985  0.00684939  4.0979e-05
          28  0.00700023  0.00685478 3.98679e-05
          29  0.00694825    0.006858 3.86233e-05
          30  0.00674605  0.00685427 3.75157e-05
          31  0.00681232  0.00685292 3.63299e-05
          32  0.00682467  0.00685204 3.52053e-05
          33  0.00660112  0.00684443 3.49499e-05
          34  0.00658499   0.0068368  3.4745e-05
          35  0.00645955  0.00682602 3.53847e-05
          36  0.00692768  0.00682885 3.45143e-05
          37  0.00660981  0.00682293 3.40853e-05
          38  0.00698804  0.00682727 3.34642e-05
          39  0.00730281  0.00683947 3.47566e-05
          40  0.00716951  0.00684772 3.48533e-05
          41  0.00675796  0.00684553 3.40719e-05
          42  0.00688225   0.0068464 3.32719e-05
          43  0.00700366  0.00685006 3.26985e-05
          44  0.00702181  0.00685396 3.21875e-05
          45  0.00670484  0.00685065 3.16424e-05
          46  0.00686511  0.00685096 3.09561e-05
          47  0.00652107  0.00684394  3.1083e-05
          48  0.00673544  0.00684168 3.05175e-05
          49  0.00674553  0.00683972 2.99577e-05
          50  0.00704189  0.00684376 2.96301e-05
          51  0.00712943  0.00684937 2.95739e-05
          52  0.00670483  0.00684659 2.91355e-05
          53  0.00679195  0.00684556  2.8604e-05
          54  0.00693534  0.00684722 2.81225e-05
          55   0.0070878  0.00685159 2.79493e-05
          56  0.00665207  0.00684803 2.76764e-05
          57   0.0066382  0.00684435 2.74346e-05
          58  0.00655733   0.0068394 2.74042e-05
          59  0.00664027  0.00683602 2.71468e-05
          60  0.00644928  0.00682958 2.74489e-05
          61  0.00694394  0.00683145 2.70629e-05
          62  0.00662294  0.00682809 2.68346e-05
          63  0.00678681  0.00682744 2.64166e-05
          64  0.00679742  0.00682697  2.6008e-05
          65  0.00719307   0.0068326 2.62107e-05
          66   0.0070531  0.00683594 2.60256e-05
          67  0.00692473  0.00683726 2.56709e-05
          68  0.00691848  0.00683846 2.53211e-05
          69  0.00672847  0.00683687 2.50043e-05
          70  0.00687403   0.0068374 2.46527e-05
          71  0.00724056  0.00684307 2.49509e-05
          72  0.00676731  0.00684202 2.46265e-05
          73  0.00709492  0.00684549 2.45316e-05
          74  0.00694271   0.0068468 2.42353e-05
          75  0.00669446  0.00684477 2.39971e-05
          76   0.0065955  0.00684149 2.39045e-05
          77  0.00710639  0.00684493 2.38403e-05
          78  0.00686637   0.0068452 2.35362e-05
          79   0.0066764  0.00684307 2.33351e-05
          80  0.00678414  0.00684233  2.3055e-05
          81  0.00702977  0.00684465 2.28862e-05
          82   0.0064451  0.00683977   2.312e-05
          83  0.00714779  0.00684348 2.31374e-05
          84  0.00686115  0.00684369 2.28629e-05
          85  0.00723233  0.00684827 2.30465e-05
          86  0.00693792  0.00684931 2.28021e-05
          87  0.00677578  0.00684846 2.25557e-05
          88  0.00676061  0.00684747 2.23215e-05
          89  0.00673378  0.00684619 2.21072e-05
          90  0.00679093  0.00684557 2.18701e-05
          91   0.0068347  0.00684545 2.16301e-05
          92  0.00722282  0.00684956 2.17804e-05
          93  0.00693307  0.00685045 2.15647e-05
          94  0.00704167  0.00685249  2.1431e-05
          95  0.00682629  0.00685221 2.12072e-05
          96  0.00660513  0.00684964 2.11419e-05
          97  0.00643971  0.00684541 2.13421e-05
          98  0.00684529  0.00684541 2.11244e-05
          99  0.00678466   0.0068448 2.09199e-05
         100  0.00689282  0.00684528 2.07162e-05
