#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1   0.0098088   0.0098088           0
           2  0.00889137  0.00935009 0.000324359
           3  0.00996117  0.00955378 0.000272802
           4  0.00735758  0.00900473 0.000517642
           5  0.00745678  0.00869514 0.000498164
           6  0.00785442  0.00855502 0.000434396
           7   0.0069051  0.00831932 0.000431574
           8  0.00776178  0.00824963 0.000383213
           9  0.00773819   0.0081928 0.000344821
          10   0.0105658   0.0084301 0.000383392
          11   0.0087982  0.00846356 0.000349995
          12    0.006684  0.00831526 0.000350843
          13  0.00560209  0.00810656 0.000380906
          14  0.00797781  0.00809736 0.000353809
          15  0.00770875  0.00807146 0.000331169
          16  0.00656169  0.00797709 0.000323635
          17  0.00719178   0.0079309 0.000307877
          18  0.00782642   0.0079251 0.000290827
          19  0.00644875  0.00784739 0.000285712
          20  0.00800308  0.00785518 0.000271533
          21  0.00657877   0.0077944 0.000265318
          22  0.00872886  0.00783687 0.000256636
          23   0.0103526  0.00794625 0.000267774
          24  0.00732784  0.00792048 0.000257853
          25  0.00910257  0.00796777 0.000251837
          26  0.00763456  0.00795495 0.000242477
          27   0.0088544  0.00798826 0.000235774
          28  0.00855283  0.00800843 0.000228214
          29  0.00722345  0.00798136 0.000221944
          30   0.0085516  0.00800037 0.000215358
          31  0.00798122  0.00799975 0.000208412
          32  0.00774964  0.00799193 0.000202045
          33  0.00780933   0.0079864 0.000195999
          34  0.00749442  0.00797193 0.000190767
          35  0.00770722  0.00796437 0.000185467
          36  0.00683732  0.00793306 0.000182938
          37  0.00760604  0.00792422 0.000178207
          38  0.00815111  0.00793019 0.000173617
          39  0.00742547  0.00791725 0.000169647
          40  0.00790541  0.00791696 0.000165406
          41   0.0081568   0.0079228 0.000161476
          42  0.00836622  0.00793336 0.000157976
          43   0.0097166  0.00797483 0.000159652
          44   0.0080332  0.00797616 0.000156029
          45  0.00772417  0.00797056 0.000152663
          46  0.00766997  0.00796403 0.000149484
          47   0.0072716  0.00794929 0.000147027
          48  0.00728342  0.00793542 0.000144617
          49  0.00781035  0.00793287 0.000141688
          50  0.00851544  0.00794452 0.000139333
          51  0.00796938  0.00794501 0.000136602
          52  0.00811768  0.00794833 0.000134015
          53  0.00760449  0.00794184 0.000131643
          54  0.00780267  0.00793926 0.000129231
          55   0.0084906  0.00794929 0.000127269
          56  0.00851422  0.00795938 0.000125396
          57  0.00938288  0.00798435 0.000125658
          58  0.00784209   0.0079819 0.000123516
          59  0.00839933  0.00798897 0.000121625
          60  0.00671369  0.00796772 0.000121441
          61  0.00830122  0.00797318 0.000119573
          62  0.00745661  0.00796485 0.000117934
          63  0.00901719  0.00798156 0.000117239
          64   0.0085164  0.00798991 0.000115705
          65  0.00837675  0.00799586 0.000114077
          66  0.00865329  0.00800583 0.000112783
          67  0.00978844  0.00803243 0.000114195
          68  0.00813646  0.00803396 0.000112526
          69  0.00853108  0.00804117 0.000111125
          70  0.00774613  0.00803695 0.000109618
          71  0.00799104   0.0080363 0.000108076
          72  0.00800135  0.00803582 0.000106576
          73  0.00693386  0.00802072  0.00010618
          74  0.00852182   0.0080275  0.00010496
          75  0.00810937  0.00802859 0.000103567
          76  0.00750656  0.00802172 0.000102431
          77  0.00804594  0.00802203 0.000101102
          78  0.00802075  0.00802202 9.98055e-05
          79  0.00865678  0.00803005  9.8865e-05
          80  0.00982882  0.00805254 0.000100153
          81  0.00892087  0.00806326  9.9489e-05
          82  0.00821092  0.00806506  9.8292e-05
          83  0.00991199  0.00808731 9.95947e-05
          84  0.00646076  0.00806795 0.000100274
          85  0.00926562  0.00808204 0.000100079
          86  0.00807453  0.00808195 9.89155e-05
          87  0.00892084  0.00809159 9.82474e-05
          88  0.00749413   0.0080848 9.73653e-05
          89  0.00676656  0.00806999 9.73914e-05
          90  0.00726115    0.008061  9.6723e-05
          91  0.00752491  0.00805511 9.58394e-05
          92  0.00770886  0.00805135 9.48715e-05
          93  0.00741775  0.00804453 9.40957e-05
          94  0.00865486  0.00805103 9.33184e-05
          95  0.00747982  0.00804502 9.25296e-05
          96  0.00808369  0.00804542 9.15666e-05
          97  0.00736433   0.0080384 9.08915e-05
          98  0.00807843  0.00803881 8.99649e-05
          99  0.00878133  0.00804631 8.93683e-05
         100  0.00708523  0.00803669 8.89899e-05
