#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1  0.00227681  0.00227681           0
           2  0.00232989  0.00230335 1.87668e-05
           3  0.00222382  0.00227684 2.50014e-05
           4   0.0022602  0.00227268 1.90939e-05
           5  0.00225671  0.00226949 1.55402e-05
           6  0.00223272  0.00226336 1.41069e-05
           7  0.00220261  0.00225468 1.45177e-05
           8  0.00216667  0.00224368 1.63479e-05
           9  0.00229809  0.00224972 1.56093e-05
          10  0.00229304  0.00225406 1.46371e-05
          11  0.00225254  0.00225392 1.33071e-05
          12    0.002319  0.00225934 1.32573e-05
          13  0.00230248  0.00226266 1.26461e-05
          14  0.00223553  0.00226072 1.18904e-05
          15  0.00218832   0.0022559 1.20377e-05
          16   0.0022871  0.00225785 1.14423e-05
          17  0.00229707  0.00226015 1.09993e-05
          18  0.00222072  0.00225796 1.06042e-05
          19  0.00221254  0.00225557  1.0312e-05
          20  0.00220471  0.00225303 1.01051e-05
          21  0.00229024   0.0022548 9.77804e-06
          22  0.00215103  0.00225008 1.04092e-05
          23  0.00219964  0.00224789 1.01851e-05
          24  0.00232715  0.00225119 1.02821e-05
          25   0.0022694  0.00225192 9.89661e-06
          26  0.00222302  0.00225081  9.5782e-06
          27  0.00224105  0.00225045 9.23026e-06
          28  0.00221032  0.00224901  9.0112e-06
          29   0.0023341  0.00225195  9.1657e-06
          30  0.00227796  0.00225282 8.90109e-06
          31  0.00212632  0.00224874  9.5033e-06
          32  0.00224377  0.00224858 9.20759e-06
          33  0.00227053  0.00224925 8.95257e-06
          34  0.00218937  0.00224748 8.86079e-06
          35  0.00222029  0.00224671 8.64162e-06
          36  0.00227599  0.00224752 8.43977e-06
          37  0.00228694  0.00224859 8.27863e-06
          38  0.00228625  0.00224958 8.11987e-06
          39  0.00222676  0.00224899 7.93272e-06
          40  0.00220337  0.00224785 7.81597e-06
          41  0.00221653  0.00224709 7.66259e-06
          42  0.00227924  0.00224785 7.51828e-06
          43  0.00229999  0.00224907 7.44057e-06
          44  0.00219051  0.00224774  7.3895e-06
          45  0.00236711  0.00225039 7.68673e-06
          46  0.00232927   0.0022521 7.70851e-06
          47  0.00228558  0.00225281 7.57734e-06
          48  0.00229836  0.00225376 7.47864e-06
          49  0.00229764  0.00225466 7.37942e-06
          50   0.0022633  0.00225483 7.23385e-06
          51  0.00225988  0.00225493 7.09269e-06
          52  0.00226133  0.00225505 6.95736e-06
          53  0.00226122  0.00225517 6.82706e-06
          54  0.00223438  0.00225479 6.71148e-06
          55  0.00222275   0.0022542 6.61467e-06
          56  0.00232278  0.00225543 6.60895e-06
          57  0.00222976  0.00225498 6.50832e-06
          58  0.00218143  0.00225371 6.51846e-06
          59  0.00225402  0.00225371 6.40798e-06
          60  0.00217038  0.00225233 6.44996e-06
          61  0.00231357  0.00225333 6.42188e-06
          62   0.0022562  0.00225338 6.31847e-06
          63  0.00229033  0.00225396 6.24534e-06
          64  0.00226708  0.00225417 6.15112e-06
          65   0.0022885   0.0022547 6.07913e-06
          66  0.00223729  0.00225443 5.99274e-06
          67  0.00226727  0.00225462 5.90635e-06
          68  0.00222815  0.00225423 5.83231e-06
          69  0.00221191  0.00225362 5.77995e-06
          70   0.0022375  0.00225339 5.70196e-06
          71  0.00226306  0.00225353 5.62328e-06
          72  0.00222825  0.00225318 5.55613e-06
          73  0.00218479  0.00225224 5.55842e-06
          74  0.00229258  0.00225278 5.50998e-06
          75  0.00238509  0.00225455 5.71195e-06
          76  0.00225718  0.00225458 5.63689e-06
          77  0.00221898  0.00225412 5.58262e-06
          78  0.00230936  0.00225483 5.55578e-06
          79  0.00217269  0.00225379 5.58191e-06
          80  0.00230526  0.00225443 5.54908e-06
          81  0.00222999  0.00225413 5.48877e-06
          82  0.00226456  0.00225426 5.42331e-06
          83  0.00234298  0.00225533  5.4623e-06
          84  0.00232713  0.00225618 5.46375e-06
          85   0.0022529  0.00225614 5.39961e-06
          86  0.00225402  0.00225612 5.33688e-06
          87  0.00228699  0.00225647 5.28732e-06
          88  0.00227373  0.00225667 5.23087e-06
          89  0.00229143  0.00225706 5.18666e-06
          90   0.0022502  0.00225698 5.12959e-06
          91  0.00225158  0.00225692 5.07357e-06
          92  0.00222732   0.0022566 5.02861e-06
          93  0.00225379  0.00225657 4.97463e-06
          94   0.0023588  0.00225766 5.03919e-06
          95  0.00226118   0.0022577 4.98628e-06
          96  0.00222529  0.00225736 4.94575e-06
          97  0.00221033  0.00225687 4.91847e-06
          98  0.00220074   0.0022563 4.90152e-06
          99  0.00219576  0.00225569 4.89001e-06
         100  0.00232263  0.00225636 4.88671e-06
