#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1  0.00885376  0.00885376           0
           2  0.00875974  0.00880675 3.32398e-05
           3  0.00788406  0.00849919 0.000252101
           4  0.00828336  0.00844523 0.000194764
           5  0.00836071  0.00842833 0.000156543
           6   0.0085443  0.00844766 0.000131641
           7  0.00797309  0.00837986 0.000129117
           8  0.00862038  0.00840993 0.000116425
           9  0.00831513  0.00839939 0.000103964
          10  0.00838242   0.0083977 9.35818e-05
          11  0.00870034  0.00842521 8.90269e-05
          12  0.00871091  0.00844902 8.47317e-05
          13  0.00811897  0.00842363 8.19292e-05
          14  0.00829539  0.00841447 7.65874e-05
          15  0.00828347  0.00840574 7.19778e-05
          16  0.00856478  0.00841568 6.81621e-05
          17  0.00837884  0.00841351  6.4187e-05
          18  0.00821056  0.00840223 6.16034e-05
          19   0.0079865  0.00838035 6.21257e-05
          20  0.00802189  0.00836243 6.15506e-05
          21  0.00795073  0.00834283 6.16628e-05
          22  0.00829232  0.00834053 5.89027e-05
          23  0.00869703  0.00835603 5.83454e-05
          24   0.0078523  0.00833504   5.957e-05
          25  0.00821311  0.00833016 5.73865e-05
          26  0.00879616  0.00834809 5.79106e-05
          27  0.00843346  0.00835125  5.5852e-05
          28  0.00855347  0.00835847 5.43222e-05
          29  0.00818396  0.00835245 5.27813e-05
          30  0.00859238  0.00836045 5.16242e-05
          31  0.00825841  0.00835716 5.00638e-05
          32  0.00796543  0.00834492 4.99736e-05
          33  0.00859036  0.00835235 4.90096e-05
          34    0.007819  0.00833667 5.00157e-05
          35  0.00831459  0.00833604 4.85906e-05
          36  0.00857292  0.00834262 4.76843e-05
          37  0.00843428  0.00834509 4.64599e-05
          38  0.00884082  0.00835814 4.70331e-05
          39  0.00798016  0.00834845  4.6815e-05
          40  0.00800552  0.00833987  4.6423e-05
          41  0.00795497  0.00833049 4.62302e-05
          42  0.00828044   0.0083293 4.51449e-05
          43  0.00881724  0.00834064 4.54988e-05
          44   0.0089125  0.00835364 4.62838e-05
          45   0.0082125   0.0083505 4.53614e-05
          46  0.00825145  0.00834835 4.44264e-05
          47  0.00756504  0.00833168 4.65022e-05
          48  0.00887199  0.00834294  4.6876e-05
          49  0.00807429  0.00833746 4.62389e-05
          50  0.00871336  0.00834498 4.59212e-05
          51  0.00848786  0.00834778 4.51062e-05
          52  0.00838928  0.00834858 4.42458e-05
          53   0.0074423  0.00833148 4.65982e-05
          54  0.00862332  0.00833688 4.60476e-05
          55    0.007856  0.00832814 4.60329e-05
          56  0.00833009  0.00832817 4.52109e-05
          57  0.00781595  0.00831919  4.5302e-05
          58  0.00786585  0.00831137 4.51902e-05
          59   0.0087964  0.00831959 4.51658e-05
          60  0.00852267  0.00832297 4.45397e-05
          61  0.00840709  0.00832435 4.38309e-05
          62  0.00836393  0.00832499 4.31286e-05
          63  0.00755671   0.0083128 4.41345e-05
          64   0.0082359   0.0083116 4.34612e-05
          65  0.00859326  0.00831593 4.30081e-05
          66  0.00907256  0.00832739 4.38577e-05
          67  0.00794286  0.00832165 4.35771e-05
          68  0.00799171   0.0083168 4.32055e-05
          69  0.00845638  0.00831882 4.26267e-05
          70  0.00839018  0.00831984 4.20299e-05
          71  0.00845564  0.00832176 4.14814e-05
          72   0.0079683  0.00831685 4.11948e-05
          73  0.00870895  0.00832222 4.09791e-05
          74  0.00812856   0.0083196 4.05088e-05
          75  0.00833856  0.00831985 3.99695e-05
          76  0.00800376   0.0083157 3.96594e-05
          77  0.00816624  0.00831375 3.91918e-05
          78  0.00810982  0.00831114 3.87764e-05
          79  0.00821479  0.00830992 3.83048e-05
          80  0.00778347  0.00830334 3.83871e-05
          81  0.00860913  0.00830711 3.80983e-05
          82   0.0081335    0.008305 3.76925e-05
          83  0.00884722  0.00831153 3.78003e-05
          84  0.00822617  0.00831051 3.73639e-05
          85  0.00848051  0.00831251 3.69778e-05
          86  0.00826199  0.00831193 3.65525e-05
          87  0.00844107  0.00831341 3.61625e-05
          88  0.00884173  0.00831941 3.62465e-05
          89  0.00834379  0.00831969 3.58403e-05
          90  0.00843514  0.00832097  3.5465e-05
          91  0.00820184  0.00831966 3.50994e-05
          92  0.00853131  0.00832196 3.47932e-05
          93  0.00807781  0.00831934  3.4518e-05
          94  0.00824439  0.00831854   3.416e-05
          95  0.00831008  0.00831845 3.38005e-05
          96  0.00815997   0.0083168 3.34887e-05
          97  0.00767795  0.00831021 3.37849e-05
          98  0.00831256  0.00831024 3.34402e-05
          99  0.00815814   0.0083087 3.31377e-05
         100  0.00825756  0.00830819 3.28102e-05
