#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1  0.00372736  0.00372736           0
           2 0.000327277  0.00202732  0.00120211
           3  0.00345519  0.00250328 0.000890661
           4    0.004791  0.00307521 0.000831593
           5  9.9975e-06  0.00246216 0.000862117
           6  0.00271538  0.00250437 0.000719463
           7  0.00296896  0.00257074 0.000619736
           8   0.0049661  0.00287016 0.000610329
           9  0.00337404  0.00292614 0.000545077
          10  0.00372736  0.00300627 0.000496423
          11   0.0038456  0.00308257  0.00045712
          12  0.00133376  0.00293683 0.000441647
          13  0.00534876  0.00312237 0.000444941
          14  0.00222076  0.00305797 0.000417794
          15  0.00119218  0.00293358 0.000408037
          16 0.000697397  0.00279382 0.000405765
          17  0.00013951  0.00263768  0.00041084
          18    0.000396  0.00251315 0.000406453
          19  0.00035744  0.00239969 0.000400584
          20  0.00025831  0.00229262 0.000394604
          21 0.000464477  0.00220556 0.000385296
          22  0.00168256  0.00218179 0.000368515
          23  0.00021879  0.00209644 0.000362241
          24    0.001909  0.00208863 0.000347232
          25  0.00013951  0.00201067 0.000341984
          26  0.00049375  0.00195233  0.00033377
          27  0.00160944  0.00193963  0.00032165
          28  0.00534876  0.00206138 0.000332409
          29   0.0013603  0.00203721 0.000321824
          30 0.000189097   0.0019756 0.000316938
          31  0.00111694   0.0019479 0.000307922
          32  0.00017919  0.00189263  0.00030322
          33  0.00143888  0.00187888 0.000294343
          34   0.0025264  0.00189793 0.000286301
          35    0.007015  0.00204413 0.000313234
          36  0.00017919  0.00199232 0.000308787
          37  0.00091791  0.00196329 0.000301804
          38  0.00035676  0.00192101 0.000296808
          39  0.00222544  0.00192881   0.0002893
          40  0.00192396  0.00192869 0.000282068
          41 0.000287897  0.00188867 0.000278013
          42   7.984e-05  0.00184561 0.000274709
          43 0.000445377  0.00181304 0.000270243
          44 0.000208897  0.00177658 0.000266549
          45  0.00033711   0.0017446 0.000262538
          46  0.00602231  0.00183759 0.000272804
          47 0.000947437  0.00181865 0.000267656
          48    0.000975  0.00180107 0.000262657
          49 0.000109697  0.00176656 0.000259554
          50  0.00051324  0.00174149 0.000255571
          51   5.991e-05  0.00170852 0.000252678
          52  0.00061039   0.0016874 0.000248699
          53 0.000129577  0.00165801 0.000245738
          54  0.00394716   0.0017004 0.000244816
          55    0.007495  0.00180576 0.000262056
          56  0.00254368  0.00181893 0.000257708
          57  0.00643798  0.00189997 0.000265622
          58 0.000870197  0.00188221 0.000261635
          59   0.0016186  0.00187775 0.000257239
          60   0.0012671  0.00186757 0.000253153
          61  0.00129511  0.00185818 0.000249176
          62  0.00184591  0.00185799 0.000245158
          63  0.00546031  0.00191517 0.000247845
          64 0.000307597  0.00189005 0.000245242
          65  0.00066844  0.00187125 0.000242188
          66  0.00488716  0.00191695 0.000242791
          67 8.97975e-05  0.00188968 0.000240694
          68  0.00025831  0.00186569 0.000238347
          69   0.0034471  0.00188861 0.000235992
          70 0.000984497  0.00187569 0.000232974
          71  0.00137888  0.00186869 0.000229797
          72 0.000129577  0.00184454 0.000227872
          73 0.000716677  0.00182909 0.000225273
          74   0.0042316  0.00186155 0.000224556
          75  0.00269775   0.0018727 0.000221839
          76  0.00809904  0.00195463 0.000233558
          77  0.00962588  0.00205426 0.000250875
          78   7.984e-05  0.00202894 0.000248933
          79   0.0044423  0.00205949 0.000247649
          80  0.00371196  0.00208015 0.000245413
          81  0.00037639  0.00205911 0.000243283
          82    0.000396  0.00203883  0.00024116
          83   3.996e-05  0.00201475 0.000239454
          84  0.00173719  0.00201144 0.000236626
          85  0.00015936  0.00198966 0.000234843
          86  0.00269551  0.00199786 0.000232256
          87 0.000268178  0.00197798 0.000230436
          88  0.00111694   0.0019682 0.000228025
          89   0.0039855  0.00199086 0.000226587
          90 0.000386197  0.00197303 0.000224769
          91  0.00175536  0.00197064 0.000222312
          92    0.000591  0.00195565 0.000220401
          93  0.00064911   0.0019416 0.000218478
          94 6.98775e-05  0.00192169  0.00021706
          95   0.0026023  0.00192885 0.000214893
          96 6.98775e-05  0.00190949 0.000213525
          97 0.000812777  0.00189818 0.000211623
          98  0.00095599  0.00188856 0.000209682
          99  0.00717911    0.001942 0.000214265
         100  0.00481271  0.00197071 0.000214037
