#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1  0.00901056  0.00901056           0
           2  0.00924109  0.00912582 8.15032e-05
           3  0.00850908  0.00892024  0.00017643
           4   0.0087189  0.00886991 0.000139318
           5  0.00848384  0.00879269 0.000131117
           6   0.0083519  0.00871923 0.000128204
           7  0.00823896  0.00865062 0.000126927
           8  0.00870801  0.00865779 0.000111264
           9  0.00760833  0.00854119 0.000147877
          10  0.00909037  0.00859611 0.000142924
          11  0.00878816  0.00861357 0.000130993
          12  0.00883893  0.00863235 0.000121416
          13  0.00867635  0.00863573 0.000112123
          14  0.00904026  0.00866462 0.000107773
          15  0.00833967  0.00864296 0.000102743
          16  0.00955392   0.0086999 0.000110981
          17  0.00920366  0.00872953 0.000108336
          18  0.00855723  0.00871996  0.00010274
          19  0.00863358  0.00871541 9.74329e-05
          20  0.00839941  0.00869961 9.38337e-05
          21  0.00815676  0.00867376 9.28579e-05
          22  0.00907044  0.00869179 9.03707e-05
          23   0.0094222  0.00872355  9.1852e-05
          24  0.00846748  0.00871288 8.86424e-05
          25  0.00868803  0.00871188 8.51023e-05
          26  0.00896028  0.00872144 8.23636e-05
          27  0.00857078  0.00871586 7.95019e-05
          28  0.00858488  0.00871118    7.68e-05
          29  0.00830135  0.00869705 7.54408e-05
          30  0.00856515  0.00869265 7.30541e-05
          31  0.00822115  0.00867744 7.22634e-05
          32  0.00825363   0.0086642 7.12085e-05
          33  0.00888461  0.00867088 6.93632e-05
          34  0.00785094  0.00864676 7.13924e-05
          35  0.00822577  0.00863473 7.03585e-05
          36  0.00823158  0.00862353 6.92896e-05
          37  0.00903868  0.00863475 6.83193e-05
          38  0.00933777  0.00865326 6.89808e-05
          39  0.00840356  0.00864685 6.75086e-05
          40  0.00826594  0.00863733 6.64891e-05
          41  0.00881586  0.00864168 6.50099e-05
          42  0.00816162  0.00863025  6.4459e-05
          43  0.00940458  0.00864826  6.5427e-05
          44  0.00866954  0.00864875 6.39418e-05
          45  0.00941167   0.0086657 6.47295e-05
          46  0.00855518   0.0086633 6.33669e-05
          47  0.00832809  0.00865616 6.24188e-05
          48  0.00870636  0.00865721 6.11272e-05
          49  0.00897385  0.00866367 6.02203e-05
          50  0.00900519   0.0086705 5.94019e-05
          51  0.00848197  0.00866681 5.83521e-05
          52  0.00880058  0.00866938 5.72866e-05
          53  0.00829821  0.00866238 5.66322e-05
          54  0.00858973  0.00866103 5.55994e-05
          55  0.00804301  0.00864979 5.57124e-05
          56   0.0082016  0.00864179 5.52895e-05
          57  0.00830866  0.00863595 5.46275e-05
          58  0.00797621  0.00862457 5.48571e-05
          59  0.00898412  0.00863066 5.42647e-05
          60  0.00845415  0.00862772   5.344e-05
          61  0.00862527  0.00862768  5.2564e-05
          62  0.00830631   0.0086225 5.19711e-05
          63  0.00793402  0.00861157 5.22825e-05
          64  0.00857266  0.00861096 5.14691e-05
          65  0.00891089  0.00861558 5.08837e-05
          66  0.00937461  0.00862708  5.1396e-05
          67  0.00865715  0.00862753 5.06308e-05
          68  0.00941533  0.00863911 5.11946e-05
          69  0.00860857  0.00863867 5.04545e-05
          70  0.00848632  0.00863649 4.97807e-05
          71  0.00793865  0.00862666 5.00404e-05
          72  0.00867347  0.00862731 4.93497e-05
          73  0.00895258  0.00863177 4.88744e-05
          74  0.00857945  0.00863106  4.8219e-05
          75  0.00876716  0.00863288 4.76102e-05
          76  0.00871794    0.008634 4.69969e-05
          77  0.00859257  0.00863346 4.63897e-05
          78  0.00933894   0.0086425 4.66683e-05
          79  0.00883356  0.00864492 4.61402e-05
          80  0.00836965  0.00864148 4.56916e-05
          81  0.00865098   0.0086416 4.51276e-05
          82  0.00924519  0.00864896 4.51736e-05
          83  0.00871859   0.0086498 4.46371e-05
          84  0.00857107  0.00864886 4.41156e-05
          85   0.0080103  0.00864135 4.42316e-05
          86  0.00858278  0.00864067 4.37225e-05
          87   0.0085948  0.00864014 4.32231e-05
          88   0.0090951  0.00864531 4.30401e-05
          89  0.00924166  0.00865201 4.30749e-05
          90  0.00823918  0.00864742 4.28398e-05
          91  0.00849694  0.00864577  4.2401e-05
          92  0.00869619  0.00864632 4.19436e-05
          93  0.00843349  0.00864403  4.1555e-05
          94  0.00831101  0.00864049 4.12637e-05
          95  0.00852828  0.00863931 4.08462e-05
          96  0.00905233  0.00864361 4.06467e-05
          97  0.00774715  0.00863437 4.12649e-05
          98  0.00805831  0.00862849 4.12604e-05
          99  0.00876497  0.00862987 4.08666e-05
         100  0.00799679  0.00862354 4.09454e-05
