#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1  0.00196134  0.00196134           0
           2  0.00201189  0.00198662 1.78709e-05
           3  0.00198656   0.0019866 1.19139e-05
           4   0.0019744  0.00198355 9.31763e-06
           5  0.00197228   0.0019813 7.72169e-06
           6  0.00197522  0.00198028  6.5009e-06
           7  0.00194704  0.00197553 7.09782e-06
           8  0.00194951  0.00197228 6.91597e-06
           9  0.00198108  0.00197326 6.21626e-06
          10  0.00201813  0.00197775 7.02996e-06
          11  0.00201764  0.00198137 7.26634e-06
          12  0.00199502  0.00198251 6.74925e-06
          13  0.00205972  0.00198845 8.44859e-06
          14  0.00196852  0.00198703 7.96418e-06
          15  0.00193387  0.00198348 8.18388e-06
          16  0.00202819  0.00198628 8.13548e-06
          17  0.00207242  0.00199134 9.09922e-06
          18  0.00198561  0.00199102 8.59929e-06
          19  0.00198405  0.00199066 8.15452e-06
          20  0.00194757   0.0019885 8.02637e-06
          21  0.00201578   0.0019898 7.74851e-06
          22  0.00190312  0.00198586 8.33819e-06
          23  0.00196591  0.00198499 8.02065e-06
          24  0.00203447  0.00198706 7.94696e-06
          25  0.00200283  0.00198769 7.65409e-06
          26  0.00198671  0.00198765  7.3598e-06
          27  0.00197048  0.00198701 7.11462e-06
          28  0.00198759  0.00198703 6.86056e-06
          29  0.00207969  0.00199023  7.3303e-06
          30  0.00203069  0.00199158 7.20897e-06
          31  0.00187123   0.0019877 7.95332e-06
          32  0.00196834  0.00198709 7.72775e-06
          33  0.00200213  0.00198755 7.50701e-06
          34  0.00194924  0.00198642 7.37027e-06
          35  0.00199525  0.00198667 7.16401e-06
          36  0.00200332  0.00198714 6.97992e-06
          37  0.00204076  0.00198858 6.94012e-06
          38  0.00201404  0.00198925 6.78973e-06
          39  0.00198127  0.00198905 6.61872e-06
          40  0.00192667  0.00198749 6.63445e-06
          41  0.00195904   0.0019868  6.5088e-06
          42  0.00204448  0.00198817 6.49714e-06
          43  0.00201995  0.00198891 6.38795e-06
          44  0.00195719  0.00198819 6.28332e-06
          45   0.0020564   0.0019897 6.32387e-06
          46   0.0020653  0.00199135 6.39637e-06
          47  0.00203217  0.00199222 6.31898e-06
          48  0.00201974  0.00199279  6.2133e-06
          49   0.0020187  0.00199332 6.10895e-06
          50  0.00197917  0.00199303 5.99332e-06
          51  0.00206351  0.00199442 6.03301e-06
          52   0.0020053  0.00199463 5.92062e-06
          53  0.00198329  0.00199441 5.81277e-06
          54  0.00196987  0.00199396 5.72287e-06
          55  0.00192262  0.00199266 5.76392e-06
          56  0.00205335  0.00199374 5.76199e-06
          57  0.00193244  0.00199267 5.76039e-06
          58  0.00192034  0.00199142  5.7945e-06
          59  0.00199839  0.00199154 5.69749e-06
          60  0.00189564  0.00198994 5.82241e-06
          61  0.00202954  0.00199059 5.76303e-06
          62  0.00199384  0.00199064 5.67031e-06
          63  0.00202473  0.00199118 5.60606e-06
          64  0.00201614  0.00199157 5.53201e-06
          65  0.00201102  0.00199187 5.45498e-06
          66  0.00198304  0.00199174 5.37397e-06
          67  0.00198605  0.00199165 5.29443e-06
          68  0.00191767  0.00199057  5.3272e-06
          69    0.001978  0.00199038 5.25311e-06
          70  0.00198538  0.00199031 5.17855e-06
          71  0.00201009  0.00199059  5.1131e-06
          72  0.00197281  0.00199034 5.04804e-06
          73  0.00195309  0.00198983 5.00462e-06
          74  0.00202292  0.00199028 4.95692e-06
          75    0.002063  0.00199125 4.98477e-06
          76  0.00192734  0.00199041 4.98961e-06
          77  0.00199316  0.00199045 4.92494e-06
          78  0.00201018   0.0019907 4.86829e-06
          79  0.00190182  0.00198957 4.93494e-06
          80  0.00204978  0.00199033  4.9303e-06
          81   0.0019866  0.00199028 4.86964e-06
          82  0.00204102   0.0019909 4.84942e-06
          83  0.00206529   0.0019918 4.87311e-06
          84  0.00207101  0.00199274  4.9055e-06
          85   0.0019786  0.00199257  4.8506e-06
          86  0.00201986  0.00199289 4.80457e-06
          87  0.00202159  0.00199322 4.76066e-06
          88  0.00200954   0.0019934 4.71017e-06
          89  0.00201527  0.00199365 4.66365e-06
          90  0.00196295  0.00199331 4.62429e-06
          91  0.00201692  0.00199357 4.58075e-06
          92  0.00199465  0.00199358 4.53097e-06
          93  0.00200004  0.00199365 4.48278e-06
          94  0.00205974  0.00199435  4.4899e-06
          95  0.00196585  0.00199405 4.45265e-06
          96  0.00197243  0.00199383 4.41196e-06
          97  0.00199956  0.00199389 4.36688e-06
          98  0.00197524   0.0019937 4.32646e-06
          99  0.00193552  0.00199311 4.32248e-06
         100  0.00202409  0.00199342 4.29034e-06
