#     BLOCK:   VELOCITY:     AVE_POFV:       ERROR:
          18     4.36049   0.0849098  0.00879197
          18     4.59619   0.0644093  0.00839981
          18      4.8319    0.061447  0.00822129
          18      5.0676   0.0285917  0.00705319
          18      5.3033   0.0247398  0.00598207
          18       5.539   0.0197047  0.00633758
          18     5.77471  0.00246006 0.000933423
          18     6.01041  0.00567659  0.00349129
          18     6.24611  0.00111051  0.00063724
          18     6.48181           0           0
          18     6.71751           0           0
          18     6.95322           0           0
          19    0.117851  0.00483603  0.00181624
          19    0.353553   0.0569115  0.00836261
          19    0.589256    0.132215   0.0127369
          19    0.824958    0.231642   0.0188441
          19     1.06066    0.270958   0.0214227
          19     1.29636    0.402265   0.0192466
          19     1.53206    0.500616   0.0203762
          19     1.76777    0.569811   0.0213021
          19     2.00347    0.533712   0.0234502
          19     2.23917    0.538336   0.0267279
          19     2.47487    0.431562   0.0245085
          19     2.71058    0.428629   0.0233058
          19     2.94628    0.412209   0.0208234
          19     3.18198    0.359887   0.0172296
          19     3.41768    0.254696   0.0157216
          19     3.65339    0.188542   0.0166525
          19     3.88909     0.15559   0.0149043
          19     4.12479    0.116767   0.0106972
          19     4.36049   0.0852081   0.0083343
          19     4.59619   0.0655773  0.00803851
          19      4.8319   0.0611512  0.00779391
          19      5.0676   0.0274997  0.00676598
          19      5.3033   0.0234377   0.0058072
          19       5.539   0.0186676  0.00608828
          19     5.77471  0.00233058 0.000893231
          19     6.01041  0.00771987  0.00385942
          19     6.24611  0.00157665  0.00075519
          19     6.48181           0           0
          19     6.71751           0           0
          19     6.95322           0           0
          20    0.117851  0.00731209  0.00296672
          20    0.353553   0.0575899  0.00797195
          20    0.589256     0.12793   0.0128006
          20    0.824958    0.228336   0.0181896
          20     1.06066    0.273725   0.0205296
          20     1.29636    0.398382   0.0186717
          20     1.53206    0.497987   0.0195263
          20     1.76777    0.562715   0.0213864
          20     2.00347    0.533352   0.0222805
          20     2.23917    0.551043   0.0282513
          20     2.47487    0.439137   0.0244256
          20     2.71058    0.433099   0.0225651
          20     2.94628    0.405733   0.0207649
          20     3.18198    0.364883   0.0170771
          20     3.41768    0.253162   0.0150102
          20     3.65339    0.192677   0.0163252
          20     3.88909    0.149594   0.0153176
          20     4.12479    0.115054   0.0102985
          20     4.36049   0.0850109  0.00791991
          20     4.59619    0.062323  0.00826914
          20      4.8319   0.0588235  0.00774401
          20      5.0676   0.0295343  0.00672664
          20      5.3033   0.0225408  0.00558566
          20       5.539   0.0185212  0.00578563
          20     5.77471  0.00233115 0.000848569
          20     6.01041   0.0100572  0.00431656
          20     6.24611  0.00149782 0.000721534
          20     6.48181           0           0
          20     6.71751           0           0
          20     6.95322           0           0
          21    0.117851  0.00891949   0.0032317
          21    0.353553    0.057882  0.00759768
          21    0.589256    0.125322    0.012454
          21    0.824958    0.227135    0.017363
          21     1.06066    0.277521   0.0198997
          21     1.29636    0.394431   0.0181958
          21     1.53206    0.495625   0.0187389
          21     1.76777    0.555428   0.0215736
          21     2.00347    0.530356   0.0214201
          21     2.23917    0.559407   0.0281169
          21     2.47487    0.447349   0.0246045
          21     2.71058    0.433769   0.0215006
          21     2.94628    0.403647   0.0198806
          21     3.18198     0.36017   0.0169018
          21     3.41768    0.259397   0.0155365
          21     3.65339    0.199315   0.0168435
          21     3.88909    0.145731   0.0150675
          21     4.12479    0.115736  0.00983063
          21     4.36049   0.0833307  0.00771894
          21     4.59619   0.0597495  0.00826615
          21      4.8319   0.0586653  0.00737687
          21      5.0676   0.0282758    0.006523
          21      5.3033   0.0214753  0.00542037
          21       5.539   0.0202433   0.0057607
          21     5.77471   0.0022383 0.000813225
          21     6.01041  0.00980911  0.00411814
          21     6.24611   0.0014265 0.000690691
          21     6.48181           0           0
          21     6.71751           0           0
          21     6.95322           0           0
          22    0.117851  0.00917261   0.0030947
          22    0.353553   0.0575584  0.00725922
          22    0.589256    0.126787   0.0119739
