#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1          0.0653          0.0653               0
               2         0.06615        0.065725      0.00030052
               3          0.0348       0.0554167       0.0084191
               4         0.05403         0.05507      0.00632146
               5         0.03809        0.051674      0.00589925
               6         0.03134        0.048285      0.00580849
               7          0.0539       0.0490871      0.00503379
               8         0.07491        0.052315      0.00534012
               9         0.05959       0.0531233      0.00480756
              10         0.07111        0.054922      0.00465112
              11         0.08895       0.0580155      0.00515538
              12         0.05534       0.0577925      0.00473059
              13         0.04821       0.0570554      0.00442375
              14         0.06179       0.0573936      0.00412068
              15         0.03286        0.055758      0.00415791
              16         0.03649       0.0545538      0.00406869
              17          0.0294       0.0530741      0.00408956
              18         0.03957       0.0523239      0.00393058
              19         0.05715       0.0525779       0.0037319
              20         0.06529       0.0532135      0.00359903
              21         0.05838       0.0534595      0.00343604
              22         0.02936       0.0523641      0.00345006
              23         0.05578       0.0525126      0.00330325
              24         0.05697       0.0526983      0.00317083
              25         0.03322       0.0519192      0.00313826
              26         0.04418       0.0516215      0.00303165
              27         0.03817       0.0511233      0.00296002
              28         0.05411         0.05123      0.00285622
              29         0.05936       0.0515103      0.00277146
              30         0.03696       0.0510253      0.00272118
              31         0.03553       0.0505255      0.00267892
              32         0.05071       0.0505312      0.00259521
              33         0.03957       0.0501991      0.00253773
              34         0.05246       0.0502656      0.00246396
              35         0.06052       0.0505586      0.00241092
              36         0.06938       0.0510814      0.00239997
              37         0.07319       0.0516789      0.00240834
              38         0.07104       0.0521884      0.00239825
              39         0.04579       0.0520244      0.00234236
              40         0.04553        0.051862      0.00228942
              41         0.04719        0.051748      0.00223642
              42         0.05256       0.0517674      0.00218325
              43         0.05128        0.051756      0.00213251
              44         0.05487       0.0518268      0.00208522
              45         0.06792       0.0521844      0.00206932
              46         0.06197       0.0523972      0.00203524
              47         0.01753       0.0516553      0.00212284
              48         0.04355       0.0514865      0.00208532
              49         0.05255       0.0515082      0.00204288
              50         0.04274       0.0513328      0.00200953
              51         0.01689       0.0506575      0.00208052
              52         0.04119       0.0504754      0.00204846
              53         0.07426       0.0509242      0.00205838
              54         0.04186       0.0507563      0.00202709
              55         0.04415       0.0506362      0.00199379
              56         0.03509       0.0503586      0.00197742
              57         0.07728       0.0508309      0.00199834
              58         0.03922       0.0506307      0.00197389
              59         0.05924       0.0507766      0.00194582
              60         0.04564        0.050691      0.00191527
              61          0.0615       0.0508682      0.00189205
              62          0.0607       0.0510268      0.00186817
              63         0.05142        0.051033      0.00183852
              64          0.0284       0.0506794       0.0018435
              65         0.07912       0.0511169      0.00186634
              66         0.06364       0.0513067      0.00184768
              67         0.05486       0.0513597      0.00182086
              68         0.08974       0.0519241      0.00187953
              69         0.04523       0.0518271      0.00185479
              70         0.03991       0.0516569      0.00183609
              71         0.02855       0.0513314      0.00183885
              72         0.07582       0.0516715      0.00184449
              73         0.03226       0.0514056      0.00183829
              74         0.03701       0.0512111      0.00182372
              75         0.05285       0.0512329      0.00179953
              76         0.07359       0.0515271      0.00179974
              77         0.06002       0.0516374      0.00177974
              78         0.04453       0.0515463      0.00175925
              79         0.04858       0.0515087      0.00173739
              80         0.06056       0.0516219      0.00171935
              81         0.03275       0.0513889      0.00171383
              82         0.05566        0.051441      0.00169373
              83         0.04813       0.0514011      0.00167379
              84         0.04548       0.0513306      0.00165535
              85         0.06626       0.0515062      0.00164516
              86         0.05199       0.0515119      0.00162604
              87         0.05308       0.0515299      0.00160745
              88         0.07605       0.0518085      0.00161316
              89         0.06504       0.0519572      0.00160187
              90          0.0463       0.0518943       0.0015853
              91         0.06511       0.0520396      0.00157452
              92         0.06163       0.0521438      0.00156085
              93         0.05051       0.0521262      0.00154417
              94          0.0591       0.0522004      0.00152952
              95         0.02922       0.0519585      0.00153243
              96         0.04976       0.0519356      0.00151664
              97          0.0556       0.0519734      0.00150147
              98         0.05375       0.0519915      0.00148626
              99         0.04183       0.0518889      0.00147479
             100         0.02661       0.0516361      0.00148155
