#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.04145         0.04145               0
               2         0.04826        0.044855       0.0024077
               3         0.03258       0.0407633      0.00370643
               4         0.02087         0.03579       0.0051262
               5          0.0298        0.034592      0.00423864
               6         0.00734         0.03005      0.00544682
               7         0.03667       0.0309957       0.0047501
               8         0.04438       0.0326688       0.0044412
               9         0.03076       0.0324567       0.0039528
              10          0.0367        0.032881      0.00358022
              11         0.06101       0.0354382       0.0040667
              12          0.0329       0.0352267      0.00373331
              13         0.03613       0.0352962      0.00344678
              14         0.04103       0.0357057      0.00322482
              15         0.00227       0.0334767      0.00370088
              16          0.0206       0.0326719        0.003556
              17         0.01056       0.0313712      0.00357681
              18         0.02735       0.0311478      0.00338506
              19         0.04091       0.0316616      0.00324566
              20         0.04279        0.032218      0.00313071
              21         0.02862       0.0320467      0.00298631
              22         0.01124       0.0311009      0.00299659
              23         0.02969       0.0310396      0.00286693
              24          0.0413       0.0314671      0.00277917
              25         0.02269        0.031116      0.00269009
              26         0.02686       0.0309523       0.0025916
              27         0.00865       0.0301263      0.00262395
              28         0.03062       0.0301439       0.0025303
              29         0.01962        0.029781      0.00246893
              30         0.01776       0.0293803      0.00241893
              31         0.01607        0.028951       0.0023787
              32         0.03298       0.0290769       0.0023077
              33         0.02981       0.0290991      0.00223787
              34         0.04854       0.0296709      0.00224391
              35         0.02082        0.029418      0.00219401
              36         0.03969       0.0297033      0.00215153
              37           0.053        0.030333      0.00218357
              38         0.03866       0.0305521      0.00213708
              39         0.03727       0.0307244      0.00208921
              40         0.02034       0.0304647      0.00205305
              41         0.03522       0.0305807      0.00200625
              42          0.0408        0.030824      0.00197318
              43         0.03259       0.0308651      0.00192772
              44         0.03642       0.0309914      0.00188804
              45         0.04269       0.0312513      0.00186389
              46         0.03863       0.0314117      0.00183026
              47         0.02762       0.0313311       0.0017931
              48         0.03779       0.0314656      0.00176078
              49         0.03723       0.0315833      0.00172877
              50         0.03365       0.0316246      0.00169469
              51         0.02124        0.031421      0.00167365
              52          0.0276       0.0313475      0.00164308
              53         0.02255       0.0311815      0.00162044
              54         0.02224       0.0310159      0.00159887
              55         0.02987       0.0309951      0.00156993
              56         0.02594       0.0309048      0.00154449
              57         0.03215       0.0309267      0.00151755
              58         0.01925       0.0307253      0.00150468
              59          0.0335       0.0307724      0.00147991
              60         0.02227       0.0306307      0.00146202
              61         0.03668       0.0307298      0.00144141
              62         0.04324       0.0309316      0.00143221
              63         0.03792       0.0310425      0.00141377
              64         0.02035       0.0308755      0.00140151
              65          0.0481       0.0311405      0.00140478
              66         0.04155       0.0312982      0.00139232
              67         0.01968       0.0311248       0.0013823
              68         0.04172       0.0312806      0.00137072
              69          0.0321       0.0312925      0.00135091
              70         0.02477       0.0311993      0.00133482
              71         0.02163       0.0310645      0.00132281
              72         0.04847       0.0313063      0.00132634
              73         0.01477       0.0310797      0.00132737
              74         0.01379       0.0308461      0.00132984
              75         0.02469        0.030764      0.00131464
              76         0.04481       0.0309488      0.00131027
              77         0.04532       0.0311355      0.00130648
              78         0.03685       0.0312087      0.00129178
              79         0.02761       0.0311632      0.00127623
              80          0.0415       0.0312924       0.0012668
              81         0.02029       0.0311565      0.00125842
              82         0.02945       0.0311357      0.00124325
              83         0.03346       0.0311637      0.00122859
              84         0.03091       0.0311607      0.00121396
              85         0.03879       0.0312505        0.001203
              86         0.02683       0.0311991       0.0011901
              87         0.02817       0.0311643      0.00117693
              88         0.05386       0.0314222      0.00119148
              89         0.02282       0.0313255      0.00118201
              90         0.01553         0.03115      0.00118183
              91         0.02958       0.0311327      0.00116897
              92          0.0247       0.0310628      0.00115836
              93         0.03524       0.0311077      0.00114677
              94          0.0412       0.0312151      0.00113959
              95         0.01931       0.0310898      0.00113446
              96         0.01935       0.0309675      0.00112921
              97          0.0381        0.031041      0.00111996
              98         0.03259       0.0310568      0.00110865
              99         0.01947       0.0309398      0.00110361
             100         0.02284       0.0308588      0.00109554
