#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.01671         0.01671               0
               2         0.02409          0.0204      0.00260922
               3         0.01542         0.01874      0.00220519
               4         0.01281       0.0172575      0.00209373
               5         0.01343        0.016492      0.00180952
               6         0.00732       0.0149633      0.00205456
               7         0.01858         0.01548      0.00182486
               8         0.03296        0.017665      0.00259366
               9         0.01693       0.0175833      0.00230676
              10         0.02663        0.018488      0.00224649
              11         0.02588         0.01916      0.00214041
              12         0.02169       0.0193708       0.0019724
              13         0.02061       0.0194662      0.00182298
              14         0.02022         0.01952      0.00169356
              15         0.00383        0.018474      0.00187607
              16         0.00713        0.017765      0.00188804
              17         0.00908       0.0172541      0.00184481
              18         0.01587       0.0171772      0.00174392
              19         0.02756       0.0177237      0.00173564
              20         0.02212       0.0179435      0.00166272
              21         0.01705        0.017901      0.00158409
              22         0.00532       0.0173291        0.001612
              23         0.02232       0.0175461      0.00155645
              24         0.01043       0.0172496      0.00151958
              25         0.00122       0.0166084      0.00158832
              26         0.01326       0.0164796      0.00153244
              27         0.00813       0.0161704      0.00150657
              28         0.01697       0.0161989      0.00145303
              29         0.00591       0.0158441      0.00144559
              30         0.01495       0.0158143      0.00139771
              31         0.01335       0.0157348      0.00135488
              32         0.01294       0.0156475      0.00131536
              33         0.02099       0.0158094      0.00128542
              34         0.03596       0.0164021      0.00137748
              35         0.01315       0.0163091      0.00134126
              36         0.02223       0.0164736      0.00131405
              37          0.0287       0.0168041      0.00131943
              38         0.02024       0.0168945       0.0012878
              39         0.02634       0.0171367      0.00127735
              40         0.00984       0.0169542      0.00125837
              41         0.01891        0.017002      0.00122858
              42         0.02959       0.0173017      0.00123535
              43         0.01904       0.0173421      0.00120728
              44         0.02009       0.0174045      0.00118146
              45         0.01937       0.0174482      0.00115601
              46         0.01991       0.0175017      0.00113212
              47         0.02544       0.0176706      0.00112056
              48         0.02528       0.0178292      0.00110837
              49         0.02523       0.0179802      0.00109599
              50         0.01478       0.0179162      0.00107594
              51          0.0091       0.0177433      0.00106864
              52         0.02081       0.0178023      0.00104972
              53         0.01116        0.017677      0.00103736
              54         0.00752       0.0174889      0.00103507
              55         0.01887        0.017514      0.00101655
              56         0.02244        0.017602       0.0010022
              57         0.02708       0.0177682     0.000998313
              58         0.01539       0.0177272     0.000981943
              59         0.01629       0.0177029     0.000965602
              60         0.01106       0.0175922     0.000955835
              61         0.02306       0.0176818     0.000944359
              62         0.03083       0.0178939     0.000952641
              63         0.02419       0.0179938     0.000942747
              64         0.01516       0.0179495     0.000929056
              65         0.03125       0.0181542     0.000937026
              66         0.02676       0.0182845     0.000931857
              67          0.0199       0.0183087      0.00091826
              68         0.02898       0.0184656     0.000918068
              69         0.01997       0.0184874     0.000905022
              70         0.01119       0.0183831     0.000898077
              71         0.01362       0.0183161      0.00088793
              72         0.02063       0.0183482     0.000876179
              73         0.00438       0.0181568     0.000884824
              74          0.0107       0.0180561     0.000878586
              75         0.01519       0.0180179     0.000867702
              76         0.03347       0.0182212     0.000879783
              77          0.0258       0.0183196     0.000873846
              78         0.02068       0.0183499     0.000863166
              79         0.01441          0.0183      0.00085368
              80         0.01458       0.0182535     0.000844274
              81         0.00982       0.0181494     0.000840246
              82         0.01637       0.0181277      0.00083028
              83         0.01854       0.0181327     0.000820291
              84         0.01837       0.0181355     0.000810531
              85         0.02771       0.0182481     0.000808784
              86            0.02       0.0182685     0.000799636
              87         0.02281       0.0183207     0.000792147
              88         0.02794         0.01843     0.000790651
              89         0.01573       0.0183997     0.000782349
              90         0.01289       0.0183384     0.000776048
              91         0.02216       0.0183804     0.000768656
              92          0.0065       0.0182513     0.000771072
              93         0.01333       0.0181984     0.000764594
              94         0.01382       0.0181518     0.000757878
              95         0.00273       0.0179895     0.000767089
              96          0.0159       0.0179677     0.000759407
              97         0.02455       0.0180356     0.000754604
              98         0.01307       0.0179849     0.000748603
              99         0.00612       0.0178651     0.000750574
             100           0.005       0.0177364     0.000754013
