#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.01564         0.01564               0
               2         0.02187        0.018755      0.00220264
               3         0.01462       0.0173767      0.00185008
               4         0.01266       0.0161975      0.00172283
               5         0.01398        0.015754      0.00143422
               6         0.01042        0.014865      0.00144466
               7         0.02047       0.0156657      0.00144322
               8         0.03148       0.0176425      0.00223918
               9         0.01533       0.0173856      0.00200507
              10         0.02687        0.018334      0.00201644
              11         0.02516       0.0189545      0.00192625
              12         0.02143       0.0191608      0.00177674
              13         0.01621       0.0189338       0.0016545
              14         0.02049        0.019045      0.00154005
              15          0.0028        0.017962      0.00177786
              16         0.00559       0.0171887      0.00182717
              17         0.01285       0.0169335      0.00173743
              18         0.01245       0.0166844      0.00165866
              19         0.02916       0.0173411      0.00169636
              20         0.02153       0.0175505      0.00162442
              21         0.01706       0.0175271      0.00154723
              22         0.00563       0.0169864      0.00156856
              23         0.01811       0.0170352      0.00150113
              24         0.01055        0.016765       0.0014627
              25         0.00117       0.0161412      0.00153144
              26         0.01115       0.0159492      0.00148452
              27         0.00987       0.0157241      0.00144651
              28         0.01683       0.0157636      0.00139539
              29         0.00464         0.01538        0.001399
              30         0.01136        0.015246      0.00135877
              31          0.0125       0.0151574      0.00131782
              32         0.01178       0.0150519      0.00128086
              33         0.02097       0.0152312      0.00125454
              34         0.03346       0.0157674      0.00132727
              35         0.01287       0.0156846      0.00129193
              36         0.02152       0.0158467      0.00126617
              37         0.02761       0.0161646      0.00127123
              38         0.01937       0.0162489      0.00124058
              39         0.02817       0.0165546      0.00124585
              40         0.00778       0.0163352      0.00123387
              41         0.01822       0.0163812      0.00120463
              42         0.02842       0.0166679      0.00120957
              43         0.01878        0.016717      0.00118244
              44         0.01979       0.0167868      0.00115763
              45          0.0187       0.0168293      0.00113268
              46          0.0182       0.0168591      0.00110845
              47         0.02276       0.0169847      0.00109195
              48         0.02565       0.0171652      0.00108402
              49         0.02129       0.0172494      0.00106516
              50         0.01456       0.0171956      0.00104522
              51         0.00698       0.0169953      0.00104374
              52         0.01974       0.0170481        0.001025
              53         0.01143       0.0169421      0.00101113
              54          0.0049       0.0167191       0.0010167
              55         0.01618       0.0167093      0.00099826
              56         0.02213       0.0168061     0.000985116
              57          0.0216       0.0168902     0.000971417
              58         0.01244       0.0168134     0.000957694
              59           0.017       0.0168166     0.000941467
              60         0.01058       0.0167127     0.000931496
              61         0.02365       0.0168264     0.000923142
              62         0.02891       0.0170213     0.000928598
              63         0.02225       0.0171043      0.00091756
              64         0.01557       0.0170803     0.000903536
              65         0.02779       0.0172451     0.000904534
              66         0.02632       0.0173826     0.000901219
              67          0.0203       0.0174261     0.000888819
              68         0.02756       0.0175751     0.000888154
              69         0.02133       0.0176296     0.000876948
              70         0.01169       0.0175447     0.000868515
              71         0.01225       0.0174701     0.000859478
              72         0.01969        0.017501     0.000848094
              73         0.00226       0.0172922     0.000861791
              74         0.00914        0.017182     0.000857158
              75          0.0169       0.0171783     0.000845737
              76         0.03124       0.0173633     0.000854608
              77         0.02469       0.0174584      0.00084879
              78         0.02109        0.017505     0.000839184
              79         0.01619       0.0174884     0.000828727
              80         0.01709       0.0174834     0.000818383
              81         0.00859       0.0173736     0.000815611
              82         0.01078       0.0172932     0.000809618
              83         0.01642       0.0172827     0.000799932
              84         0.01602       0.0172676     0.000790551
              85         0.02552       0.0173647     0.000787189
              86         0.01811       0.0173734     0.000778083
              87         0.02263       0.0174338     0.000771482
              88         0.02762       0.0175495      0.00077135
              89           0.012       0.0174872       0.0007652
              90         0.01402       0.0174487     0.000757666
              91         0.01858       0.0174611     0.000749442
              92         0.00914       0.0173707     0.000746734
              93         0.01381       0.0173324     0.000739686
              94         0.01209       0.0172766     0.000733916
              95         0.00441       0.0171412     0.000738582
              96         0.01436       0.0171122     0.000731456
              97          0.0248       0.0171914     0.000728197
              98         0.01307       0.0171494     0.000721979
              99         0.00804       0.0170574     0.000720526
             100         0.00451       0.0169319     0.000724164
