#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1          0.3038          0.3038               0
               2         0.14322         0.22351       0.0567736
               3         0.18383        0.210283       0.0393596
               4          0.1548        0.196413       0.0318703
               5         0.19591        0.196312       0.0254964
               6         0.22544        0.201167       0.0217042
               7         0.21152        0.202646        0.018654
               8         0.23252         0.20638       0.0166918
               9         0.15117        0.200246       0.0159246
              10         0.26155        0.206376       0.0154672
              11         0.34717        0.219175       0.0186184
              12         0.24213        0.221088       0.0171649
              13         0.23786        0.222378       0.0158929
              14         0.23516        0.223291       0.0147839
              15          0.1534        0.218632        0.014514
              16         0.11456        0.212127       0.0149937
              17         0.18077        0.210283       0.0142247
              18          0.2342        0.211612       0.0134964
              19         0.16026        0.208909       0.0130539
              20         0.14173         0.20555        0.012826
              21         0.25332        0.207825       0.0124154
              22         0.07504        0.201789       0.0132371
              23         0.20353        0.201865       0.0126618
              24         0.19099        0.201412       0.0121423
              25         0.05566        0.195582        0.012981
              26         0.20292        0.195864       0.0124848
              27         0.21442        0.196551       0.0120413
              28         0.25283        0.198561       0.0117778
              29          0.1731        0.197683       0.0114044
              30         0.14991        0.196091       0.0111348
              31         0.11097        0.193345       0.0111091
              32         0.21327        0.193967       0.0107793
              33         0.23295        0.195149       0.0105172
              34         0.11023        0.192651       0.0105003
              35         0.23683        0.193913       0.0102758
              36         0.29374        0.196686       0.0103578
              37         0.25349        0.198222        0.010191
              38         0.24743        0.199517       0.0100047
              39         0.26575        0.201215      0.00989131
              40         0.18042        0.200695      0.00965768
              41         0.20337         0.20076      0.00942235
              42         0.10078         0.19838      0.00949395
              43         0.22268        0.198945      0.00928996
              44         0.17544        0.198411      0.00909417
              45         0.14859        0.197304      0.00895922
              46         0.16666        0.196637      0.00878918
              47         0.20084        0.196727      0.00860263
              48         0.22879        0.197395      0.00844931
              49         0.21553        0.197765      0.00828497
              50         0.25318        0.198873      0.00819307
              51         0.15583        0.198029      0.00807577
              52          0.1936        0.197944      0.00792092
              53         0.26502         0.19921      0.00787193
              54         0.16566        0.198588      0.00775063
              55         0.14443        0.197604        0.007672
              56         0.18623        0.197401      0.00753769
              57         0.22349        0.197858      0.00741934
              58         0.17191        0.197411      0.00730489
              59         0.24402        0.198201      0.00722367
              60         0.19078        0.198077      0.00710433
              61          0.2137        0.198333      0.00699248
              62         0.24316        0.199056      0.00691698
              63          0.1971        0.199025      0.00680726
              64         0.17685        0.198679      0.00670971
              65         0.24724        0.199426      0.00664794
              66         0.24001        0.200041      0.00657559
              67         0.24909        0.200773      0.00651807
              68         0.21575        0.200993      0.00642594
              69         0.17701        0.200646       0.0063422
              70         0.18086        0.200363       0.0062579
              71         0.22227        0.200671      0.00617736
              72         0.32056        0.202337      0.00631199
              73         0.15599        0.201702      0.00625738
              74         0.18717        0.201505       0.0061759
              75          0.1354        0.200624      0.00615613
              76         0.25454        0.201333      0.00611586
              77         0.21246        0.201478      0.00603814
              78          0.1147        0.200365      0.00606236
              79         0.15915        0.199844      0.00600803
              80         0.13788        0.199069      0.00598264
              81         0.13986        0.198338      0.00595327
              82         0.17934        0.198106      0.00588518
              83         0.17424        0.197819      0.00582129
              84          0.2221        0.198108      0.00575916
              85         0.19253        0.198042      0.00569178
              86         0.12951        0.197245      0.00568111
              87         0.28052        0.198203      0.00569588
              88         0.29078        0.199255      0.00572748
              89         0.16397        0.198858      0.00567683
              90         0.10173        0.197779      0.00571541
              91         0.21781        0.197999      0.00565684
              92         0.19454        0.197961      0.00559548
              93         0.13876        0.197325      0.00557141
              94         0.21318        0.197494      0.00551469
              95         0.08985         0.19636      0.00557183
              96         0.20447        0.196445      0.00551443
              97         0.23537        0.196846      0.00547216
              98         0.18567        0.196732      0.00541751
              99         0.18331        0.196597      0.00536449
             100         0.15957        0.196226      0.00532361
