#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1        -0.99994        -0.99994               0
               2              -1        -0.99997     2.12132e-05
               3        -0.99998       -0.999973     1.44016e-05
               4              -1        -0.99998     1.22474e-05
               5              -1       -0.999984     1.04307e-05
               6              -1       -0.999987     9.02671e-06
               7              -1       -0.999989      7.9356e-06
               8              -1        -0.99999     7.07107e-06
               9         0.64239       -0.817503         0.17205
              10         0.99998       -0.635755        0.231746
              11         0.99995       -0.487055        0.253943
              12               1       -0.363133        0.261273
              13               1       -0.258277        0.261371
              14               1         -0.1684        0.257691
              15               1      -0.0905067         0.25201
              16               1        -0.02235        0.245303
              17         0.99999       0.0377876         0.23813
              18               1       0.0912439        0.230823
              19               1        0.139073        0.223575
              20               1         0.18212        0.216501
              21               1        0.221066        0.209665
              22               1        0.256472        0.203102
              23               1          0.2888        0.196828
              24               1        0.318433        0.190844
              25               1        0.345696        0.185147
              26               1        0.370861        0.179728
              27               1        0.394163        0.174576
              28               1          0.4158        0.169676
              29               1        0.435944        0.165017
              30         0.99998        0.454746        0.160584
              31               1        0.472335        0.156364
              32               1        0.488824        0.152345
              33         0.99997        0.504313        0.148514
              34               1        0.518892        0.144859
              35               1        0.532638        0.141371
              36               1        0.545621        0.138039
              37               1        0.557901        0.134853
              38         0.99961        0.569525        0.131805
              39         0.99871         0.58053        0.128884
              40         0.99998        0.591016        0.126087
              41               1        0.600991        0.123406
              42               1        0.610491        0.120833
              43         0.99999         0.61955        0.118362
              44               1        0.628196        0.115987
              45               1        0.636458        0.113704
              46               1        0.644362        0.111506
              47               1        0.651928         0.10939
              48               1         0.65918        0.107351
              49               1        0.666135        0.105385
              50               1        0.672813        0.103489
              51               1        0.679228        0.101659
              52               1        0.685397       0.0998906
              53         0.99977        0.691328       0.0981818
              54               1        0.697044       0.0965299
              55               1        0.702553       0.0949318
              56         0.99999        0.707864       0.0933851
              57               1        0.712989       0.0918873
              58               1        0.717938       0.0904362
              59               1        0.722718       0.0890296
              60               1         0.72734       0.0876656
              61               1         0.73181       0.0863424
              62         0.99975        0.736131       0.0850578
              63               1         0.74032       0.0838108
              64               1        0.744377       0.0825994
              65         0.99995        0.748309       0.0814222
              66          0.9999        0.752121       0.0802777
              67               1        0.755821       0.0791647
              68         0.99992         0.75941       0.0780819
              69               1        0.762897       0.0770281
              70         0.99969         0.76628       0.0760019
              71         0.99998        0.769572       0.0750027
              72               1        0.772772       0.0740292
              73         0.99982        0.775882       0.0730804
              74               1        0.778911       0.0721556
              75               1        0.781859       0.0712537
              76               1        0.784729        0.070374
              77               1        0.787525       0.0695155
              78               1        0.790249       0.0686776
              79         0.99997        0.792903       0.0678596
              80               1        0.795492       0.0670607
              81         0.99999        0.798017       0.0662803
              82               1         0.80048       0.0655178
              83               1        0.802884       0.0647725
              84               1         0.80523       0.0640439
              85               1        0.807522       0.0633314
              86               1         0.80976       0.0626345
              87               1        0.811947       0.0619527
              88               1        0.814084       0.0612856
              89               1        0.816173       0.0606326
              90               1        0.818215       0.0599933
              91               1        0.820213       0.0593672
              92               1        0.822167       0.0587541
              93               1        0.824079       0.0581534
              94               1        0.825951       0.0575649
              95               1        0.827783       0.0569881
              96               1        0.829577       0.0564227
              97               1        0.831334       0.0558684
              98               1        0.833055       0.0553248
              99               1        0.834741       0.0547916
             100               1        0.836394       0.0542686
