#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.03342         0.03342               0
               2         0.04093        0.037175      0.00265519
               3         0.02908       0.0344767      0.00282619
               4         0.02466       0.0320225      0.00300168
               5         0.02575        0.030768      0.00265056
               6         0.00869       0.0270883      0.00402021
               7         0.03141       0.0277057      0.00349298
               8         0.03948       0.0291775      0.00335212
               9         0.03033       0.0293056      0.00298211
              10         0.03734        0.030109      0.00279003
              11         0.05598       0.0324609      0.00338554
              12          0.0267       0.0319808      0.00313727
              13         0.02936       0.0317792      0.00290241
              14         0.03598       0.0320793      0.00271056
              15        -0.00014       0.0299313      0.00327205
              16         0.02028       0.0293281      0.00312265
              17         0.01184       0.0282994      0.00310379
              18          0.0256       0.0281494      0.00293498
              19         0.03668       0.0285984      0.00281464
              20         0.03703         0.02902      0.00270529
              21         0.02771       0.0289576      0.00257719
              22         0.00819       0.0280136      0.00262724
              23         0.02443       0.0278578      0.00251763
              24         0.03322       0.0280812      0.00242262
              25         0.02013       0.0277632       0.0023465
              26         0.02147       0.0275212       0.0022687
              27         0.01083        0.026903      0.00226734
              28         0.02356       0.0267836       0.0021895
              29         0.01896       0.0265138      0.00213056
              30         0.01635        0.026175       0.0020863
              31         0.01151       0.0257019      0.00207194
              32         0.02348       0.0256325      0.00200836
              33         0.02403       0.0255839      0.00194808
              34          0.0438       0.0261197      0.00196308
              35         0.02512       0.0260911       0.0019072
              36         0.03831       0.0264306      0.00188418
              37         0.04796       0.0270124      0.00192101
              38         0.03541       0.0272334      0.00188312
              39         0.03491       0.0274303      0.00184509
              40         0.01239       0.0270543      0.00183688
              41         0.03127       0.0271571      0.00179495
              42         0.03918       0.0274433       0.0017749
              43         0.03025       0.0275086      0.00173482
              44         0.02994       0.0275639      0.00169627
              45         0.03871       0.0278116      0.00167656
              46         0.03719       0.0280154      0.00165247
              47         0.02929       0.0280426      0.00161753
              48         0.03101       0.0281044      0.00158501
              49         0.03013       0.0281457       0.0015532
              50         0.02751        0.028133      0.00152219
              51         0.01782       0.0279308      0.00150572
              52         0.02634       0.0279002      0.00147707
              53         0.02274       0.0278028      0.00145241
              54         0.01382       0.0275439      0.00144841
              55         0.02622       0.0275198      0.00142227
              56         0.01779       0.0273461      0.00140745
              57         0.02681       0.0273367      0.00138279
              58         0.01659       0.0271514      0.00137131
              59         0.02753       0.0271578      0.00134808
              60         0.01881       0.0270187      0.00133277
              61          0.0293       0.0270561      0.00131145
              62         0.04528         0.02735      0.00132282
              63         0.03164       0.0274181      0.00130358
              64         0.01929       0.0272911      0.00128938
              65         0.04465       0.0275582      0.00129691
              66           0.043       0.0277921      0.00129819
              67         0.01869       0.0276563       0.0012859
              68         0.03974        0.027834      0.00127921
              69         0.03496       0.0279372      0.00126483
              70         0.02359       0.0278751      0.00124829
              71         0.01886       0.0277482      0.00123715
              72          0.0392       0.0279072      0.00123015
              73         0.01897       0.0277848      0.00121937
              74         0.01343       0.0275908      0.00121823
              75         0.01578       0.0274333      0.00121212
              76          0.0444       0.0276566      0.00121656
              77         0.03704       0.0277784      0.00120684
              78         0.03568       0.0278797      0.00119562
              79         0.02533       0.0278475      0.00118092
              80         0.03956       0.0279939       0.0011752
              81         0.01829       0.0278741      0.00116678
              82         0.02808       0.0278766      0.00115255
              83         0.02953       0.0278965      0.00113884
              84         0.02166       0.0278223       0.0011277
              85         0.03894       0.0279531      0.00112199
              86         0.02195       0.0278833      0.00111111
              87         0.03247        0.027936      0.00109959
              88         0.04535       0.0281339      0.00110476
              89         0.01901       0.0280313      0.00109709
              90         0.01721       0.0279111      0.00109147
              91         0.02876       0.0279204      0.00107952
              92         0.02087       0.0278438       0.0010705
              93          0.0223       0.0277842      0.00106065
              94         0.03461       0.0278568      0.00105185
              95          0.0166       0.0277383      0.00104743
              96         0.01482       0.0276037      0.00104513
              97         0.03337       0.0276632      0.00103604
              98         0.03104       0.0276977      0.00102604
              99          0.0185       0.0276047      0.00101987
             100         0.02021       0.0275308      0.00101235
