#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.07888         0.07888               0
               2         0.11348         0.09618       0.0122329
               3         0.07968         0.09068      0.00930997
               4         0.07004         0.08552      0.00829001
               5         0.07692          0.0838       0.0068081
               6         0.06073        0.079955      0.00667141
               7         0.07466       0.0791986      0.00576107
               8         0.09354       0.0809912      0.00531254
               9         0.08426       0.0813544      0.00473465
              10         0.09572        0.082791      0.00447382
              11           0.127         0.08681      0.00558796
              12         0.07388       0.0857325      0.00522515
              13         0.08354       0.0855638      0.00482594
              14          0.0732       0.0846807      0.00456132
              15          0.0273       0.0808553      0.00563755
              16         0.05055       0.0789612      0.00559435
              17         0.05875       0.0777724      0.00539012
              18         0.06142       0.0768639      0.00516666
              19         0.11296       0.0787637      0.00523236
              20         0.07534       0.0785925      0.00497354
              21         0.07194       0.0782757      0.00474679
              22         0.03787       0.0764391       0.0048734
              23         0.10638       0.0777409      0.00483225
              24         0.07061       0.0774437      0.00464003
              25         0.08166       0.0776124       0.0044575
              26         0.06686       0.0771988       0.0043052
              27          0.0803       0.0773137      0.00414728
              28         0.06528       0.0768839      0.00402137
              29          0.0546       0.0761155      0.00395543
              30         0.06697       0.0758107      0.00383531
              31         0.04655       0.0748668      0.00382598
              32         0.08956       0.0753259      0.00373387
              33         0.06684       0.0750688      0.00362956
              34         0.06013       0.0746294      0.00354931
              35         0.11378        0.075748      0.00361988
              36         0.07368       0.0756906      0.00351978
              37         0.10947       0.0766035      0.00354107
              38         0.10354       0.0773124      0.00351812
              39         0.07869       0.0773477      0.00342809
              40         0.05183       0.0767097      0.00340123
              41          0.0917       0.0770754      0.00333786
              42         0.08364       0.0772317      0.00326205
              43         0.05533       0.0767223      0.00322571
              44         0.07531       0.0766902      0.00315255
              45         0.05055       0.0761093      0.00313556
              46         0.09226       0.0764604      0.00308699
              47          0.0472       0.0758379      0.00308345
              48         0.06452       0.0756021      0.00302821
              49         0.06516        0.075389       0.0029739
              50         0.06664        0.075214      0.00291956
              51         0.04495       0.0746206        0.002922
              52          0.0579        0.074299      0.00288345
              53         0.08282       0.0744598      0.00283352
              54         0.07988       0.0745602      0.00278283
              55         0.04784       0.0740744      0.00277431
              56         0.04331        0.073525      0.00277863
              57         0.10296       0.0740414      0.00277745
              58         0.05272       0.0736738      0.00275379
              59         0.07319       0.0736656      0.00270713
              60         0.08511       0.0738563      0.00266872
              61         0.08385       0.0740202      0.00262999
              62         0.10687         0.07455       0.0026404
              63          0.0547       0.0742349      0.00261722
              64         0.04161       0.0737252      0.00262551
              65         0.12814       0.0745623       0.0027153
              66         0.09927       0.0749367      0.00269984
              67         0.08253         0.07505      0.00266192
              68           0.136       0.0759463      0.00276957
              69         0.07021       0.0758632      0.00273068
              70         0.05668       0.0755891      0.00270539
              71         0.06441       0.0754317      0.00267186
              72         0.09151        0.075655      0.00264407
              73         0.03027       0.0750333      0.00267995
              74         0.06555       0.0749051      0.00264679
              75         0.05275       0.0746097      0.00262793
              76         0.08833       0.0747903      0.00259955
              77         0.08697       0.0749484       0.0025706
              78          0.0754       0.0749542      0.00253765
              79         0.07342       0.0749348       0.0025056
              80         0.05937       0.0747402      0.00248182
              81         0.03254       0.0742193      0.00250527
              82         0.07939       0.0742823      0.00247551
              83         0.06325       0.0741494      0.00244925
              84         0.06076         0.07399      0.00242527
              85         0.07773        0.074034      0.00239714
              86         0.05596       0.0738238      0.00237846
              87         0.05743       0.0736354      0.00235858
              88         0.09972       0.0739318      0.00235033
              89         0.06823       0.0738678      0.00232479
              90         0.04639       0.0735624      0.00231892
              91         0.09298       0.0737758      0.00230324
              92         0.06209       0.0736488       0.0022817
              93         0.08004       0.0737175       0.0022582
              94         0.06267          0.0736      0.00223723
              95         0.05589       0.0734136      0.00222144
              96         0.08367       0.0735204      0.00220086
              97         0.09707       0.0737632      0.00219152
              98         0.07485       0.0737743      0.00216919
              99         0.06765       0.0737124      0.00214816
             100         0.05557        0.073531      0.00213433
