#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.01419         0.01419               0
               2         0.01772        0.015955      0.00124804
               3         0.01564         0.01585     0.000836434
               4         0.01144       0.0147475      0.00114244
               5         0.00835        0.013468      0.00146458
               6         0.00997        0.012885      0.00133148
               7         0.01407       0.0130543      0.00115198
               8         0.03064       0.0152525      0.00229001
               9         0.01581       0.0153144       0.0020364
              10         0.02052        0.015835      0.00189813
              11         0.02204       0.0163991      0.00180745
              12         0.01869         0.01659      0.00166688
              13         0.01543       0.0165008      0.00154105
              14         0.01545       0.0164257       0.0014328
              15        -0.00311       0.0151233      0.00183614
              16         0.00145       0.0142687      0.00190993
              17         0.01336       0.0142153      0.00179833
              18         0.01321       0.0141594      0.00169929
              19          0.0206       0.0144984      0.00164332
              20         0.01542       0.0145445       0.0015618
              21         0.01381       0.0145095      0.00148782
              22         0.00292       0.0139827      0.00151057
              23         0.01385        0.013977      0.00144491
              24         0.00817        0.013735      0.00140482
              25        -0.00613       0.0129404      0.00155721
              26         0.00848       0.0127688      0.00150674
              27         0.00562       0.0125041      0.00147402
              28         0.01862       0.0127225      0.00143747
              29         0.00587       0.0124862      0.00140719
              30          0.0112       0.0124433      0.00136093
              31         0.01283       0.0124558      0.00131709
              32         0.01188       0.0124378      0.00127605
              33         0.01839       0.0126182      0.00125007
              34         0.02743       0.0130538      0.00128697
              35         0.01179       0.0130177      0.00125071
              36         0.01619       0.0131058      0.00121907
              37         0.02404       0.0134014      0.00122141
              38         0.01487         0.01344      0.00118988
              39         0.02545       0.0137479      0.00119856
              40         0.00486       0.0135257      0.00118901
              41         0.01909       0.0136615      0.00116773
              42         0.02047       0.0138236      0.00115113
              43         0.01741        0.013907      0.00112737
              44         0.01801       0.0140002       0.0011056
              45         0.01809       0.0140911      0.00108476
              46         0.02246        0.014273      0.00107633
              47         0.01879       0.0143691      0.00105771
              48         0.02299       0.0145487      0.00105081
              49         0.02323       0.0147259      0.00104419
              50         0.01372       0.0147058       0.0010235
              51         0.00839        0.014582       0.0010109
              52         0.01633       0.0146156     0.000992019
              53         0.01425       0.0146087     0.000973325
              54         0.00659       0.0144602     0.000966562
              55         0.01473       0.0144651        0.000949
              56         0.02073        0.014577     0.000938625
              57         0.01937       0.0146611     0.000925917
              58         0.00885       0.0145609     0.000915357
              59         0.01414       0.0145537      0.00089987
              60         0.00776       0.0144405     0.000891968
              61         0.02046       0.0145392     0.000882787
              62         0.02754       0.0147489     0.000893106
              63         0.02456       0.0149046     0.000892404
              64         0.01403       0.0148909     0.000878565
              65          0.0253       0.0150511     0.000879522
              66          0.0248       0.0151988     0.000878512
              67          0.0191        0.015257     0.000867327
              68         0.02397       0.0153851     0.000863985
              69         0.02317        0.015498     0.000858799
              70         0.01042       0.0154254     0.000849588
              71         0.01012       0.0153507     0.000840902
              72         0.01756       0.0153814     0.000829782
              73          0.0032       0.0152145     0.000835025
              74          0.0083       0.0151211     0.000828953
              75          0.0131       0.0150941     0.000818338
              76         0.02778       0.0152611     0.000824418
              77         0.02233       0.0153529     0.000818807
              78         0.01604       0.0153617     0.000808357
              79         0.01477       0.0153542     0.000798159
              80         0.01668       0.0153707     0.000788354
              81         0.00343       0.0152233     0.000792285
              82         0.01317       0.0151983     0.000783018
              83         0.01612       0.0152094     0.000773663
              84         0.01481       0.0152046     0.000764467
              85         0.02326       0.0152994     0.000761325
              86         0.01588       0.0153062     0.000752502
              87         0.01952       0.0153546      0.00074541
              88         0.02178       0.0154276     0.000740507
              89         0.00985       0.0153649     0.000734834
              90         0.01083       0.0153146     0.000728394
              91          0.0142       0.0153023     0.000720493
              92         0.00746       0.0152171     0.000717687
              93         0.01252       0.0151881     0.000710555
              94         0.01721       0.0152096     0.000703322
              95         0.00277       0.0150786     0.000708003
              96         0.01231       0.0150498     0.000701215
              97         0.02295       0.0151312       0.0006987
              98         0.00936       0.0150723     0.000694047
              99         0.00639       0.0149846     0.000692556
             100         0.00308       0.0148656     0.000695786
