#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.56027         0.56027               0
               2         0.81287         0.68657       0.0893076
               3         0.84862        0.740587       0.0740947
               4         0.79412         0.75397       0.0567668
               5         0.52065        0.707306       0.0616799
               6         0.54101         0.67959       0.0572896
               7         0.82392        0.700209       0.0526852
               8          0.8832        0.723083        0.050823
               9         0.65934           0.716       0.0456669
              10         0.75621        0.720021       0.0412768
              11         0.83889        0.730827       0.0389132
              12         0.90596        0.745422       0.0383096
              13         0.74012        0.745014       0.0353649
              14          0.8759        0.754363       0.0340522
              15         0.24939        0.720698       0.0454738
              16         0.81045        0.726308       0.0429763
              17         0.72411        0.726178       0.0404484
              18         0.76482        0.728325       0.0382582
              19         0.49004        0.715784        0.038245
              20         0.73575        0.716782       0.0363458
              21         0.69368        0.715682       0.0346317
              22         0.57543        0.709307       0.0336392
              23         0.81062        0.713712       0.0324637
              24         0.72345        0.714118       0.0311136
              25         0.65336        0.711687       0.0299638
              26          0.6997        0.711226       0.0288149
              27         0.77911         0.71374       0.0278572
              28         0.70362        0.713379       0.0268646
              29         0.72603        0.713815       0.0259418
              30         0.66412        0.712159       0.0251299
              31          0.8658        0.717115       0.0248032
              32         0.75125        0.718182        0.024051
              33         0.84561        0.722043       0.0236301
              34         0.59516        0.718311       0.0232279
              35         0.90665        0.723692       0.0231792
              36         0.64028        0.721375       0.0226509
              37         0.66767        0.719924       0.0220851
              38         0.69113        0.719166       0.0215169
              39         0.80025        0.721245       0.0210654
              40         0.69681        0.720634       0.0205476
              41         0.73698        0.721033       0.0200504
              42         0.73538        0.721375       0.0195759
              43         0.73952        0.721797       0.0191252
              44         0.58283        0.718638       0.0189495
              45         0.65205        0.717158       0.0185861
              46         0.79048        0.718752       0.0182503
              47         0.77304        0.719907       0.0178985
              48         -0.1872        0.701009       0.0256289
              49          0.6402        0.699768       0.0251359
              50         0.74336         0.70064       0.0246483
              51         0.47746        0.696264       0.0245504
              52         0.73917        0.697089       0.0240922
              53         0.47218        0.692846       0.0240084
              54         0.40298        0.687478       0.0241564
              55         0.77083        0.688993       0.0237647
              56         0.83986        0.691687       0.0234926
              57         0.86471        0.694723       0.0232757
              58         0.89952        0.698254       0.0231407
              59         0.76385        0.699366       0.0227751
              60         0.85233        0.701915       0.0225378
              61         0.83948         0.70417       0.0222809
              62         0.45916        0.700218       0.0222692
              63         0.58547        0.698397       0.0219901
              64         0.52008        0.695611       0.0218223
              65         0.80189        0.697246       0.0215477
              66          0.7845        0.698568       0.0212617
              67         0.75507        0.699411       0.0209611
              68         0.76769        0.700415       0.0206769
              69         0.63295        0.699438       0.0204003
              70         0.83004        0.701303       0.0201941
              71         0.63203        0.700328       0.0199332
              72         0.68294        0.700086       0.0196578
              73         0.78582        0.701261       0.0194236
              74         0.24397        0.695081       0.0201201
              75          0.8129        0.696652       0.0199131
              76         0.82559        0.698348       0.0197232
              77         0.84373        0.700236       0.0195572
              78         0.82551        0.701843       0.0193723
              79         0.88854        0.704206       0.0192707
              80         0.61976         0.70315       0.0190587
              81         0.78604        0.704174       0.0188509
              82         0.78514        0.705161       0.0186468
              83         0.84273        0.706818       0.0184957
              84         0.72767        0.707067       0.0182772
              85         0.61739        0.706012       0.0180926
              86         0.80804        0.707198        0.017921
              87         0.92018        0.709646       0.0178815
              88         0.85621        0.711312       0.0177557
              89         0.19201        0.705477         0.01849
              90         0.56557        0.703922       0.0183498
              91         0.69196        0.703791       0.0181487
              92         0.59011        0.702555       0.0179934
              93          0.5171        0.700561       0.0179101
              94         0.86997        0.702363         0.01781
              95          0.5769        0.701043       0.0176714
              96         0.82358        0.702319       0.0175334
              97         0.80856        0.703414       0.0173868
              98         0.84144        0.704823       0.0172663
              99         0.77104        0.705492       0.0171049
             100          0.7525        0.705962       0.0169403
