#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1          0.4211          0.4211               0
               2         0.13994         0.28052       0.0994051
               3         0.33058        0.297207       0.0676561
               4         0.22906         0.28017       0.0528436
               5         0.35044        0.294224       0.0441042
               6         0.28637        0.292915       0.0367729
               7         0.21088        0.281196       0.0333348
               8         0.39068        0.294881       0.0318536
               9         0.20631         0.28504       0.0297958
              10         0.34146        0.290682       0.0273452
              11         0.50599        0.310255       0.0310849
              12         0.32371        0.311377       0.0285147
              13         0.39331        0.317679       0.0270088
              14         0.30579         0.31683        0.025093
              15          0.1225        0.303875       0.0265547
              16         0.31767        0.304737        0.024909
              17         0.34518        0.307116       0.0235571
              18         0.29459         0.30642       0.0222587
              19         0.27166        0.304591       0.0211622
              20         0.21786        0.300254       0.0205436
              21         0.26047         0.29836       0.0196525
              22          0.1745         0.29273        0.019549
              23         0.38073        0.296556       0.0190698
              24         0.22383        0.293525       0.0185144
              25         0.14448        0.287564       0.0187091
              26         0.28885        0.287613       0.0179896
              27         0.35736        0.290196       0.0175078
              28         0.34802        0.292261       0.0170039
              29         0.19699        0.288976       0.0167319
              30         0.15501        0.284511       0.0167595
              31         0.22748        0.282671       0.0163195
              32          0.2642        0.282094       0.0158197
              33         0.31481        0.283085       0.0153714
              34         0.21719        0.281147        0.015041
              35         0.33512        0.282689       0.0146901
              36         0.33491         0.28414       0.0143534
              37         0.33764        0.285586       0.0140382
              38         0.40284        0.288671       0.0140037
              39         0.30706        0.289143       0.0136526
              40         0.31779        0.289859       0.0133301
              41         0.28102        0.289643       0.0130067
              42         0.23406         0.28832       0.0127641
              43         0.34497        0.289637       0.0125351
              44         0.32516        0.290445       0.0122762
              45         0.27099        0.290012        0.012011
              46         0.20961        0.288265       0.0118764
              47         0.21729        0.286754       0.0117193
              48         0.30895        0.287217       0.0114843
              49         0.29145        0.287303       0.0112502
              50         0.37701        0.289097       0.0111674
              51         0.31177        0.289542       0.0109572
              52         0.27071         0.28918       0.0107525
              53         0.40674        0.291398        0.010776
              54         0.22616         0.29019       0.0106439
              55         0.31229        0.290592        0.010458
              56         0.31617        0.291048       0.0102812
              57         0.33574        0.291832       0.0101307
              58         0.26448        0.291361        0.009967
              59         0.30045        0.291515      0.00979926
              60         0.39037        0.293163      0.00977347
              61         0.28805        0.293079       0.0096136
              62         0.28336        0.292922      0.00945982
              63           0.282        0.292749      0.00931126
              64         0.26303        0.292284      0.00917734
              65         0.30775        0.292522      0.00903923
              66         0.29602        0.292575      0.00890243
              67         0.36209        0.293613      0.00882981
              68         0.28249        0.293449      0.00870148
              69          0.2686        0.293089      0.00858282
              70         0.37951        0.294324      0.00854854
              71         0.21298        0.293178      0.00850456
              72         0.33758        0.293795      0.00840877
              73          0.3365         0.29438      0.00831391
              74         0.20138        0.293123        0.008296
              75         0.24247        0.292447      0.00821283
              76         0.40242        0.293894      0.00823126
              77         0.22311        0.292975      0.00817553
              78         0.18445        0.291584      0.00818825
              79          0.1243        0.289466      0.00835392
              80          0.2768        0.289308      0.00825099
              81         0.19337        0.288124       0.0082337
              82         0.20999        0.287171      0.00818824
              83         0.26412        0.286893      0.00809429
              84         0.43402        0.288645      0.00818524
              85         0.27421        0.288475      0.00809071
              86         0.30082        0.288618       0.0079979
              87         0.38154        0.289686      0.00797697
              88         0.34213        0.290282      0.00790855
              89         0.20718        0.289349      0.00787462
              90         0.25624        0.288981      0.00779571
              91         0.23771        0.288417      0.00773038
              92         0.27351        0.288255      0.00764805
              93         0.23048        0.287634        0.007591
              94         0.34272         0.28822      0.00753283
              95         0.21756        0.287476      0.00749017
              96         0.35674        0.288198      0.00744682
              97         0.29383        0.288256      0.00737027
              98         0.21197        0.287477      0.00733606
              99         0.33636        0.287971      0.00727856
             100         0.22843        0.287376      0.00723008
