#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1        -0.03412        -0.03412               0
               2         0.99957        0.482725        0.365465
               3         0.99788        0.654443        0.281105
               4          0.9801        0.735858        0.222306
               5         0.99999        0.788684        0.184014
               6         0.99772        0.823523        0.156609
               7         0.98795        0.847013        0.135986
               8         0.98608        0.864396        0.120094
               9         0.99804        0.879246        0.107664
              10         0.95357        0.886678        0.097154
              11         0.98074        0.895229       0.0886973
              12         0.99841        0.903828       0.0817216
              13         0.99904        0.911152       0.0757628
              14         0.99994        0.917494       0.0706161
              15          0.9988        0.922914       0.0661161
              16         0.99589        0.927475       0.0621409
              17         0.99983        0.931731       0.0586312
              18         0.99982        0.935514       0.0554958
              19         0.99934        0.938873       0.0526765
              20         0.99971        0.941915       0.0501304
              21         0.99851         0.94461       0.0478157
              22         0.99565         0.94693       0.0456985
              23         0.99948        0.949215       0.0437687
              24         0.97602        0.950332       0.0419592
              25         0.99957        0.952301        0.040327
              26         0.99966        0.954123       0.0388171
              27         0.99862        0.955771       0.0374144
              28         0.98266        0.956731       0.0360905
              29         0.99983        0.958217       0.0348766
              30         -0.6244        0.905463       0.0618615
              31         -0.6105        0.856561       0.0767998
              32         0.99889        0.861009       0.0745284
              33         0.99897         0.86519       0.0723872
              34         0.94292        0.867476       0.0702942
              35         0.99694        0.871175       0.0683831
              36         0.99996        0.874752        0.066577
              37         0.99574        0.878022       0.0648579
              38         0.99913        0.881209       0.0632294
              39         0.98043        0.883753       0.0616593
              40         0.99906        0.886636       0.0601851
              41         0.99943        0.889387       0.0587801
              42          0.9999        0.892018       0.0574394
              43         0.99909        0.894508       0.0561575
              44         0.99961        0.896897        0.054932
              45         0.99917         0.89917       0.0537583
              46         0.99951        0.901351       0.0526339
              47         0.99463        0.903336       0.0515514
              48         0.96288        0.904576       0.0504923
              49         0.99624        0.906447       0.0494965
              50          0.9992        0.908302       0.0485414
              51         0.99975        0.910095       0.0476227
              52         0.99075        0.911646       0.0467321
              53         0.99971        0.913308       0.0458799
              54         0.99982         0.91491       0.0450582
              55         0.96116        0.915751       0.0442468
              56         0.99788        0.917217        0.043481
              57         0.97934        0.918307       0.0427318
              58          0.9955        0.919638       0.0420158
              59         0.98526         0.92075       0.0413184
              60         0.99367        0.921966       0.0406476
              61         0.99431        0.923152       0.0399986
              62         0.99759        0.924352       0.0393714
              63         0.98074        0.925247       0.0387567
              64         0.99027        0.926263       0.0381644
              65         0.99901        0.927382       0.0375937
              66         0.99813        0.928454       0.0370394
              67         0.99982         0.92952       0.0365018
              68         0.99945        0.930548       0.0359795
              69         0.99569        0.931492       0.0354705
              70         0.99917        0.932459       0.0349769
              71         0.99899        0.933396       0.0344968
              72         0.99978        0.934318         0.03403
              73         0.99729        0.935181       0.0335748
              74         0.94392        0.935299       0.0331213
              75          0.9843        0.935952       0.0326861
              76         0.97342        0.936445       0.0322598
              77         0.99911        0.937259       0.0318511
              78         0.99987        0.938062       0.0314528
              79         0.99971        0.938842       0.0310644
              80         0.99989        0.939605       0.0306854
              81         0.99981        0.940348       0.0303156
              82         0.99932        0.941067       0.0299544
              83         0.99998        0.941777       0.0296019
              84         0.99927        0.942462       0.0292575
              85         0.99971        0.943135        0.028921
              86         0.98653         0.94364       0.0285891
              87         0.99921        0.944279       0.0282676
              88          0.9991        0.944901       0.0279533
              89         0.98164        0.945314       0.0276422
              90         0.99217        0.945835         0.02734
              91         0.99019        0.946322       0.0270439
              92         0.99992        0.946905       0.0267562
              93         0.97989         0.94726       0.0264709
              94         0.99709         0.94779       0.0261946
              95         0.98315        0.948162       0.0259215
              96         0.99991        0.948701       0.0256571
              97         0.99745        0.949204       0.0253975
              98         0.99864        0.949708       0.0251434
              99         0.99671        0.950183       0.0248939
             100          0.9999         0.95068       0.0246499
