#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.04917         0.04917               0
               2         0.05277         0.05097      0.00127279
               3         0.03004       0.0439933      0.00575928
               4         0.02955       0.0403825      0.00533257
               5         0.03091        0.038488      0.00459026
               6         0.00897       0.0335683      0.00589929
               7         0.03934       0.0343929      0.00511383
               8         0.04635       0.0358875      0.00468794
               9         0.03623       0.0359256      0.00416721
              10         0.04011        0.036344      0.00377144
              11         0.05966       0.0384636       0.0039799
              12         0.04135       0.0387042       0.0036555
              13         0.03961       0.0387738      0.00337497
              14         0.04291       0.0390693      0.00314681
              15           0.006       0.0368647        0.003628
              16         0.02789       0.0363037      0.00344434
              17          0.0145       0.0350212      0.00347233
              18         0.03247       0.0348794      0.00328231
              19         0.04851       0.0355968      0.00318699
              20         0.04777       0.0362055      0.00308522
              21         0.03854       0.0363167       0.0029403
              22         0.01575       0.0353818      0.00295153
              23          0.0371       0.0354565      0.00282415
              24         0.05134       0.0361183      0.00278294
              25          0.0313       0.0359256      0.00267829
              26         0.03271       0.0358019      0.00257813
              27         0.01352       0.0349767      0.00261139
              28           0.029       0.0347632      0.00252683
              29         0.03008       0.0346017      0.00244486
              30         0.02019       0.0341213      0.00241009
              31         0.02608       0.0338619      0.00234627
              32         0.03564       0.0339175       0.0022736
              33         0.02814       0.0337424      0.00221144
              34         0.04445       0.0340574       0.0021687
              35         0.02897        0.033912      0.00211161
              36         0.04387       0.0341886      0.00207099
              37         0.05887       0.0348557      0.00211973
              38         0.04274       0.0350632      0.00207407
              39         0.03407       0.0350377      0.00202105
              40         0.01728       0.0345937      0.00201869
              41         0.04318       0.0348032      0.00198029
              42          0.0425       0.0349864       0.0019416
              43         0.04061       0.0351172      0.00190084
              44          0.0317       0.0350395      0.00185923
              45          0.0477       0.0353209      0.00183908
              46         0.05108       0.0356635      0.00183073
              47         0.02097       0.0353509      0.00181827
              48         0.03757       0.0353971      0.00178098
              49         0.03913       0.0354733      0.00174626
              50         0.03712       0.0355062      0.00171165
              51         0.01832       0.0351692      0.00171094
              52         0.02726       0.0350171      0.00168478
              53         0.03832       0.0350794      0.00165415
              54         0.03033       0.0349915      0.00162585
              55         0.03195       0.0349362      0.00159723
              56         0.02828       0.0348173      0.00157312
              57         0.03734       0.0348616      0.00154615
              58         0.02337       0.0346634      0.00153213
              59         0.04196       0.0347871      0.00151115
              60         0.02523       0.0346278      0.00149433
              61         0.04333       0.0347705      0.00147663
              62         0.04194       0.0348861      0.00145733
              63         0.03647       0.0349113      0.00143442
              64         0.02976       0.0348308      0.00141426
              65         0.05001       0.0350643      0.00141165
              66         0.03528       0.0350676      0.00139027
              67         0.02905       0.0349778      0.00137241
              68          0.0491       0.0351854      0.00136786
              69         0.03753       0.0352194      0.00134845
              70         0.03114       0.0351611      0.00133045
              71         0.02287        0.034988      0.00132292
              72         0.05242       0.0352301      0.00132652
              73         0.02199       0.0350488      0.00132069
              74         0.01948       0.0348384      0.00131949
              75          0.0289       0.0347592      0.00130427
              76          0.0556       0.0350334      0.00131562
              77         0.04534       0.0351673      0.00130533
              78         0.03383       0.0351501      0.00128871
              79         0.02712       0.0350485       0.0012764
              80         0.05162       0.0352556      0.00127714
              81         0.02421       0.0351193      0.00126863
              82         0.03205       0.0350818      0.00125371
              83         0.03541       0.0350858      0.00123861
              84         0.03428       0.0350762      0.00122391
              85         0.04919       0.0352422      0.00122072
              86         0.02735       0.0351505      0.00120997
              87         0.03097       0.0351024      0.00119701
              88         0.05742        0.035356      0.00120998
              89         0.02303       0.0352175      0.00120428
              90           0.023       0.0350818      0.00119853
              91         0.03748       0.0351081      0.00118565
              92         0.03157       0.0350697      0.00117338
              93          0.0413       0.0351367      0.00116268
              94         0.03847       0.0351721      0.00115085
              95         0.01728       0.0349838      0.00115404
              96         0.02693       0.0348999      0.00114507
              97         0.04937       0.0350491      0.00114294
              98         0.03362       0.0350345      0.00113137
              99         0.02555       0.0349387      0.00112399
             100         0.02067        0.034796      0.00112177
