#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               1         0.10284         0.10284               0
               2         0.12953        0.116185      0.00943634
               3          0.0979         0.11009      0.00802131
               4          0.1069        0.109293      0.00605549
               5         0.10312        0.108058      0.00496864
               6         0.06504        0.100888      0.00774473
               7         0.08506       0.0986271      0.00696061
               8         0.13908        0.103684      0.00771153
               9         0.10814        0.104179      0.00687057
              10         0.12557        0.106318        0.006508
              11         0.14748         0.11006       0.0069089
              12         0.08709        0.108146        0.006593
              13         0.11282        0.108505      0.00609564
              14         0.09794        0.107751      0.00570676
              15         0.04775        0.103751      0.00658052
              16         0.04157       0.0998644      0.00722626
              17         0.06922       0.0980618      0.00702242
              18         0.07154       0.0965883       0.0067851
              19         0.10575       0.0970705       0.0064451
              20         0.07933       0.0961835      0.00618359
              21         0.06036       0.0944776      0.00611991
              22         0.06651       0.0932064      0.00597231
              23         0.12224       0.0944687      0.00584453
              24         0.07515       0.0936638      0.00565616
              25         0.06875       0.0926672      0.00551701
              26         0.06791        0.091715      0.00538636
              27         0.11998       0.0927619      0.00528762
              28         0.07825       0.0922436      0.00512411
              29          0.0583       0.0910731      0.00507934
              30         0.07662       0.0905913      0.00493282
              31         0.05505       0.0894448      0.00490513
              32         0.08976       0.0894547      0.00475185
              33         0.07069       0.0888861      0.00464175
              34         0.07386       0.0884441      0.00452622
              35         0.13371       0.0897374      0.00457795
              36         0.08796       0.0896881      0.00445105
              37          0.1354       0.0909235      0.00449894
              38         0.13521       0.0920889      0.00452899
              39         0.11034       0.0925569      0.00443697
              40         0.09977       0.0927373      0.00432971
              41         0.09148       0.0927066      0.00422421
              42         0.11142       0.0931521      0.00414707
              43         0.06867       0.0925828      0.00408952
              44         0.08326       0.0923709      0.00400206
              45         0.08159       0.0921313      0.00392029
              46         0.10039       0.0923109      0.00383918
              47         0.06325       0.0916926      0.00380696
              48         0.08719       0.0915988       0.0037288
              49         0.08435       0.0914508      0.00365564
              50         0.10501        0.091722      0.00359257
              51         0.07496       0.0913933      0.00353713
              52         0.08364       0.0912442      0.00347225
              53         0.10633       0.0915289      0.00341838
              54         0.10812       0.0918361      0.00336886
              55         0.05149       0.0911025      0.00338653
              56         0.06718       0.0906754      0.00335289
              57         0.14052       0.0915498       0.0034062
              58         0.06611       0.0911112      0.00337559
              59         0.11768       0.0915615      0.00334828
              60         0.09937       0.0916917        0.003295
              61         0.09028       0.0916685      0.00324107
              62         0.09918       0.0917897      0.00319106
              63         0.07021       0.0914471      0.00315874
              64         0.05808       0.0909258      0.00315211
              65         0.14943       0.0918258      0.00322957
              66         0.12248       0.0922903      0.00321386
              67         0.11283       0.0925969      0.00318048
              68         0.14487       0.0933656      0.00322527
              69         0.07916       0.0931597      0.00318509
              70         0.06624       0.0927751      0.00316272
              71         0.07542       0.0925307      0.00312761
              72         0.10884       0.0927572      0.00309236
              73         0.02409       0.0918166      0.00318986
              74         0.09812       0.0919018      0.00314789
              75         0.07314       0.0916516      0.00311584
              76         0.09294       0.0916686      0.00307489
              77         0.08509       0.0915831      0.00303614
              78         0.09924       0.0916813       0.0029988
              79         0.09624        0.091739       0.0029614
              80         0.09093       0.0917289       0.0029244
              81         0.04927       0.0912047       0.0029349
              82         0.11253       0.0914648       0.0029106
              83         0.07116       0.0912201       0.0028858
              84         0.09264        0.091237      0.00285149
              85         0.12034       0.0915794      0.00283843
              86         0.07967       0.0914409       0.0028088
              87         0.07874       0.0912949      0.00278031
              88         0.12153       0.0916385      0.00276986
              89         0.05045       0.0911757      0.00277713
              90         0.04466       0.0906589      0.00279395
              91          0.1256       0.0910429      0.00278951
              92         0.08567       0.0909845       0.0027598
              93         0.08168       0.0908844      0.00273194
              94         0.07282       0.0906922      0.00270963
              95         0.07654       0.0905433       0.0026852
              96         0.09549       0.0905948      0.00265772
              97         0.11204       0.0908159       0.0026395
              98         0.09893       0.0908987      0.00261386
              99         0.08681       0.0908574      0.00258779
             100         0.03144       0.0902632      0.00262924
