#     BLOCK:   VELOCITY:     AVE_POFV:       ERROR:
          14     3.65339    0.218421   0.0262225
          14     3.88909    0.144511   0.0216093
          14     4.12479     0.10591   0.0158261
          14     4.36049   0.0763383   0.0133437
          14     4.59619   0.0392663  0.00803678
          14      4.8319  0.00967165  0.00276513
          14      5.0676   0.0178182  0.00452575
          14      5.3033   0.0116636  0.00349153
          14       5.539  0.00560613  0.00203099
          14     5.77471  0.00087535 0.000731289
          14     6.01041  0.00322907  0.00212902
          14     6.24611 0.000206194 0.000198693
          14     6.48181           0           0
          14     6.71751           0           0
          14     6.95322           0           0
          15    0.117851  0.00515614  0.00170346
          15    0.353553   0.0328431  0.00565486
          15    0.589256   0.0844154   0.0145674
          15    0.824958    0.144764   0.0211886
          15     1.06066    0.216097   0.0230299
          15     1.29636    0.369488   0.0410542
          15     1.53206    0.388246    0.039316
          15     1.76777    0.483446   0.0487308
          15     2.00347    0.455948   0.0410328
          15     2.23917     0.62488   0.0609061
          15     2.47487     0.90455    0.194671
          15     2.71058    0.601456   0.0730264
          15     2.94628    0.375221   0.0293704
          15     3.18198    0.270007   0.0269335
          15     3.41768    0.272858   0.0250489
          15     3.65339    0.218199   0.0244753
          15     3.88909    0.146155   0.0202311
          15     4.12479    0.115414   0.0173923
          15     4.36049   0.0826507    0.013867
          15     4.59619    0.044655  0.00913061
          15      4.8319  0.00905955  0.00264767
          15      5.0676   0.0166667  0.00436809
          15      5.3033   0.0109223  0.00333652
          15       5.539  0.00523239  0.00192968
          15     5.77471 0.000816993 0.000684861
          15     6.01041   0.0030138  0.00199794
          15     6.24611 0.000192447 0.000185922
          15     6.48181           0           0
          15     6.71751           0           0
          15     6.95322           0           0
          16    0.117851   0.0048543  0.00162351
          16    0.353553   0.0318764  0.00538343
          16    0.589256   0.0905978   0.0149112
          16    0.824958    0.148002   0.0201102
          16     1.06066    0.216347   0.0215919
          16     1.29636    0.372215   0.0385788
          16     1.53206    0.402066   0.0392125
          16     1.76777    0.491217   0.0463006
          16     2.00347    0.455859   0.0384684
