#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.29634     1.29634           0
           2     1.47587      1.3861   0.0634734
           3     1.34482     1.37234   0.0437821
           4     1.33733     1.36359   0.0337002
           5     1.40516      1.3719   0.0279669
           6     1.43273     1.38204   0.0250759
           7     1.30874     1.37157    0.023579
           8     1.39262      1.3742   0.0207779
           9     1.29502      1.3654   0.0202464
          10      1.2874      1.3576    0.019667
          11     1.34804     1.35673   0.0178983
          12     1.31553      1.3533   0.0167329
          13      1.3496     1.35302   0.0154482
          14     1.31358      1.3502   0.0145993
          15     1.39056     1.35289   0.0138718
          16     1.34232     1.35223   0.0130205
          17     1.36754     1.35313   0.0122857
          18     1.37266     1.35421    0.011651
          19     1.33169     1.35303   0.0110979
          20     1.39915     1.35533   0.0107799
          21     1.34749     1.35496   0.0102731
          22      1.3235     1.35353  0.00990516
          23     1.40603     1.35581  0.00973394
          24     1.34596      1.3554  0.00933702
          25     1.35316     1.35531  0.00896397
          26     1.26747     1.35193  0.00923399
          27     1.35409     1.35201  0.00889233
          28     1.33968     1.35157  0.00858565
          29     1.31494     1.35031  0.00838202
          30     1.29007      1.3483  0.00833968
          31     1.26014     1.34546  0.00854182
          32     1.38039     1.34655  0.00834435
          33      1.3817     1.34762  0.00815918
          34     1.29519     1.34607  0.00806359
          35     1.45231     1.34911  0.00838505
          36     1.44322     1.35172  0.00854993
          37     1.45982     1.35464  0.00880386
          38     1.36963     1.35504  0.00858101
          39     1.29535     1.35351  0.00849637
          40     1.37848     1.35413  0.00830687
          41     1.35857     1.35424  0.00810497
          42     1.34896     1.35412  0.00791297
          43     1.41344      1.3555  0.00784829
          44     1.39329     1.35635  0.00771679
          45     1.28564     1.35478  0.00770364
          46     1.45062     1.35687  0.00781282
          47     1.26747     1.35496  0.00787471
          48     1.26991     1.35319  0.00790751
          49     1.32296     1.35258  0.00777016
          50     1.29726     1.35147  0.00769311
          51     1.39512     1.35232  0.00758973
          52     1.47798     1.35474    0.007819
          53     1.35209     1.35469  0.00767163
          54     1.37089     1.35499  0.00753542
          55     1.34558     1.35482  0.00740036
          56     1.37807     1.35524  0.00727985
          57     1.43958     1.35671  0.00730097
          58     1.34209     1.35646  0.00717944
          59     1.36922     1.35668  0.00706101
          60     1.35997     1.35673  0.00694354
          61     1.34029     1.35646  0.00683494
          62     1.37172     1.35671  0.00672913
          63     1.35414     1.35667  0.00662244
          64      1.3923     1.35723  0.00654233
          65     1.33401     1.35687  0.00645142
          66     1.40655     1.35762  0.00639743
          67     1.39107     1.35812   0.0063214
          68     1.36476     1.35822  0.00622919
          69     1.36988     1.35839   0.0061412
          70     1.33662     1.35808  0.00606134
          71     1.36397     1.35816  0.00597654
          72     1.28029     1.35708  0.00599059
          73      1.3792     1.35738  0.00591619
          74     1.36738     1.35752  0.00583778
          75     1.35303     1.35746  0.00576025
          76     1.31918     1.35695  0.00570643
          77     1.28971     1.35608  0.00569875
          78     1.32336     1.35566  0.00564111
          79     1.40293     1.35626  0.00560135
          80     1.45998     1.35755   0.0056794
          81     1.36635     1.35766  0.00561032
          82     1.34167     1.35747  0.00554529
          83     1.31014      1.3569  0.00550772
          84     1.43227      1.3578  0.00551476
          85      1.4085     1.35839  0.00548204
          86     1.28599     1.35755  0.00548256
          87     1.36064     1.35759  0.00541966
          88     1.43306     1.35844  0.00542551
          89     1.32966     1.35812  0.00537418
          90     1.45803     1.35923  0.00542791
          91     1.31016     1.35869  0.00539498
          92     1.37067     1.35882  0.00533791
          93      1.2873     1.35805  0.00533563
          94     1.34228     1.35788   0.0052815
          95     1.39018     1.35822  0.00523684
          96     1.41143     1.35878  0.00521153
          97     1.36598     1.35885  0.00515833
          98     1.34253     1.35869  0.00510839
          99     1.45246     1.35963  0.00514385
         100     1.36095     1.35965  0.00509243
