#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.89704     1.89704           0
           2     1.79504     1.84604   0.0360624
           3     1.96831     1.88679   0.0410538
           4     1.94749     1.90197   0.0334779
           5     1.87269     1.89611   0.0272894
           6     1.98665      1.9112   0.0265875
           7     1.85232     1.90279   0.0240833
           8     1.80866     1.89102   0.0237741
           9     1.96141     1.89884    0.022382
          10     1.83284     1.89224   0.0210947
          11     1.82711     1.88632   0.0199909
          12     1.93556     1.89043   0.0187414
          13     1.80453     1.88382   0.0184277
          14     1.89068     1.88431    0.017118
          15     1.99426     1.89164   0.0174759
          16     1.92996     1.89403    0.016547
          17     1.90742     1.89482   0.0155924
          18     1.87262     1.89359   0.0147748
          19     1.89304     1.89356   0.0139972
          20     1.82847      1.8903   0.0136704
          21     2.04287     1.89757   0.0148248
          22     1.92924     1.89901   0.0142206
          23     1.97824     1.90245   0.0140133
          24     1.81066     1.89863   0.0139416
          25     1.86634     1.89734   0.0134437
          26     1.85629     1.89576   0.0130189
          27     1.87706     1.89507   0.0125552
          28     1.84866     1.89341   0.0122157
          29     1.85119     1.89195   0.0118809
          30     1.73488     1.88672   0.0125857
          31     1.79936      1.8839   0.0124912
          32     1.76291     1.88012   0.0126602
          33     2.00391     1.88387   0.0128202
          34     1.85166     1.88292   0.0124781
          35     1.88202      1.8829   0.0121216
          36     1.90706     1.88357   0.0118035
          37     1.90553     1.88416   0.0114994
          38     1.92893     1.88534   0.0112569
          39     1.78828     1.88285     0.01124
          40     1.88238     1.88284    0.010959
          41      2.0102     1.88595   0.0111233
          42     1.80096     1.88392   0.0110409
          43     1.96914      1.8859   0.0109606
          44     1.73831     1.88255   0.0112131
          45     1.97967     1.88471   0.0111697
          46     1.85455     1.88405   0.0109461
          47     1.88554     1.88408   0.0107132
          48     1.90669     1.88455   0.0105004
          49     1.94691     1.88583   0.0103629
          50     1.82679     1.88465   0.0102227
          51     1.84829     1.88393   0.0100471
          52     1.90756     1.88439  0.00986413
          53     1.99175     1.88641  0.00988383
          54     1.86084     1.88594  0.00971214
          55     1.96393     1.88736  0.00963852
          56     1.91055     1.88777  0.00947529
          57     1.90108     1.88801  0.00931194
          58     1.82769     1.88697  0.00920926
          59     1.93619      1.8878  0.00909089
          60     1.87022     1.88751  0.00894409
          61     2.06689     1.89045  0.00926832
          62     1.82012     1.88931  0.00918799
          63     1.85566     1.88878  0.00905766
          64     1.89238     1.88884  0.00891631
          65     1.91338     1.88921  0.00878713
          66     2.00324     1.89094  0.00882218
          67     1.95484     1.89189   0.0087419
          68     1.85514     1.89135  0.00863003
          69     1.95975     1.89235   0.0085617
          70     1.89605      1.8924  0.00843956
          71     1.89954      1.8925  0.00832129
          72     1.82596     1.89157  0.00825687
          73     2.04914     1.89373  0.00842116
          74     1.82161     1.89276  0.00836356
          75     1.89692     1.89281  0.00825223
          76     1.87432     1.89257  0.00814724
          77     1.99194     1.89386    0.008143
          78     1.84462     1.89323  0.00806303
          79     1.86892     1.89292  0.00796684
          80     1.94341     1.89355  0.00789221
          81     1.77891     1.89214  0.00792068
          82     1.92279     1.89251   0.0078329
          83     1.84908     1.89199  0.00775599
          84     1.91916     1.89231   0.0076704
          85     1.90422     1.89245  0.00758144
          86     1.80325     1.89141  0.00756391
          87     2.11261     1.89396  0.00789272
          88     1.95322     1.89463  0.00783171
          89     1.88885     1.89457  0.00774398
          90     1.84313     1.89399    0.007679
          91     1.86062     1.89363  0.00760336
          92     2.05045     1.89533  0.00770942
          93     1.97834     1.89622  0.00767802
          94     1.91418     1.89642  0.00759871
          95     1.96901     1.89718  0.00755705
          96      1.9354     1.89758  0.00748881
          97     1.92192     1.89783  0.00741581
          98     1.86988     1.89754  0.00734562
          99     1.87687     1.89733  0.00727439
         100     1.97385      1.8981  0.00724177
