#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     14.3016     14.3016           0
           2     16.2183     15.2599    0.677638
           3     14.6175     15.0458    0.484417
           4     17.4599     15.6493    0.636545
           5     14.5923     15.4379     0.54321
           6      14.548     15.2896    0.472491
           7     16.5984     15.4766    0.440436
           8     14.4884     15.3531    0.402331
           9     15.8118      15.404    0.360842
          10     14.1938      15.283    0.344457
          11     13.8769     15.1552    0.336027
          12     16.0524     15.2299    0.316233
          13     15.6657     15.2635    0.293679
          14     16.8293     15.3753    0.293227
          15     14.7539     15.3339     0.27659
          16     13.7752     15.2365    0.275926
          17     16.3609     15.3026    0.267506
          18     15.4889     15.3129    0.252845
          19     16.4257     15.3715    0.246227
          20     17.4372     15.4748    0.254658
          21     14.9203     15.4484    0.243897
          22      15.521     15.4517    0.232833
          23      15.704     15.4627    0.222968
          24     15.8565     15.4791    0.214281
          25     17.4197     15.5567    0.219319
          26     16.6058      15.597    0.214563
          27     14.4066      15.553    0.211098
          28     16.0392     15.5703    0.204272
          29     19.6916     15.7124    0.241659
          30     15.3427     15.7001    0.233918
          31     13.2803     15.6221    0.239041
          32     15.7466     15.6259    0.231603
          33      14.985     15.6065    0.225398
          34     16.5787     15.6351    0.220574
          35     12.3447     15.5411    0.233449
          36     17.9553     15.6082    0.236399
          37     12.7628     15.5313    0.242196
          38     16.3015     15.5515    0.236669
          39     15.8873     15.5601    0.230757
          40     19.3294     15.6544    0.243469
          41     13.8025     15.6092    0.241684
          42     16.4856     15.6301    0.236829
          43     15.3087     15.6226    0.231439
          44     14.0724     15.5874    0.228845
          45     12.9871     15.5296     0.23094
          46     15.4607     15.5281    0.225924
          47     12.4417     15.4624    0.230463
          48     14.0777     15.4336     0.22746
          49     17.0524     15.4666    0.225205
          50      16.243     15.4821    0.221235
          51     13.3335       15.44    0.220873
          52     15.6175     15.4434    0.216651
          53     15.5331     15.4451     0.21257
          54     16.4378     15.4635    0.209427
          55     17.3336     15.4975    0.208361
          56     15.9406     15.5054    0.204791
          57     13.4614     15.4695    0.204314
          58     14.5342     15.4534    0.201426
          59     13.8925      15.427    0.199742
          60     11.9647     15.3693    0.204579
          61     16.7161     15.3913    0.202413
          62     16.4087     15.4077    0.199813
          63     14.4794      15.393    0.197183
          64     14.8609     15.3847    0.194278
          65     15.3333     15.3839     0.19129
          66     13.9033     15.3615    0.189703
          67     15.3217     15.3609    0.186873
          68     13.7257     15.3368    0.185665
          69      14.051     15.3182    0.183907
          70      15.633     15.3227    0.181335
          71     16.3553     15.3372    0.179363
          72     13.1297     15.3066    0.179473
          73      19.128     15.3589    0.184491
          74     15.7033     15.3636    0.182057
          75     12.6248     15.3271    0.183255
          76     15.8216     15.3336    0.180959
          77     16.5548     15.3494    0.179303
          78      18.544     15.3904    0.181621
          79     13.9878     15.3726    0.180188
          80     14.6465     15.3636    0.178164
          81      14.276     15.3501     0.17647
          82     14.5048     15.3398    0.174619
          83     15.3595     15.3401    0.172515
          84     17.3396     15.3639    0.172096
          85     13.2511      15.339    0.171857
          86      14.156     15.3252    0.170408
          87      15.129      15.323    0.168464
          88     15.9254     15.3298    0.166689
          89     16.5242     15.3433    0.165355
          90     17.7267     15.3697    0.165625
          91     15.8236     15.3747     0.16388
          92     16.8648     15.3909    0.162897
          93      14.351     15.3797    0.161529
          94     17.3982     15.4012    0.161231
          95     14.8305     15.3952    0.159646
          96      14.601     15.3869    0.158197
          97     15.9655     15.3929    0.156679
          98     19.7298     15.4372    0.161209
          99     14.4816     15.4275    0.159869
         100     13.6566     15.4098    0.159248
