#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     26.3461     26.3461           0
           2     23.6816     25.0138    0.942048
           3     22.0283     24.0187     1.02697
           4     24.0107     24.0167     0.77023
           5     22.9801     23.8093    0.643481
           6     26.8711     24.3196    0.710313
           7     25.5733     24.4987    0.631013
           8     28.5215     25.0016    0.725326
           9     24.1087     24.9024    0.651484
          10      19.571     24.3692     0.77434
          11          22     24.1538    0.733289
          12      23.497     24.0991    0.674221
          13     20.3293     23.8091    0.681874
          14     24.1081     23.8305    0.633503
          15     22.4005     23.7351    0.598399
          16     20.5652      23.537     0.59289
          17     23.9183     23.5595    0.558438
          18     16.2547     23.1536    0.658564
          19     22.1085     23.0986    0.626195
          20     27.9889     23.3431    0.640848
          21     28.1856     23.5737    0.650496
          22     26.0419     23.6859    0.630528
          23     25.1596       23.75    0.606361
          24     24.5069     23.7815    0.581915
          25     21.6252     23.6953    0.564995
          26     18.6941     23.5029    0.575076
          27     23.8899     23.5173    0.553956
          28     31.1358     23.7894    0.597268
          29     31.2063     24.0451    0.629053
          30     21.9949     23.9768    0.611785
          31     19.9784     23.8478    0.605494
          32     25.5581     23.9012    0.588926
          33     24.6054     23.9226    0.571466
          34     27.5311     24.0287    0.564428
          35     21.6547     23.9609    0.552362
          36     26.5732     24.0334    0.541764
          37     22.4819     23.9915    0.528743
          38     24.1416     23.9955    0.514843
          39     18.7638     23.8613    0.518824
          40     25.4429     23.9009    0.507357
          41     22.8475     23.8752    0.495633
          42     28.7519     23.9913    0.497247
          43     29.1077     24.1103    0.499717
          44     24.2037     24.1124    0.488364
          45     25.8812     24.1517    0.479091
          46     30.0001     24.2788    0.485252
          47     22.2114     24.2348    0.476917
          48     26.9957     24.2924    0.470437
          49     23.9226     24.2848    0.460897
          50     32.5667     24.4505    0.480521
          51      21.867     24.3998    0.473762
          52     26.4745     24.4397    0.466328
          53     23.8765     24.4291    0.457651
          54     22.1031      24.386    0.451198
          55     26.5272     24.4249    0.444671
          56     25.1101     24.4372    0.436899
          57     22.9133     24.4104    0.430051
          58     28.7615     24.4854     0.42913
          59     25.0713     24.4954    0.421971
          60     27.8543     24.5514    0.418635
          61     18.8319     24.4576    0.422142
          62     24.7194     24.4618    0.415354
          63     22.1686     24.4254    0.410353
          64     22.5611     24.3963    0.404974
          65     21.1439     24.3462    0.401823
          66     19.4683     24.2723    0.402474
          67      24.418     24.2745    0.396473
          68     23.3978     24.2616    0.390852
          69     19.8111     24.1971    0.390473
          70     25.7065     24.2187     0.38549
          71     22.9208     24.2004    0.380494
          72     26.8345      24.237    0.376964
          73     22.8529      24.218    0.372277
          74     26.8902     24.2541    0.368993
          75     26.8627     24.2889    0.365709
          76     24.3567     24.2898    0.360898
          77     20.0473     24.2347    0.360392
          78     22.2845     24.2097    0.356638
          79     24.0004     24.2071    0.352133
          80     27.9457     24.2538    0.350819
          81     21.3809     24.2183    0.348276
          82     20.1451     24.1687    0.347553
          83     28.2679      24.218    0.346857
          84     21.5687     24.1865    0.344159
          85     28.3832     24.2359    0.343633
          86     21.4582     24.2036    0.341152
          87     18.9601     24.1433    0.342513
          88     22.5283      24.125    0.339112
          89      32.459     24.2186    0.347991
          90     30.9627     24.2935      0.3521
          91     32.3355     24.3819     0.35915
          92     30.1484     24.4446    0.360674
          93     20.1845     24.3988    0.359693
          94     26.5229     24.4214    0.356575
          95     27.7291     24.4562    0.354518
          96       23.79     24.4492    0.350893
          97      23.162      24.436    0.347526
          98     26.7844     24.4599    0.344805
          99     24.1909     24.4572    0.341333
         100      30.081     24.5135    0.342521
