#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.11986     1.11986           0
           2     1.11853      1.1192 0.000472476
           3     1.14205     1.12681  0.00622695
           4     1.17752     1.13949   0.0119303
           5      1.1335     1.13829  0.00960415
           6     1.09299     1.13074   0.0105621
           7     1.05468     1.11988   0.0135335
           8     1.11849      1.1197   0.0118429
           9     1.11488     1.11917   0.0105391
          10     1.11154      1.1184  0.00951281
          11     1.14145      1.1205  0.00887582
          12     1.16929     1.12457  0.00901952
          13     1.15229      1.1267  0.00857416
          14      1.1459     1.12807  0.00807067
          15     1.14592     1.12926  0.00761984
          16      1.1446     1.13022  0.00720367
          17     1.13749     1.13065  0.00679262
          18     1.19261     1.13409  0.00723513
          19     1.19667     1.13738  0.00756708
          20     1.15135     1.13808  0.00722091
          21     1.14472      1.1384  0.00688397
          22     1.11498     1.13733  0.00665283
          23     1.10853     1.13608  0.00648039
          24     1.15183     1.13674   0.0062435
          25     1.12736     1.13636    0.006005
          26     1.15182     1.13696   0.0058034
          27     1.12632     1.13656  0.00560181
          28     1.11477     1.13578  0.00545553
          29     1.15882     1.13658  0.00532492
          30     1.18597     1.13822  0.00539597
          31     1.12943     1.13794  0.00522936
          32     1.15518     1.13848  0.00509363
          33     1.09013     1.13701   0.0051457
          34     1.12386     1.13663  0.00500887
          35     1.08905     1.13527  0.00504682
          36     1.11676     1.13475  0.00493273
          37     1.15954     1.13542  0.00484468
          38     1.14203      1.1356   0.0047203
          39     1.15784     1.13617  0.00463358
          40     1.14312     1.13634    0.004521
          41     1.08019     1.13497   0.0046135
          42     1.15876     1.13554   0.0045383
          43     1.11605     1.13509  0.00445534
          44     1.15208     1.13547   0.0043708
          45     1.11459     1.13501  0.00429823
          46     1.13927      1.1351  0.00420579
          47     1.06459      1.1336  0.00437569
          48     1.06759     1.13223  0.00449544
          49     1.18372     1.13328  0.00452486
          50      1.1122     1.13285  0.00445395
          51     1.13525      1.1329  0.00436687
          52     1.12922     1.13283  0.00428346
          53     1.14138     1.13299  0.00420568
          54     1.07491     1.13192  0.00426312
          55     1.10563     1.13144  0.00421232
          56     1.10323     1.13093  0.00416712
          57     1.09459      1.1303   0.0041425
          58     1.12985     1.13029  0.00407109
          59     1.15639     1.13073  0.00402605
          60     1.18588     1.13165  0.00406252
          61     1.12604     1.13156  0.00399697
          62     1.15378     1.13192  0.00394854
          63     1.07589     1.13103  0.00398475
          64     1.11427     1.13077  0.00393108
          65     1.13056     1.13076   0.0038706
          66     1.08512     1.13007  0.00387325
          67     1.16888     1.13065  0.00385851
          68     1.14017     1.13079  0.00380431
          69     1.17292      1.1314  0.00379785
          70     1.15346     1.13172  0.00375665
          71     1.08329     1.13103  0.00376515
          72     1.09416     1.13052  0.00374752
          73     1.19685     1.13143  0.00380472
          74     1.06459     1.13053  0.00385903
          75     1.12395     1.13044  0.00380857
          76     1.13965     1.13056  0.00376038
          77     1.14205     1.13071  0.00371451
          78     1.19975      1.1316  0.00377088
          79     1.11214     1.13135  0.00373119
          80     1.10943     1.13108   0.0036946
          81     1.16946     1.13155  0.00367926
          82     1.15589     1.13185  0.00364634
          83     1.16133      1.1322  0.00361967
          84     1.11977     1.13205   0.0035796
          85     1.06692     1.13129  0.00361858
          86     1.14784     1.13148  0.00358162
          87     1.17257     1.13195  0.00357146
          88     1.13886     1.13203  0.00353174
          89     1.11899     1.13188  0.00349509
          90     1.10731     1.13161  0.00346691
          91     1.16226     1.13195  0.00344514
          92     1.16261     1.13228  0.00342377
          93     1.10195     1.13195  0.00340245
          94     1.10999     1.13172  0.00337427
          95      1.1294      1.1317  0.00333884
          96     1.09924     1.13136  0.00332113
          97     1.11924     1.13123  0.00328925
          98     1.12984     1.13122  0.00325571
          99     1.12698     1.13118  0.00322311
         100     1.06857     1.13055  0.00325111
