#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.30827     1.30827           0
           2     1.21487     1.26157   0.0330219
           3      1.2388     1.25398     0.02287
           4     1.30089      1.2657   0.0199336
           5     1.18421     1.24941   0.0216063
           6     1.24217      1.2482   0.0180388
           7     1.14807      1.2339   0.0203584
           8     1.23095     1.23353   0.0178169
           9      1.2361     1.23381   0.0158395
          10     1.25708     1.23614   0.0144254
          11     1.26309     1.23859   0.0133204
          12     1.22443     1.23741   0.0122625
          13      1.2079     1.23514   0.0115275
          14     1.12379     1.22719    0.013165
          15     1.26898     1.22997   0.0125787
          16     1.15985     1.22559   0.0125328
          17     1.32797     1.23161   0.0131633
          18     1.26114     1.23325   0.0125339
          19     1.25195     1.23424   0.0119128
          20     1.16163     1.23061   0.0118574
          21     1.29087     1.23348   0.0116348
          22     1.20723     1.23228    0.011167
          23     1.16904     1.22953   0.0110148
          24     1.27653     1.23149   0.0107285
          25     1.23743     1.23173    0.010302
          26      1.1986     1.23045  0.00998426
          27     1.18007     1.22859  0.00978733
          28     1.20093      1.2276  0.00948748
          29     1.24768     1.22829  0.00918555
          30     1.27809     1.22995  0.00902808
          31     1.27926     1.23154  0.00887584
          32      1.1828     1.23002  0.00872819
          33     1.20227     1.22918  0.00850412
          34     1.28864     1.23093   0.0084319
          35       1.289     1.23259  0.00835264
          36     1.28103     1.23393   0.0082283
          37     1.21145     1.23332  0.00802832
          38     1.27336     1.23438  0.00788588
          39     1.22355      1.2341  0.00768856
          40     1.21334     1.23358  0.00751384
          41     1.20008     1.23276  0.00737488
          42     1.28491     1.23401  0.00730307
          43     1.24362     1.23423  0.00713665
          44     1.24634      1.2345  0.00697976
          45     1.21147     1.23399  0.00684341
          46     1.20446     1.23335  0.00672469
          47     1.19962     1.23263   0.0066198
          48     1.22399     1.23245  0.00648434
          49     1.15084     1.23079  0.00656244
          50     1.28214     1.23181  0.00651107
          51     1.27849     1.23273  0.00644739
          52     1.18766     1.23186   0.0063814
          53     1.17932     1.23087  0.00633753
          54     1.22214     1.23071  0.00622223
          55     1.19271     1.23002  0.00614733
          56      1.2181     1.22981  0.00604124
          57     1.18372       1.229   0.0059891
          58     1.22875     1.22899  0.00588584
          59     1.22454     1.22892  0.00578657
          60      1.2667     1.22955  0.00572428
          61     1.31013     1.23087  0.00578087
          62     1.24545      1.2311  0.00569241
          63     1.20523     1.23069  0.00561685
          64     1.15832     1.22956  0.00564176
          65      1.3178     1.23092  0.00571595
          66     1.19487     1.23037  0.00565539
          67      1.3159     1.23165  0.00571321
          68     1.30027     1.23266  0.00571761
          69     1.19472     1.23211  0.00566112
          70     1.22972     1.23208  0.00558035
          71     1.24458     1.23225  0.00550453
          72     1.15901     1.23123  0.00552127
          73     1.24645     1.23144  0.00544957
          74     1.22766     1.23139  0.00537617
          75     1.20767     1.23108  0.00531378
          76      1.2054     1.23074  0.00525459
          77     1.21057     1.23048  0.00519287
          78     1.22774     1.23044  0.00512642
          79     1.21584     1.23026  0.00506486
          80     1.26818     1.23073  0.00502368
          81     1.19151     1.23025  0.00498494
          82     1.22983     1.23024  0.00492415
          83     1.26733     1.23069  0.00488506
          84     1.21859     1.23054  0.00482903
          85     1.28121     1.23114  0.00480886
          86      1.1884     1.23064  0.00477855
          87     1.25576     1.23093  0.00473234
          88     1.27259      1.2314  0.00470219
          89     1.21061     1.23117  0.00465515
          90     1.25278     1.23141  0.00460962
          91     1.21924     1.23128   0.0045609
          92     1.25647     1.23155  0.00451954
          93     1.14735     1.23065  0.00456072
          94     1.25161     1.23087  0.00451765
          95     1.21651     1.23072  0.00447263
          96     1.23464     1.23076  0.00442622
          97     1.22958     1.23075  0.00438061
          98     1.20488     1.23048  0.00434385
          99      1.1709     1.22988  0.00434148
         100     1.22911     1.22987  0.00429807
