#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    0.693324    0.693324           0
           2    0.694421    0.693872  0.00038769
           3    0.711552    0.699766  0.00481864
           4    0.683662     0.69574   0.0050216
           5    0.653248    0.687241  0.00859739
           6    0.672248    0.684743  0.00751888
           7    0.676124    0.683511  0.00654478
           8    0.662524    0.680888  0.00623031
           9    0.668855    0.679551   0.0056797
          10    0.676924    0.679288   0.0051178
          11    0.681579    0.679497  0.00465678
          12    0.672986    0.678954   0.0043002
          13    0.667179    0.678048  0.00406369
          14    0.708897    0.680252  0.00432979
          15     0.70689    0.682028  0.00439024
          16    0.694848    0.682829  0.00418834
          17    0.727214     0.68544   0.0046856
          18    0.682372    0.685269  0.00442838
          19    0.663159    0.684106  0.00434553
          20    0.688021    0.684301  0.00413266
          21    0.720662    0.686033  0.00428325
          22    0.677655    0.685652  0.00410545
          23    0.697745    0.686178  0.00396047
          24    0.696972    0.686628  0.00382091
          25    0.735503    0.688583  0.00413812
          26    0.670979    0.687906  0.00403397
          27       0.684    0.687761  0.00388715
          28    0.657186    0.686669  0.00389868
          29    0.691034     0.68682  0.00376715
          30    0.698724    0.687216  0.00366242
          31    0.685117    0.687149   0.0035449
          32     0.70211    0.687616  0.00346482
          33     0.68689    0.687594   0.0033599
          34    0.679986     0.68737  0.00326852
          35     0.69351    0.687546  0.00317984
          36    0.691593    0.687658   0.0030935
          37     0.67589     0.68734   0.0030262
          38    0.690972    0.687436  0.00294807
          39     0.68971    0.687494  0.00287305
          40     0.68731    0.687489  0.00280123
          41    0.701317    0.687827  0.00275314
          42    0.676828    0.687565  0.00270001
          43    0.682731    0.687452  0.00263956
          44     0.69611    0.687649  0.00258689
          45    0.708648    0.688116  0.00257115
          46      0.6978    0.688326  0.00252386
          47    0.707648    0.688737  0.00250342
          48    0.661221    0.688164  0.00251605
          49    0.679683    0.687991  0.00247065
          50    0.649276    0.687217  0.00253967
          51    0.713648    0.687735   0.0025422
          52    0.719166     0.68834  0.00256416
          53    0.676779    0.688121  0.00252504
          54    0.670393    0.687793  0.00249953
          55      0.6778    0.687611  0.00246068
          56    0.682014    0.687511  0.00241877
          57    0.705248    0.687823  0.00239627
          58    0.683055     0.68774  0.00235636
          59    0.703793    0.688013  0.00233208
          60    0.709083    0.688364   0.0023195
          61    0.682979    0.688275  0.00228316
          62    0.673848    0.688043  0.00225816
          63    0.705241    0.688316  0.00223875
          64    0.659917    0.687872  0.00224732
          65    0.681993    0.687782  0.00221456
          66     0.71491    0.688193  0.00221883
          67    0.636097    0.687415  0.00231795
          68     0.68069    0.687316  0.00228597
          69    0.684462    0.687275  0.00225322
          70    0.690862    0.687326  0.00222161
          71    0.691683    0.687387  0.00219117
          72    0.722338    0.687873  0.00221385
          73    0.706531    0.688128  0.00219823
          74    0.686421    0.688105  0.00216864
          75    0.707214     0.68836  0.00215464
          76    0.690297    0.688386  0.00212644
          77    0.703697    0.688584   0.0021081
          78    0.703228    0.688772  0.00208942
          79    0.659669    0.688404   0.0020952
          80    0.717883    0.688772  0.00210116
          81    0.678779    0.688649  0.00207884
          82    0.701952    0.688811  0.00205981
          83    0.675869    0.688655  0.00204088
          84     0.71951    0.689022  0.00204938
          85    0.666641    0.688759  0.00204211
          86    0.682048    0.688681  0.00201986
          87    0.682428    0.688609  0.00199792
          88    0.684952    0.688568  0.00197565
          89    0.681131    0.688484  0.00195521
          90    0.675117    0.688336  0.00193912
          91    0.670152    0.688136  0.00192808
          92     0.69911    0.688255  0.00191081
          93    0.664538       0.688  0.00190721
          94    0.661014    0.687713   0.0019084
          95    0.661662    0.687439  0.00190791
          96    0.689834    0.687464   0.0018882
          97    0.699428    0.687587  0.00187276
          98    0.722897    0.687947  0.00188799
          99    0.702972    0.688099  0.00187501
         100    0.686759    0.688086  0.00185631
