#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.62292     1.62292           0
           2     1.71473     1.66883   0.0324601
           3     1.71461     1.68409   0.0249712
           4     1.62028     1.66814   0.0232728
           5     1.64993      1.6645   0.0189008
           6     1.79968     1.68703   0.0259056
           7     1.75096     1.69616   0.0237601
           8     1.57957     1.68158   0.0248612
           9     1.61222     1.67388   0.0232628
          10     1.60489     1.66698   0.0219357
          11     1.72367     1.67213   0.0205379
          12     1.70397     1.67479    0.018997
          13     1.69011     1.67596   0.0175722
          14     1.69381     1.67724   0.0163633
          15     1.73233     1.68091   0.0156792
          16     1.63769     1.67821   0.0149301
          17     1.85446     1.68858   0.0172805
          18      1.8155     1.69563   0.0177007
          19     1.63397     1.69238    0.017064
          20     1.72329     1.69393   0.0162806
          21     1.78194     1.69812   0.0160358
          22     1.76121     1.70099   0.0155612
          23     1.73736     1.70257   0.0149647
          24     1.67196     1.70129   0.0143955
          25     1.69414     1.70101   0.0138225
          26     1.66313     1.69955   0.0133674
          27     1.71212     1.70002   0.0128804
          28     1.65823     1.69852   0.0125065
          29     1.52467     1.69253   0.0134356
          30     1.65743     1.69136   0.0130385
          31      1.6785     1.69094   0.0126245
          32     1.72443     1.69199   0.0122733
          33     1.59204     1.68896   0.0122694
          34     1.63151     1.68727   0.0120243
          35     1.63879     1.68589   0.0117603
          36     1.62508      1.6842   0.0115543
          37     1.73196     1.68549   0.0113139
          38      1.6574     1.68475   0.0110403
          39     1.63006     1.68335   0.0108459
          40     1.69177     1.68356   0.0105768
          41     1.73419     1.68479   0.0103907
          42     1.73414     1.68597   0.0102095
          43     1.63484     1.68478    0.010041
          44     1.48663     1.68028   0.0107755
          45     1.69033      1.6805   0.0105383
          46     1.68287     1.68055   0.0103094
          47     1.63841     1.67965   0.0101289
          48     1.63462     1.67872  0.00996126
          49     1.73462     1.67986  0.00982309
          50     1.66259     1.67951   0.0096327
          51      1.5518     1.67701  0.00976389
          52     1.78381     1.67906  0.00978977
          53     1.69414     1.67935  0.00960919
          54     1.69199     1.67958   0.0094341
          55     1.74652      1.6808  0.00934075
          56     1.60857     1.67951  0.00926258
          57     1.65799     1.67913  0.00910777
          58     1.70079      1.6795  0.00895839
          59     1.83167     1.68208  0.00917028
          60     1.74418     1.68312  0.00907566
          61     1.70144     1.68342  0.00893185
          62     1.67137     1.68322   0.0087899
          63     1.58928     1.68173  0.00877596
          64     1.69334     1.68191  0.00864071
          65     1.68887     1.68202  0.00850843
          66     1.59859     1.68076   0.0084729
          67      1.6922     1.68093  0.00834816
          68     1.82731     1.68308  0.00849842
          69     1.67751       1.683  0.00837564
          70     1.67717     1.68292   0.0082564
          71     1.77841     1.68426  0.00824894
          72     1.61301     1.68327  0.00819351
          73     1.66939     1.68308  0.00808348
          74     1.63561     1.68244  0.00799966
          75     1.67933      1.6824   0.0078931
          76     1.67333     1.68228  0.00779015
          77     1.70402     1.68256  0.00769409
          78     1.66883     1.68239  0.00759746
          79     1.58663     1.68117  0.00759736
          80     1.71404     1.68158  0.00751349
          81     1.61351     1.68074  0.00746759
          82     1.59491      1.6797  0.00744952
          83     1.75614     1.68062  0.00741649
          84     1.75552     1.68151  0.00738161
          85      1.6127      1.6807  0.00733902
          86     1.57357     1.67945  0.00735865
          87     1.73257     1.68006  0.00729935
          88     1.59708     1.67912  0.00727706
          89      1.7015     1.67937  0.00719964
          90     1.69002     1.67949  0.00712062
          91     1.65826     1.67926  0.00704619
          92     1.68339      1.6793  0.00696975
          93     1.72307     1.67977  0.00691067
          94     1.83221      1.6814  0.00702485
          95     1.63407      1.6809  0.00696855
          96     1.72452     1.68135  0.00691076
          97     1.70082     1.68155  0.00684243
          98     1.79496     1.68271  0.00686976
          99     1.69283     1.68281  0.00680113
         100     1.78687     1.68385  0.00681225
