#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      79.453      79.453           0
           2      68.493      73.973     3.87496
           3     74.3031     74.0831     2.58487
           4     88.8413     77.7726     3.73738
           5      81.479     78.5139     3.06253
           6     85.0612     79.6051     2.73963
           7      84.855     80.3551     2.44876
           8     73.8362     79.5402      2.2742
           9     70.1772     78.4999      2.2469
          10     82.1579     78.8657     2.05177
          11      77.525     78.7438     1.86886
          12     77.5271     78.6424     1.71587
          13     74.0197     78.2868     1.62031
          14     67.5456     77.5196     1.67641
          15     79.1058     77.6253     1.56798
          16     59.2741     76.4784     1.84231
          17     77.3392      76.529     1.73464
          18     82.9153     76.8838     1.67416
          19     78.1128     76.9485      1.5873
          20      81.555     77.1788     1.52455
          21     81.3406      77.377     1.46478
          22     80.2188     77.5062     1.40388
          23     88.3875     77.9793     1.42032
          24     77.3804     77.9543     1.36136
          25     73.2798     77.7673     1.31969
          26     68.1432     77.3972     1.31982
          27     81.8356     77.5616     1.28113
          28      88.019      77.935     1.28867
          29     67.2784     77.5676     1.29557
          30     79.9373     77.6466     1.25479
          31     83.3876     77.8318      1.2279
          32     85.7822     78.0802      1.2144
          33     61.5802     77.5802     1.27639
          34     73.1687     77.4505     1.24543
          35     62.3576     77.0192     1.28233
          36     82.6514     77.1757     1.25621
          37     87.5014     77.4548     1.25288
          38     70.9072     77.2825      1.2317
          39     82.3957     77.4136     1.20707
          40     81.8892     77.5255     1.18207
          41     70.5132     77.3544     1.16555
          42     74.9576     77.2974     1.13919
          43     88.8289     77.5655     1.14383
          44     80.0647     77.6223     1.11924
          45      90.262     77.9032     1.12907
          46     84.1672     78.0394      1.1127
          47     78.7573     78.0547     1.08913
          48      89.404     78.2911     1.09181
          49     79.8052      78.322     1.06996
          50     83.9321     78.4342     1.05443
          51     85.2231     78.5673     1.04212
          52     90.4456     78.7957     1.04682
          53     75.3084     78.7299     1.02913
          54     79.4337      78.743     1.01016
          55     88.5528     78.9213     1.00741
          56     92.4441     79.1628     1.01795
          57     79.0688     79.1612      1.0001
          58     77.9336       79.14    0.983077
          59     53.6267     78.7076     1.05725
          60     91.8451     78.9265     1.06206
          61     81.5408     78.9694     1.04552
          62     81.4268      79.009      1.0294
          63     69.7567     78.8622     1.02349
          64      87.532     78.9976     1.01642
          65     67.2511     78.8169     1.01672
          66     82.5751     78.8739     1.00291
          67     82.0745     78.9216    0.989078
          68     71.0017     78.8052    0.981367
          69     69.7962     78.6746    0.975791
          70     69.7737     78.5474      0.9701
          71     77.5622     78.5336    0.956536
          72     71.5496     78.4366    0.948156
          73     91.8636     78.6205    0.952841
          74     95.7576     78.8521    0.967699
          75     82.9884     78.9072    0.956366
          76     79.5529     78.9157     0.94382
          77     82.5832     78.9634    0.932764
          78     84.6556     79.0363    0.923656
          79     86.9774     79.1368    0.917417
          80     83.9944     79.1976    0.907957
          81     88.7918      79.316     0.90444
          82      88.132     79.4235    0.899778
          83     87.9442     79.5262    0.894774
          84     73.2469     79.4514    0.887239
          85     85.9182     79.5275    0.880057
          86     67.7435     79.3905    0.880426
          87     70.5192     79.2885    0.876191
          88     69.2229     79.1741    0.873669
          89     69.4528     79.0649    0.870654
          90     82.0286     79.0978    0.861602
          91     87.6664      79.192    0.857264
          92     87.2675     79.2798    0.852428
          93     68.7638     79.1667    0.850728
          94      89.668     79.2784    0.848982
          95     68.2943     79.1628    0.847882
          96      72.757     79.0961    0.841671
          97     72.5492     79.0286    0.835696
          98     88.5151     79.1254    0.832756
          99     72.1679     79.0551    0.827304
         100     76.2019     79.0266    0.819523
