#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      3.8304      3.8304           0
           2      3.5252      3.6778    0.107904
           3     3.26251     3.53937    0.133978
           4     3.59255     3.55267    0.101141
           5     3.62889     3.56791   0.0820541
           6     3.64035     3.57998    0.069261
           7     3.47177     3.56453   0.0610675
           8     3.58129     3.56662     0.05347
           9     3.50248     3.55949   0.0480016
          10     3.70572     3.57412   0.0453741
          11     3.49763     3.56716   0.0417785
          12     3.69578     3.57788   0.0396481
          13     3.35648     3.56085   0.0400896
          14     3.68577     3.56977   0.0382062
          15     3.37629     3.55687   0.0377737
          16     3.64055      3.5621   0.0357731
          17     3.49512     3.55816   0.0338851
          18     3.33637     3.54584   0.0341696
          19      3.6544     3.55156   0.0328454
          20     3.37955     3.54296   0.0323094
          21     3.31482     3.53209   0.0325461
          22     3.37965     3.52516   0.0317959
          23     3.52509     3.52516   0.0304134
          24     3.26605     3.51436   0.0310034
          25     3.31963     3.50657   0.0307261
          26     3.65777     3.51239   0.0300896
          27     3.78458     3.52247   0.0306175
          28     3.68054     3.52812   0.0300399
          29     4.00257     3.54448   0.0331613
          30     3.25417      3.5348    0.033438
          31     4.00149     3.54985   0.0355874
          32     3.22215     3.53961   0.0359185
          33     3.35778      3.5341   0.0352501
          34     3.48648      3.5327   0.0342412
          35     3.85386     3.54188   0.0344704
          36     3.46226     3.53967   0.0335838
          37     3.38129     3.53539   0.0329478
          38     3.40069     3.53184   0.0322708
          39     4.09298     3.54623   0.0345022
          40     3.55489     3.54645   0.0336403
          41     3.66912     3.54944   0.0329526
          42     3.66998     3.55231   0.0322928
          43     3.59817     3.55338   0.0315594
          44     3.55823     3.55349   0.0308423
          45     3.30485     3.54796   0.0306478
          46     4.02203     3.55827    0.031667
          47     3.60863     3.55934   0.0310113
          48     3.61026      3.5604   0.0303834
          49     3.47786     3.55871     0.02981
          50     3.49315      3.5574   0.0292426
          51     3.35812      3.5535   0.0289291
          52     3.83802     3.55897   0.0288856
          53     3.33705     3.55478   0.0286425
          54     3.23029     3.54877   0.0287355
          55     3.49562      3.5478   0.0282292
          56     3.77575     3.55188   0.0280171
          57     3.68532     3.55422   0.0276232
          58     3.51295     3.55351   0.0271561
          59     3.05051     3.54498   0.0280021
          60     3.60417     3.54597   0.0275528
          61     3.71234     3.54869   0.0272357
          62     3.58434     3.54927   0.0268025
          63     3.42291     3.54726    0.026452
          64     3.81392     3.55143   0.0263648
          65     3.66203     3.55313   0.0260141
          66     3.62977     3.55429   0.0256458
          67     3.63637     3.55552   0.0252923
          68     3.46429     3.55418   0.0249559
          69     3.67003     3.55585   0.0246506
          70     3.56205     3.55594   0.0242986
          71     3.48326     3.55492   0.0239779
          72     3.42686     3.55314   0.0237108
          73      3.5064      3.5525   0.0233946
          74     3.49622     3.55174   0.0230908
          75     3.71282     3.55389   0.0228826
          76     3.57318     3.55414    0.022583
          77     3.47145     3.55307   0.0223152
          78     3.34625     3.55042   0.0221861
          79     3.66635     3.55188   0.0219537
          80     3.45889     3.55072     0.02171
          81      3.6786      3.5523   0.0214993
          82     3.32805     3.54957   0.0214104
          83     3.36726     3.54737   0.0212648
          84     3.64465     3.54853   0.0210432
          85     3.51834     3.54817   0.0207986
          86     3.46028     3.54715   0.0205818
          87     3.47735     3.54635   0.0203609
          88     3.83409     3.54962   0.0203904
          89     3.53942      3.5495   0.0201616
          90     3.69726     3.55114   0.0200043
          91     3.46882     3.55024   0.0198049
          92     3.53908     3.55012     0.01959
          93     3.30626      3.5475   0.0195541
          94     3.47154     3.54669   0.0193628
          95     3.44731     3.54564   0.0191872
          96     3.82738     3.54858   0.0192105
          97      3.6176     3.54929   0.0190256
          98      3.6102     3.54991   0.0188416
          99     3.32629     3.54765   0.0187862
         100     3.19602     3.54413   0.0189245
