#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      46.113      46.113           0
           2      53.672     49.8925     2.67252
           3     41.5239      47.103     2.89172
           4     46.7365     47.0114     2.17024
           5     54.2223     48.4535     2.16293
           6     51.2166     48.9141     1.85082
           7     51.2659       49.25     1.61662
           8     45.4515     48.7752     1.48264
           9      30.346     46.7275     2.33752
          10     49.7235     47.0271     2.12288
          11     43.2292     46.6819     1.95777
          12     42.5465     46.3372      1.8247
          13     28.9573     45.0003     2.11822
          14     36.2139     44.3727      2.0578
          15     45.7766     44.4663     1.92274
          16     33.3363     43.7707     1.92429
          17      42.164     43.6762     1.81342
          18     35.4656       43.22     1.76911
          19     30.6899     42.5606     1.79471
          20     53.7985     43.1225     1.79078
          21     38.1603     42.8862     1.72102
          22     48.9561     43.1621     1.66476
          23     41.7913     43.1025     1.59345
          24      38.198     42.8981      1.5401
          25     46.4634     43.0407     1.48509
          26     46.6214     43.1784     1.43434
          27     47.6225      43.343     1.39063
          28     46.8729     43.4691     1.34667
          29     52.8961     43.7942     1.33889
          30     34.1496     43.4727      1.3323
          31     44.3946     43.5024     1.28965
          32     42.2693     43.4639     1.24992
          33     37.5848     43.2857     1.22468
          34     39.4297     43.1723      1.1939
          35     44.2278     43.2025     1.16017
          36     45.3092      43.261     1.12942
          37     52.0061     43.4974     1.12335
          38     36.9774     43.3258     1.10681
          39     36.8653     43.1601     1.09076
          40     41.4685     43.1178     1.06431
          41     47.0115     43.2128     1.04258
          42     42.3878     43.1932     1.01794
          43     50.8239     43.3706     1.00962
          44     42.2974     43.3462    0.986966
          45     48.6564     43.4642    0.972063
          46     50.2458     43.6117    0.962045
          47     43.6545     43.6126    0.941577
          48     56.1769     43.8743    0.957654
          49     45.4324     43.9061    0.938637
          50     43.8379     43.9048    0.919866
          51     42.7719     43.8825    0.902097
          52     41.5079     43.8369    0.885904
          53     32.9933     43.6323    0.892502
          54     54.5018     43.8336    0.898386
          55     29.7208      43.577    0.917964
          56      48.255     43.6605    0.905365
          57     45.8522      43.699    0.890298
          58      50.408     43.8146     0.88243
          59     44.1291       43.82     0.86749
          60     44.4018     43.8297    0.853086
          61     46.6273     43.8755    0.840333
          62     45.6884     43.9048    0.827287
          63     41.0629     43.8597    0.815385
          64     49.2781     43.9443    0.807028
          65     44.9428     43.9597    0.794758
          66     44.5692     43.9689     0.78277
          67      40.564     43.9181    0.772735
          68     44.5397     43.9272    0.761425
          69     40.8261     43.8823    0.751715
          70      43.367     43.8749    0.741012
          71     49.1341      43.949    0.734269
          72     36.3591     43.8436    0.731598
          73     41.6439     43.8135    0.722197
          74     44.0865     43.8171    0.712447
          75     35.0589     43.7004    0.712453
          76     38.9717     43.6381    0.705791
          77      49.549     43.7149    0.700787
          78     52.1757     43.8234    0.700147
          79     45.9295       43.85    0.691792
          80     53.8861     43.9755    0.694426
          81     46.7956     44.0103    0.686725
          82     40.0482      43.962    0.680048
          83     51.7807     44.0562    0.678348
          84     45.0626     44.0682    0.670378
          85     33.1497     43.9397    0.674685
          86     47.4659     43.9807    0.668085
          87     32.4204     43.8478     0.67349
          88     37.1967     43.7723    0.670064
          89     43.1042     43.7648    0.662578
          90     44.0782     43.7682    0.655225
          91     47.2127     43.8061    0.649117
          92     49.8734      43.872    0.645403
          93     39.4718     43.8247    0.640195
          94     47.9672     43.8688    0.634899
          95     41.9219     43.8483    0.628547
          96      47.443     43.8857    0.623114
          97     47.1353     43.9192     0.61759
          98     49.4025     43.9752    0.613817
          99      43.809     43.9735    0.607619
         100      41.199     43.9458    0.602176
