1 6.16742 6.16742 0
2 4.99142 3.81542 2.38207
3 6.12157 8.38187 2.05081
4 6.57001 7.91532 1.64022
5 6.15849 4.5124 1.40649
6 5.73963 3.64533 1.25325
7 5.67334 5.27562 1.08321
8 5.41665 3.6198 0.987951
9 5.25843 3.99264 0.900633
10 5.13746 4.04879 0.82944
11 5.05798 4.26318 0.769956
12 4.97237 4.03065 0.717087
13 4.94881 4.66613 0.672716
14 4.88837 4.10265 0.63945
15 4.99562 6.49705 0.622098
16 4.93764 4.06802 0.590994
17 4.92392 4.70431 0.565845
18 4.94167 5.24353 0.543605
19 4.94389 4.98369 0.522626
20 4.9163 4.39219 0.502308
21 4.85145 3.55441 0.489396
22 4.86256 5.0959 0.478656
23 4.83828 4.30402 0.464961
24 4.82102 4.42407 0.453952
25 4.80301 4.37087 0.44
26 4.78894 4.43716 0.426774
27 4.78699 4.73625 0.419143
28 4.80136 5.1894 0.409977
29 4.77825 4.13125 0.400183
30 4.82708 6.24306 0.399121
31 4.81321 4.39715 0.389208
32 4.79855 4.34402 0.384033
33 4.76299 3.62506 0.375702
34 4.8208 6.72865 0.379691
35 4.80534 4.27951 0.370876
36 4.8216 5.39096 0.365844
37 4.80165 4.08338 0.35923
38 4.80047 4.75676 0.352188
39 4.79602 4.62706 0.346819
40 4.80293 5.07216 0.340874
41 4.85265 6.8416 0.343755
42 4.83543 4.12949 0.337242
43 4.82751 4.49473 0.331656
44 4.8265 4.78293 0.326838
45 4.88519 7.46786 0.331072
46 4.91862 6.42264 0.331132
47 4.92886 5.39989 0.325836
48 4.93578 5.26101 0.321297
49 4.9148 3.90808 0.316502
50 4.93397 5.87291 0.311813
51 4.93514 4.99397 0.309794
52 4.93022 4.67944 0.305684
53 4.97674 7.3956 0.306567
54 4.96869 4.54197 0.302379
55 4.97085 5.08731 0.298966
56 4.95977 4.35048 0.295161
57 4.98372 6.32484 0.295193
58 4.996 5.69637 0.292475
59 4.98983 4.63188 0.289581
60 5.00477 5.88626 0.288006
61 4.99883 4.64218 0.285767
62 4.99415 4.70845 0.283849
63 4.98479 4.40494 0.280959
64 4.96495 3.71458 0.278191
65 4.94268 3.51761 0.275917
66 4.96066 6.12928 0.273926
67 4.96835 5.4762 0.271083
68 4.97405 5.35553 0.268854
69 4.98228 5.54234 0.267538
70 5.02401 7.90323 0.268787
71 5.02297 4.94985 0.26669
72 5.02495 5.16605 0.264739
73 5.01969 4.64075 0.263025
74 5.01167 4.42605 0.260837
75 4.99956 4.10395 0.258624
76 5.00226 5.20469 0.256697
77 4.99118 4.14855 0.254513
78 5.00234 5.86202 0.253733
79 5.00621 5.30789 0.251796
80 5.00192 4.66299 0.249818
81 4.99377 4.34176 0.247666
82 4.98119 3.96268 0.245644
83 4.973 4.30147 0.243595
84 4.96877 4.61755 0.241691
85 4.97291 5.32058 0.240066
86 5.0147 8.56627 0.242479
87 5.00528 4.19599 0.240364
88 5.00375 4.86983 0.238555
89 4.99531 4.25285 0.236686
90 4.99037 4.55115 0.236274
91 4.98825 4.79699 0.234571
92 5.00836 6.83843 0.23381
93 5.00036 4.26413 0.23206
94 5.00624 5.55383 0.230578
95 5.00216 4.61793 0.229221
96 5.00664 5.43211 0.22763
97 4.99749 4.11912 0.226769
98 4.99029 4.29251 0.225291
99 4.98269 4.23787 0.223613
100 5.00504 7.21729 0.224212
101 5.00338 4.8373 0.222662
102 4.99752 4.40565 0.221118
103 4.99611 4.85218 0.219929
104 4.98893 4.25019 0.218436
105 4.9895 5.0479 0.217033
106 4.98117 4.10671 0.215545
107 4.97509 4.3309 0.213991
108 4.96872 4.28751 0.212738
109 4.9787 6.05648 0.211676
110 4.9634 3.29547 0.210645
111 4.95976 4.55894 0.209856
112 4.95729 4.68285 0.208877
113 4.96286 5.58743 0.208017
114 4.96162 4.82172 0.206717
115 4.96142 4.93795 0.205645
116 4.95344 4.03643 0.204387
117 4.95023 4.57703 0.203351
118 4.95911 5.99869 0.20247
119 4.9567 4.67167 0.20131
120 4.9547 4.71733 0.200268
121 4.95781 5.33035 0.199305
122 4.95871 5.06828 0.198429
123 4.95196 4.12833 0.197298
124 4.96437 6.49043 0.196564
125 4.97086 5.77587 0.195618
126 4.97545 5.54939 0.194565
127 4.97647 5.10535 0.193657
128 4.97707 5.05264 0.192667
