#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1  0.00194786  0.00194786           0
           2  0.00199015  0.00196901  1.4953e-05
           3  0.00202695  0.00198832 1.86565e-05
           4  0.00193948  0.00197611 1.75378e-05
           5  0.00198415  0.00197772 1.41037e-05
           6  0.00193278  0.00197023 1.35969e-05
           7  0.00200553  0.00197527 1.25551e-05
           8  0.00196794  0.00197436 1.10191e-05
           9  0.00205098  0.00198287 1.26639e-05
          10  0.00198715   0.0019833 1.14047e-05
          11  0.00201624  0.00198629 1.07539e-05
          12  0.00198325  0.00198604 9.86076e-06
          13  0.00198126  0.00198567 9.10909e-06
          14  0.00197724  0.00198507 8.47833e-06
          15  0.00204047  0.00198876 8.68039e-06
          16  0.00197338   0.0019878 8.19091e-06
          17  0.00200329  0.00198871 7.75962e-06
          18  0.00198303   0.0019884 7.33495e-06
          19  0.00200033  0.00198902 6.97572e-06
          20  0.00200048   0.0019896  6.6504e-06
          21  0.00204882  0.00199242 6.90581e-06
          22  0.00200741   0.0019931 6.62545e-06
          23  0.00196275  0.00199178 6.46743e-06
          24   0.0019744  0.00199106 6.23837e-06
          25  0.00204496  0.00199321 6.35056e-06
          26  0.00210167  0.00199738 7.34979e-06
          27  0.00196688  0.00199625 7.16388e-06
          28  0.00199638  0.00199626 6.90803e-06
          29  0.00205155  0.00199816 6.92794e-06
          30    0.001973  0.00199733 6.74759e-06
          31  0.00195666  0.00199601 6.65624e-06
          32  0.00193122  0.00199399  6.7492e-06
          33  0.00197028  0.00199327 6.58279e-06
          34  0.00204391  0.00199476 6.55551e-06
          35  0.00206026  0.00199663 6.62997e-06
          36  0.00198206  0.00199623 6.45816e-06
          37  0.00208275  0.00199857 6.69365e-06
          38  0.00202773  0.00199933 6.56137e-06
          39   0.0020092  0.00199959   6.398e-06
          40  0.00203394  0.00200044 6.29544e-06
          41  0.00208341  0.00200247 6.45893e-06
          42  0.00194922   0.0020012 6.42836e-06
          43  0.00199525  0.00200106 6.28035e-06
          44   0.0020418  0.00200199 6.20547e-06
          45  0.00197173  0.00200132 6.10389e-06
          46  0.00199521  0.00200118 5.97264e-06
          47   0.0019615  0.00200034 5.90494e-06
          48  0.00198937  0.00200011 5.78634e-06
          49  0.00204513  0.00200103 5.74072e-06
          50   0.0019399  0.00199981 5.75463e-06
          51  0.00197122  0.00199925 5.66903e-06
          52  0.00203141  0.00199986 5.59365e-06
          53  0.00204622  0.00200074 5.55607e-06
          54  0.00193366   0.0019995 5.59034e-06
          55  0.00198138  0.00199917 5.49839e-06
          56  0.00196195   0.0019985 5.44022e-06
          57  0.00201679  0.00199882 5.35423e-06
          58  0.00202405  0.00199926 5.27955e-06
          59  0.00199331  0.00199916 5.19103e-06
          60  0.00200484  0.00199925 5.10537e-06
          61  0.00206242  0.00200029 5.12563e-06
          62  0.00190363  0.00199873 5.27473e-06
          63  0.00196373  0.00199817 5.22018e-06
          64  0.00200528  0.00199828 5.13979e-06
          65  0.00200959  0.00199846 5.06366e-06
          66  0.00194143  0.00199759 5.06013e-06
          67  0.00200518  0.00199771 4.98587e-06
          68    0.001988  0.00199756 4.91459e-06
          69  0.00196551   0.0019971 4.86528e-06
          70  0.00198953  0.00199699 4.79698e-06
          71  0.00207201  0.00199805 4.84437e-06
          72  0.00197996   0.0019978  4.7836e-06
          73  0.00198664  0.00199764 4.72051e-06
          74  0.00202011  0.00199795 4.66647e-06
          75  0.00197155   0.0019976 4.61751e-06
          76  0.00200211  0.00199765 4.55713e-06
          77  0.00201145  0.00199783 4.50147e-06
          78  0.00199914  0.00199785 4.44379e-06
          79  0.00195484  0.00199731 4.42077e-06
          80  0.00202442  0.00199765 4.37848e-06
          81  0.00202582  0.00199799 4.33822e-06
          82  0.00185446  0.00199624 4.62497e-06
          83  0.00201635  0.00199649 4.57559e-06
          84  0.00203986    0.001997 4.55017e-06
          85  0.00187484  0.00199556 4.71814e-06
          86  0.00210239  0.00199681 4.82403e-06
          87  0.00198273  0.00199664 4.77129e-06
          88  0.00200491  0.00199674   4.718e-06
          89  0.00206375  0.00199749 4.72468e-06
          90  0.00204079  0.00199797 4.69662e-06
          91  0.00205439  0.00199859 4.68574e-06
          92    0.001996  0.00199856 4.63489e-06
          93  0.00190206  0.00199753 4.69978e-06
          94  0.00191765  0.00199668 4.72597e-06
          95   0.0019386  0.00199607  4.7156e-06
          96  0.00199362  0.00199604 4.66655e-06
          97  0.00201274  0.00199621 4.62161e-06
          98  0.00204826  0.00199674 4.60486e-06
          99  0.00196082  0.00199638 4.57262e-06
         100  0.00200538  0.00199647 4.52778e-06
