#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1  0.00744352  0.00744352           0
           2  0.00711341  0.00727847 0.000116711
           3  0.00735344  0.00730346 8.04385e-05
           4   0.0074616  0.00734299 6.93683e-05
           5   0.0077848  0.00743135 9.65702e-05
           6   0.0074762  0.00743883 8.07639e-05
           7  0.00724983  0.00741183 7.36011e-05
           8  0.00728091  0.00739546 6.61953e-05
           9  0.00760094  0.00741829 6.26538e-05
          10  0.00753219  0.00742968 5.74144e-05
          11  0.00731887  0.00741961 5.30714e-05
          12  0.00726701  0.00740689 5.01492e-05
          13  0.00779899  0.00743705 5.46137e-05
          14   0.0073568  0.00743132 5.10127e-05
          15  0.00730329  0.00742279 4.83207e-05
          16  0.00708514  0.00740168 4.96956e-05
          17  0.00717161  0.00738815 4.85802e-05
          18  0.00715698  0.00737531 4.75486e-05
          19  0.00721187   0.0073667 4.58176e-05
          20  0.00710888  0.00735381  4.5304e-05
          21   0.0072444   0.0073486 4.34452e-05
          22  0.00689378  0.00732793 4.61278e-05
          23  0.00749538  0.00733521 4.46931e-05
          24  0.00733984   0.0073354 4.28313e-05
          25  0.00738575  0.00733742 4.11654e-05
          26  0.00725836  0.00733438 3.96942e-05
          27  0.00763342  0.00734545 3.97393e-05
          28  0.00700378  0.00733325 4.01498e-05
          29  0.00694852  0.00731998 4.08985e-05
          30  0.00705819  0.00731126 4.04554e-05
          31  0.00704716  0.00730274 4.00374e-05
          32  0.00760452  0.00731217 3.98814e-05
          33  0.00739577   0.0073147 3.87533e-05
          34  0.00729939  0.00731425 3.76161e-05
          35   0.0071672  0.00731005 3.67753e-05
          36  0.00702153  0.00730203 3.66166e-05
          37  0.00727358  0.00730127  3.5635e-05
          38  0.00714551  0.00729717 3.49322e-05
          39   0.0072941  0.00729709 3.40366e-05
          40  0.00769128  0.00730694 3.45829e-05
          41  0.00725354  0.00730564 3.37639e-05
          42  0.00759074  0.00731243 3.36355e-05
          43  0.00775733  0.00732278 3.44078e-05
          44   0.0075715  0.00732843  3.4087e-05
          45  0.00715775  0.00732464 3.35398e-05
          46  0.00755177  0.00732957 3.31722e-05
          47  0.00702982   0.0073232 3.30738e-05
          48  0.00746919  0.00732624 3.25243e-05
          49  0.00732965  0.00732631 3.18606e-05
          50  0.00724469  0.00732467 3.12652e-05
          51  0.00747378   0.0073276 3.07886e-05
          52  0.00768683  0.00733451 3.09618e-05
          53  0.00738264  0.00733541  3.0391e-05
          54  0.00727456  0.00733429 2.98491e-05
          55  0.00772029  0.00734131 3.01201e-05
          56   0.0072542  0.00733975 2.96224e-05
          57  0.00706138  0.00733487 2.95025e-05
          58   0.0075106   0.0073379  2.9149e-05
          59  0.00744928  0.00733978  2.8716e-05
          60  0.00725424  0.00733836 2.82728e-05
          61  0.00796442  0.00734862 2.96136e-05
          62  0.00783759  0.00735651 3.01678e-05
          63  0.00723669  0.00735461 2.97489e-05
          64  0.00727356  0.00735334  2.9311e-05
          65   0.0072335   0.0073515  2.8918e-05
          66  0.00730108  0.00735073 2.84899e-05
          67  0.00724424  0.00734914  2.8109e-05
          68  0.00698553   0.0073438 2.81996e-05
          69  0.00717717  0.00734138 2.78942e-05
          70  0.00690122  0.00733509 2.81955e-05
          71  0.00765864  0.00733965 2.81642e-05
          72  0.00766769  0.00734421 2.81391e-05
          73  0.00734733  0.00734425 2.77537e-05
          74  0.00722556  0.00734264  2.7425e-05
          75  0.00768264  0.00734718 2.74314e-05
          76  0.00793511  0.00735491 2.81402e-05
          77   0.0076068  0.00735819 2.79642e-05
          78  0.00751416  0.00736018 2.76771e-05
          79  0.00734013  0.00735993 2.73279e-05
          80    0.006995  0.00735537 2.73644e-05
          81  0.00698553   0.0073508 2.74048e-05
          82  0.00739084  0.00735129  2.7075e-05
          83   0.0072385  0.00734993 2.67828e-05
          84  0.00734466  0.00734987 2.64641e-05
          85  0.00735763  0.00734996 2.61529e-05
          86  0.00709221  0.00734696 2.60199e-05
          87  0.00746236  0.00734829 2.57546e-05
          88  0.00725391  0.00734722 2.54843e-05
          89  0.00736078  0.00734737 2.51984e-05
          90  0.00752888  0.00734939  2.4999e-05
          91   0.0076266  0.00735243 2.49092e-05
          92  0.00722586  0.00735106 2.46764e-05
          93  0.00762022  0.00735395 2.45802e-05
          94  0.00735371  0.00735395 2.43187e-05
          95  0.00758344  0.00735637 2.41824e-05
          96  0.00731869  0.00735597 2.39337e-05
          97  0.00781444   0.0073607 2.41492e-05
          98  0.00734654  0.00736055 2.39032e-05
          99   0.0074058  0.00736101 2.36661e-05
         100  0.00722075  0.00735961  2.3471e-05
