#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1  0.00870415  0.00870415           0
           2  0.00852538  0.00861477 6.32038e-05
           3  0.00842814  0.00855256 6.59963e-05
           4  0.00916486  0.00870563 0.000141507
           5  0.00929352  0.00882321 0.000154516
           6     0.00854  0.00877601 0.000135781
           7  0.00819508  0.00869302 0.000139458
           8   0.0093981  0.00878115 0.000147266
           9  0.00918137  0.00882562 0.000137453
          10    0.009039  0.00884696 0.000125353
          11  0.00861381  0.00882576 0.000115735
          12   0.0090865  0.00884749 0.000108111
          13   0.0091618  0.00887167 0.000102463
          14  0.00822027  0.00882514 0.000105179
          15  0.00872995  0.00881879 9.83584e-05
          16  0.00823737  0.00878246 9.86959e-05
          17  0.00987905  0.00884696 0.000112004
          18  0.00876095  0.00884218 0.000105883
          19  0.00870676  0.00883506  0.00010055
          20  0.00853172  0.00881989 9.66595e-05
          21  0.00949295  0.00885194 9.72252e-05
          22  0.00834503   0.0088289 9.54972e-05
          23  0.00908436  0.00884001 9.19888e-05
          24  0.00876835  0.00883702 8.82044e-05
          25  0.00905233  0.00884563 8.50956e-05
          26  0.00898037  0.00885081 8.19803e-05
          27  0.00826989   0.0088293 8.17187e-05
          28   0.0089556  0.00883381 7.89246e-05
          29   0.0085824  0.00882514 7.66777e-05
          30  0.00887415  0.00882677 7.41392e-05
          31   0.0075989  0.00878716 8.16453e-05
          32  0.00770576  0.00875337 8.58032e-05
          33  0.00831526  0.00874009  8.4224e-05
          34  0.00852298  0.00873371 8.19885e-05
          35  0.00940334  0.00875284 8.18478e-05
          36  0.00855583  0.00874737  7.9757e-05
          37  0.00880943  0.00874905 7.76191e-05
          38  0.00841086  0.00874015  7.6085e-05
          39  0.00883345  0.00874254 7.41717e-05
          40  0.00902223  0.00874953 7.26462e-05
          41  0.00957206  0.00876959 7.35923e-05
          42  0.00861746  0.00876597 7.19292e-05
          43  0.00838112  0.00875702 7.08111e-05
          44  0.00927956   0.0087689 7.01905e-05
          45  0.00855206  0.00876408 6.87959e-05
          46   0.0089477  0.00876807 6.74161e-05
          47  0.00793394  0.00875032 6.82778e-05
          48  0.00868517  0.00874896 6.68688e-05
          49  0.00781865  0.00872998 6.81462e-05
          50   0.0091484  0.00873835 6.72951e-05
          51   0.0094514  0.00875233 6.74124e-05
          52  0.00917695  0.00876049 6.66087e-05
          53  0.00917316  0.00876828 6.58054e-05
          54  0.00845226  0.00876243 6.48465e-05
          55  0.00936989  0.00877347 6.46012e-05
          56   0.0091054   0.0087794  6.3719e-05
          57  0.00820262  0.00876928 6.33995e-05
          58   0.0085123  0.00876485  6.2461e-05
          59  0.00810662  0.00875369 6.23907e-05
          60  0.00783832  0.00873844 6.31886e-05
          61   0.0087989  0.00873943 6.21605e-05
          62  0.00948761   0.0087515 6.23183e-05
          63  0.00846251  0.00874691 6.14977e-05
          64  0.00801602  0.00873549  6.1588e-05
          65   0.0084838  0.00873162 6.07621e-05
          66  0.00864995  0.00873038 5.98541e-05
          67  0.00907192  0.00873548 5.91774e-05
          68  0.00946202  0.00874616 5.92639e-05
          69  0.00885472  0.00874774 5.84258e-05
          70  0.00839482  0.00874269 5.78083e-05
          71  0.00854604  0.00873992 5.70604e-05
          72  0.00867332    0.008739 5.62754e-05
          73  0.00806311  0.00872974  5.6261e-05
          74  0.00845272    0.008726 5.56251e-05
          75  0.00899156  0.00872954  5.4996e-05
          76  0.00859076  0.00872771 5.43027e-05
          77  0.00886329  0.00872947  5.3626e-05
          78  0.00944907   0.0087387 5.37262e-05
          79  0.00844055  0.00873492 5.31785e-05
          80  0.00820177  0.00872826 5.29297e-05
          81  0.00854518    0.008726 5.23245e-05
          82  0.00817072  0.00871923 5.21228e-05
          83  0.00908095  0.00872359 5.16767e-05
          84  0.00884129  0.00872499 5.10805e-05
          85  0.00899159  0.00872812 5.05757e-05
          86  0.00897539    0.008731 5.00693e-05
          87   0.0091582  0.00873591  4.9734e-05
          88   0.0082925  0.00873087 4.94234e-05
          89  0.00968905  0.00874164 5.00269e-05
          90  0.00894088  0.00874385   4.952e-05
          91   0.0086716  0.00874306 4.89822e-05
          92  0.00917317  0.00874773 4.86724e-05
          93  0.00871957  0.00874743   4.815e-05
          94  0.00876907  0.00874766 4.76383e-05
          95   0.0084389  0.00874441 4.72476e-05
          96   0.0085359  0.00874224 4.68053e-05
          97  0.00877767   0.0087426 4.63242e-05
          98  0.00898902  0.00874512 4.59197e-05
          99  0.00914536  0.00874916 4.56335e-05
         100   0.0089355  0.00875102 4.52152e-05
