#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1  0.00865148  0.00865148           0
           2  0.00877479  0.00871314 4.35967e-05
           3  0.00835417  0.00859348  0.00010193
           4   0.0086411  0.00860539 7.71398e-05
           5  0.00888646   0.0086616  7.9602e-05
           6   0.0085659  0.00864565 6.79141e-05
           7  0.00797811  0.00855029 0.000105753
           8  0.00909594  0.00861849 0.000112397
           9  0.00814687  0.00856609 0.000111457
          10   0.0100297  0.00871245 0.000171295
          11  0.00918638  0.00875554  0.00016105
          12  0.00692798  0.00860324 0.000207499
          13  0.00774719  0.00853739 0.000201716
          14  0.00916479   0.0085822 0.000192221
          15  0.00872456   0.0085917  0.00017964
          16  0.00778529  0.00854129 0.000175341
          17  0.00918645  0.00857925 0.000169084
          18  0.00768561   0.0085296  0.00016682
          19  0.00821941  0.00851327 0.000158836
          20  0.00938076  0.00855665 0.000156705
          21   0.0100634   0.0086284 0.000164852
          22  0.00870331   0.0086318 0.000157394
          23   0.0082848  0.00861671 0.000151272
          24  0.00847549  0.00861083 0.000145083
          25  0.00733407  0.00855976 0.000147996
          26  0.00828498  0.00854919 0.000142681
          27  0.00819262  0.00853598 0.000138006
          28  0.00867007  0.00854077  0.00013316
          29   0.0088452  0.00855127 0.000128982
          30  0.00869192  0.00855596 0.000124767
          31  0.00795376  0.00853653 0.000122245
          32  0.00870369  0.00854176 0.000118537
          33  0.00858498  0.00854307 0.000114952
          34  0.00843461  0.00853988 0.000111615
          35  0.00947955  0.00856672 0.000111609
          36   0.0085436  0.00856608  0.00010851
          37  0.00751993  0.00853781 0.000109199
          38  0.00821478  0.00852931 0.000106656
          39  0.00740538  0.00850049 0.000107744
          40  0.00895722  0.00851191 0.000105654
          41  0.00864689   0.0085152 0.000103128
          42  0.00944085  0.00853724 0.000103001
          43   0.0088895  0.00854543 0.000100931
          44  0.00864533   0.0085477 9.86624e-05
          45  0.00845489  0.00854564 9.64914e-05
          46  0.00943984  0.00856508  9.6332e-05
          47  0.00860401  0.00856591 9.42859e-05
          48  0.00788024  0.00855162 9.33975e-05
          49  0.00953223  0.00857163 9.36109e-05
          50  0.00939657  0.00858813 9.31813e-05
          51  0.00827622  0.00858202 9.15547e-05
          52  0.00909837  0.00859195 9.03309e-05
          53  0.00766713   0.0085745 9.02962e-05
          54  0.00789942    0.008562 8.94852e-05
          55  0.00894594  0.00856898 8.81301e-05
          56  0.00827895   0.0085638 8.67084e-05
          57   0.0084858  0.00856243  8.5198e-05
          58  0.00917827  0.00857305 8.43881e-05
          59  0.00795689   0.0085626 8.36015e-05
          60   0.0081792  0.00855621  8.2452e-05
          61  0.00747071  0.00853842 8.29984e-05
          62  0.00838457  0.00853594 8.16968e-05
          63   0.0088811  0.00854142 8.05835e-05
          64  0.00876839  0.00854496 7.94024e-05
          65  0.00787845  0.00853471 7.88402e-05
          66  0.00798238  0.00852634 7.80885e-05
          67  0.00827956  0.00852266 7.70098e-05
          68  0.00897002  0.00852924 7.61578e-05
          69  0.00760372  0.00851582 7.62261e-05
          70  0.00876733  0.00851941 7.52218e-05
          71  0.00856345  0.00852003 7.41649e-05
          72  0.00905038   0.0085274 7.34997e-05
          73  0.00849563  0.00852697 7.24942e-05
          74  0.00839494  0.00852518 7.15365e-05
          75  0.00914385  0.00853343 7.10566e-05
          76  0.00666736  0.00850888 7.42428e-05
          77  0.00788033  0.00850071  7.3726e-05
          78  0.00746977   0.0084875 7.39561e-05
          79  0.00870776  0.00849028 7.30725e-05
          80  0.00976914  0.00850627 7.38869e-05
          81  0.00948475  0.00851835 7.39556e-05
          82   0.0079791  0.00851177 7.33455e-05
          83  0.00883763   0.0085157 7.25669e-05
          84  0.00943453  0.00852664 7.25227e-05
          85   0.0084301   0.0085255 7.16784e-05
          86  0.00916078  0.00853289 7.12245e-05
          87   0.0075996  0.00852216 7.12091e-05
          88  0.00836447  0.00852037 7.04225e-05
          89  0.00873377  0.00852277  6.9672e-05
          90  0.00881586  0.00852602  6.8974e-05
          91  0.00957577  0.00853756 6.91739e-05
          92   0.0098701  0.00855204  6.9922e-05
          93  0.00770553  0.00854294 6.97601e-05
          94  0.00964251  0.00855464 6.99918e-05
          95  0.00876897   0.0085569 6.92914e-05
          96  0.00832375  0.00855447 6.86122e-05
          97  0.00854149  0.00855433  6.7905e-05
          98   0.0090082  0.00855896 6.73698e-05
          99  0.00963396  0.00856982 6.75587e-05
         100  0.00867045  0.00857083 6.68906e-05
