#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1  0.00816427  0.00816427           0
           2  0.00942775  0.00879601 0.000446708
           3   0.0087497  0.00878057 0.000298072
           4  0.00888584  0.00880689 0.000224713
           5  0.00955034  0.00895558 0.000223617
           6  0.00875298  0.00892181  0.00018888
           7  0.00889359  0.00891778  0.00016194
           8  0.00945224  0.00898459 0.000154866
           9   0.0088822  0.00897321 0.000138076
          10   0.0094819  0.00902408  0.00013331
          11  0.00833375  0.00896132 0.000135158
          12   0.0087709  0.00894545 0.000124823
          13  0.00821199  0.00888903 0.000127335
          14  0.00906832  0.00890184 0.000118882
          15  0.00919454  0.00892135 0.000112547
          16  0.00850302  0.00889521 0.000108507
          17   0.0104567  0.00898706 0.000135537
          18  0.00875318  0.00897407 0.000128629
          19  0.00886015  0.00896807 0.000121998
          20    0.008486  0.00894397 0.000118256
          21  0.00950899  0.00897088 0.000115645
          22   0.0091776  0.00898027 0.000110769
          23  0.00933148  0.00899554    0.000107
          24  0.00917567  0.00900305 0.000102805
          25  0.00867517  0.00898993 9.95259e-05
          26  0.00942571  0.00900669  9.7099e-05
          27  0.00870916  0.00899567  9.4126e-05
          28   0.0092457   0.0090046 9.11869e-05
          29    0.009001  0.00900448 8.80426e-05
          30  0.00823187  0.00897873 8.87946e-05
          31  0.00803784  0.00894837 9.09697e-05
          32  0.00922698  0.00895708 8.85425e-05
          33  0.00827927  0.00893654 8.82096e-05
          34  0.00892828   0.0089363 8.56156e-05
          35  0.00860244  0.00892676 8.36991e-05
          36  0.00959884  0.00894543 8.34302e-05
          37  0.00856612  0.00893518 8.18028e-05
          38   0.0092702  0.00894399 8.01237e-05
          39  0.00939095  0.00895545 7.88846e-05
          40  0.00950194  0.00896912 7.80867e-05
          41  0.00877319  0.00896434 7.63282e-05
          42  0.00906399  0.00896671 7.45477e-05
          43  0.00891514  0.00896551 7.28237e-05
          44  0.00923639  0.00897167 7.14284e-05
          45  0.00778537   0.0089453 7.45472e-05
          46  0.00895684  0.00894556 7.29271e-05
          47    0.008411  0.00893418 7.22569e-05
          48  0.00847247  0.00892456 7.13889e-05
          49  0.00878361  0.00892169 6.99899e-05
          50  0.00967467  0.00893675 7.01916e-05
          51  0.00863087  0.00893075 6.90711e-05
          52  0.00858051  0.00892401 6.80704e-05
          53  0.00820939  0.00891053 6.81083e-05
          54  0.00860273  0.00890483 6.70852e-05
          55   0.0105777  0.00893525 7.24333e-05
          56  0.00954694  0.00894617 7.19587e-05
          57  0.00837351  0.00893612 7.13942e-05
          58  0.00836937  0.00892635 7.08288e-05
          59  0.00832188  0.00891611 7.03654e-05
          60  0.00781582  0.00889777 7.15423e-05
          61  0.00854697  0.00889202 7.06003e-05
          62  0.00884992  0.00889134 6.94648e-05
          63  0.00817173  0.00887992 6.92949e-05
          64   0.0081938   0.0088692 6.90365e-05
          65  0.00807023   0.0088569   6.906e-05
          66  0.00871319  0.00885473 6.80479e-05
          67  0.00935482  0.00886219 6.74404e-05
          68  0.00859016  0.00885819 6.65672e-05
          69  0.00902358  0.00886059 6.56456e-05
          70  0.00836664  0.00885353  6.5086e-05
          71   0.0092408  0.00885898 6.43974e-05
          72  0.00855587  0.00885477 6.36405e-05
          73  0.00924302  0.00886009 6.29905e-05
          74  0.00863275  0.00885702 6.22142e-05
          75  0.00875359  0.00885564 6.13999e-05
          76  0.00935148  0.00886217 6.09377e-05
          77  0.00885805  0.00886211 6.01463e-05
          78   0.0088172  0.00886154 5.93779e-05
          79  0.00879186  0.00886065 5.86329e-05
          80  0.00895942  0.00886189 5.79129e-05
          81  0.00871454  0.00886007 5.72265e-05
          82  0.00931384   0.0088656 5.67956e-05
          83  0.00914648  0.00886899  5.6212e-05
          84   0.0087758  0.00886788 5.55538e-05
          85  0.00827961  0.00886096 5.53296e-05
          86  0.00876876  0.00885989 5.46966e-05
          87  0.00820498  0.00885236 5.45835e-05
          88  0.00800099  0.00884268 5.48139e-05
          89  0.00915288  0.00884617 5.43087e-05
          90  0.00921872  0.00885031 5.38628e-05
          91  0.00843397  0.00884573 5.34648e-05
          92  0.00964724  0.00885445 5.35888e-05
          93  0.00846679  0.00885028 5.31745e-05
          94   0.0106328  0.00886924 5.58878e-05
          95   0.0078424  0.00885843  5.6335e-05
          96  0.00849736  0.00885467 5.58736e-05
          97  0.00936116  0.00885989  5.5541e-05
          98  0.00933607  0.00886475 5.51864e-05
          99  0.00870504  0.00886314 5.46526e-05
         100  0.00907464  0.00886525 5.41469e-05
