#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1  0.00336565  0.00336565           0
           2   0.0035133  0.00343947 5.22046e-05
           3  0.00343164  0.00343686 3.48683e-05
           4  0.00339264  0.00342581 2.78488e-05
           5  0.00330342  0.00340133 3.12358e-05
           6  0.00338227  0.00339815 2.61908e-05
           7  0.00342077  0.00340138 2.26477e-05
           8  0.00343683  0.00340581 2.02454e-05
           9  0.00346919  0.00341286 1.91816e-05
          10  0.00337967  0.00340954 1.75481e-05
          11  0.00335165  0.00340428 1.67233e-05
          12  0.00343665  0.00340697 1.55458e-05
          13  0.00338942  0.00340562 1.44085e-05
          14  0.00333871  0.00340084 1.41498e-05
          15  0.00334659  0.00339723 1.36609e-05
          16  0.00329215  0.00339066 1.42989e-05
          17  0.00346774  0.00339519 1.41583e-05
          18  0.00316382  0.00338234 1.82991e-05
          19  0.00347739  0.00338734 1.80069e-05
          20  0.00334328  0.00338514 1.72407e-05
          21  0.00336133  0.00338401  1.6457e-05
          22   0.0033459  0.00338227 1.57998e-05
          23  0.00330689    0.003379 1.54491e-05
          24  0.00348347  0.00338335 1.54064e-05
          25  0.00338093  0.00338325 1.47904e-05
          26  0.00340258    0.003384 1.42402e-05
          27  0.00338155  0.00338391 1.37131e-05
          28  0.00335371  0.00338283 1.32657e-05
          29  0.00341453  0.00338392 1.28532e-05
          30  0.00331454  0.00338161 1.26311e-05
          31  0.00332286  0.00337971  1.2365e-05
          32   0.0034532  0.00338201   1.219e-05
          33  0.00343262  0.00338354 1.19167e-05
          34  0.00328342   0.0033806 1.19245e-05
          35  0.00336367  0.00338011 1.15936e-05
          36  0.00341005  0.00338095 1.13013e-05
          37  0.00348927  0.00338387 1.13688e-05
          38  0.00344367  0.00338545  1.1178e-05
          39  0.00346986  0.00338761 1.10989e-05
          40  0.00331504   0.0033858 1.09687e-05
          41  0.00341343  0.00338647 1.07219e-05
          42  0.00337091   0.0033861  1.0473e-05
          43  0.00339818  0.00338638 1.02332e-05
          44  0.00352073  0.00338943 1.04462e-05
          45  0.00326741  0.00338672 1.05602e-05
          46  0.00346868   0.0033885 1.04798e-05
          47  0.00340373  0.00338883 1.02618e-05
          48    0.003548  0.00339214 1.05702e-05
          49  0.00340577  0.00339242 1.03582e-05
          50  0.00332617   0.0033911 1.02354e-05
          51  0.00348053  0.00339285 1.01838e-05
          52  0.00325274  0.00339016 1.03383e-05
          53  0.00337421  0.00338986 1.01476e-05
          54  0.00331794  0.00338852 1.00467e-05
          55  0.00340819  0.00338888 9.87037e-06
          56  0.00339993  0.00338908 9.69608e-06
          57  0.00332619  0.00338798 9.58854e-06
          58  0.00341408  0.00338843 9.43378e-06
          59  0.00342404  0.00338903 9.29317e-06
          60  0.00337202  0.00338875 9.14261e-06
          61  0.00344713   0.0033897 9.04269e-06
          62  0.00347519  0.00339108 9.00134e-06
          63   0.0033134  0.00338985 8.94252e-06
          64   0.0034052  0.00339009   8.806e-06
          65  0.00341115  0.00339041 8.67648e-06
          66  0.00332789  0.00338947 8.59659e-06
          67  0.00350538   0.0033912 8.64062e-06
          68  0.00328574  0.00338964 8.65159e-06
          69  0.00334362  0.00338898 8.55188e-06
          70  0.00343029  0.00338957 8.45005e-06
          71  0.00345726  0.00339052 8.38465e-06
          72  0.00328704  0.00338908 8.39046e-06
          73  0.00344141   0.0033898 8.30609e-06
          74  0.00343028  0.00339035 8.21184e-06
          75  0.00334422  0.00338973 8.12535e-06
          76  0.00332083  0.00338883 8.06886e-06
          77  0.00350891  0.00339039 8.11339e-06
          78  0.00329195  0.00338912 8.10692e-06
          79  0.00340766  0.00338936 8.00769e-06
          80  0.00350939  0.00339086 8.04693e-06
          81  0.00344131  0.00339148 7.97165e-06
          82    0.003286   0.0033902 7.97756e-06
          83  0.00330578  0.00338918 7.94601e-06
          84  0.00327151  0.00338778 7.97394e-06
          85  0.00340097  0.00338793 7.88164e-06
          86  0.00337535  0.00338779 7.79135e-06
          87  0.00333197  0.00338714 7.72816e-06
          88   0.0033132   0.0033863 7.68588e-06
          89  0.00345246  0.00338705 7.63539e-06
          90  0.00333136  0.00338643 7.57558e-06
          91  0.00344251  0.00338705 7.51736e-06
          92  0.00334949  0.00338664 7.44673e-06
          93  0.00327855  0.00338547  7.4568e-06
          94  0.00348244  0.00338651 7.44848e-06
          95  0.00327185   0.0033853 7.46722e-06
          96  0.00346436  0.00338612 7.43471e-06
          97  0.00339404   0.0033862 7.35851e-06
          98  0.00332465  0.00338558 7.31018e-06
          99   0.0032049  0.00338375 7.46068e-06
         100  0.00340612  0.00338398 7.38943e-06
