#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1  0.00819642  0.00819642           0
           2  0.00829963  0.00824803  3.6493e-05
           3   0.0101439  0.00887997 0.000516553
           4  0.00737762  0.00850438 0.000505856
           5  0.00850257  0.00850402 0.000404685
           6  0.00855664  0.00851279 0.000337332
           7  0.00865169  0.00853263 0.000289725
           8  0.00810236  0.00847885 0.000258453
           9  0.00709532  0.00832512 0.000271633
          10  0.00862195  0.00835481 0.000246086
          11  0.00888167   0.0084027 0.000228328
          12  0.00747658  0.00832553 0.000221961
          13  0.00763915  0.00827273 0.000211073
          14  0.00992363  0.00839065 0.000226554
          15   0.0104623  0.00852876 0.000250028
          16  0.00734331  0.00845467 0.000245133
          17   0.0103617  0.00856684 0.000255092
          18  0.00801294  0.00853607  0.00024277
          19  0.00648419  0.00842808 0.000252874
          20  0.00844331  0.00842884 0.000240231
          21  0.00856864   0.0084355 0.000228884
          22  0.00833102  0.00843075 0.000218529
          23  0.00709753  0.00837278  0.00021658
          24  0.00832244  0.00837068 0.000207566
          25  0.00852853    0.008377 0.000199359
          26  0.00980618  0.00843197 0.000199125
          27   0.0103969  0.00850474 0.000204618
          28  0.00714443  0.00845616 0.000202996
          29  0.00782244  0.00843431 0.000197168
          30  0.00743947  0.00840115 0.000193365
          31  0.00820486  0.00839482 0.000187231
          32  0.00952153  0.00843003 0.000184661
          33   0.0080182  0.00841755 0.000179486
          34  0.00657426  0.00836333 0.000182211
          35  0.00832185  0.00836215 0.000177009
          36  0.00851374  0.00836636 0.000172142
          37  0.00883788   0.0083791 0.000167961
          38  0.00755088  0.00835731 0.000164949
          39  0.00766432  0.00833954 0.000161674
          40  0.00800974  0.00833129 0.000157842
          41  0.00920489   0.0083526 0.000155424
          42     0.00872  0.00836135 0.000151969
          43  0.00873591  0.00837006 0.000148684
          44  0.00928333  0.00839081 0.000146747
          45  0.00656497  0.00835024 0.000148989
          46  0.00881787  0.00836041 0.000146097
          47  0.00872951  0.00836826 0.000143199
          48  0.00814886  0.00836369 0.000140289
          49  0.00887738  0.00837417 0.000137817
          50  0.00758442  0.00835838 0.000135963
          51  0.00813531    0.008354 0.000133367
          52  0.00886656  0.00836386 0.000131166
          53  0.00795375  0.00835612 0.000128919
          54  0.00915867  0.00837098 0.000127386
          55  0.00752975  0.00835569 0.000125985
          56  0.00793333  0.00834815  0.00012396
          57   0.0105044  0.00838598 0.000127427
          58  0.00969981  0.00840863 0.000127228
          59  0.00877824  0.00841489 0.000125226
          60  0.00754211  0.00840035  0.00012398
          61  0.00829649  0.00839864  0.00012196
          62  0.00785116  0.00838981 0.000120312
          63  0.00877297   0.0083959 0.000118556
          64  0.00747544  0.00838151 0.000117572
          65  0.00845212   0.0083826 0.000115769
          66  0.00870759  0.00838752 0.000114119
          67  0.00808004  0.00838293 0.000112508
          68  0.00914389  0.00839412 0.000111409
          69  0.00857702  0.00839678 0.000109826
          70  0.00770864  0.00838694 0.000108696
          71  0.00898375  0.00839535 0.000107489
          72  0.00798959  0.00838972 0.000106144
          73   0.0101855  0.00841432 0.000107503
          74  0.00729664  0.00839921 0.000107106
          75  0.00743515  0.00838636 0.000106446
          76  0.00761998  0.00837627 0.000105522
          77  0.00926888  0.00838787 0.000104787
          78  0.00750843  0.00837659 0.000104048
          79    0.008784  0.00838175 0.000102859
          80  0.00866181  0.00838525 0.000101633
          81  0.00867643  0.00838884 0.000100441
          82  0.00776941  0.00838129 9.95003e-05
          83   0.0084842  0.00838253 9.83092e-05
          84  0.00832546  0.00838185 9.71412e-05
          85  0.00742595   0.0083706 9.66471e-05
          86  0.00974211  0.00838655 9.68301e-05
          87  0.00767331  0.00837835 9.60636e-05
          88  0.00835569   0.0083781 9.49723e-05
          89  0.00749947  0.00836822 9.44169e-05
          90  0.00773812  0.00836122  9.3627e-05
          91  0.00854007  0.00836319 9.26188e-05
          92   0.0083148  0.00836266 9.16136e-05
          93  0.00882483  0.00836763 9.07632e-05
          94   0.0102089  0.00838722 9.18869e-05
          95   0.0075772  0.00837869 9.13144e-05
          96  0.00816173  0.00837643 9.03912e-05
          97  0.00832433   0.0083759 8.94609e-05
          98  0.00764627  0.00836845 8.88573e-05
          99  0.00863128  0.00837111 8.79994e-05
         100  0.00797575  0.00836715 8.72082e-05
