#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1 5.32933e-05 5.32933e-05           0
           2           0 2.66467e-05  1.8842e-05
           3 5.32933e-05 3.55289e-05 1.45046e-05
           4           0 2.66467e-05 1.33233e-05
           5           0 2.13173e-05  1.1676e-05
           6           0 1.77644e-05 1.02563e-05
           7           0 1.52267e-05 9.09967e-06
           8           0 1.33233e-05 8.15884e-06
           9 8.87778e-05 2.17072e-05 1.07273e-05
          10           0 1.95364e-05 9.87174e-06
          11 0.000141938 3.06638e-05 1.38961e-05
          12 0.000283307 5.17174e-05 2.38448e-05
          13           0 4.77391e-05   2.234e-05
          14           0 4.43292e-05 2.10029e-05
          15           0 4.13739e-05 1.98095e-05
          16           0 3.87881e-05 1.87394e-05
          17           0 3.65064e-05 1.77755e-05
          18           0 3.44783e-05 1.69033e-05
          19           0 3.26636e-05 1.61107e-05
          20           0 3.10304e-05 1.53877e-05
          21           0 2.95528e-05 1.47258e-05
          22           0 2.82095e-05 1.41176e-05
          23 3.55378e-05 2.85281e-05 1.35073e-05
          24           0 2.73394e-05 1.29967e-05
          25           0 2.62459e-05 1.25228e-05
          26           0 2.52364e-05 1.20818e-05
          27 3.55378e-05 2.56179e-05 1.16403e-05
          28           0  2.4703e-05 1.12605e-05
          29           0 2.38512e-05 1.09044e-05
          30           0 2.30561e-05 1.05698e-05
          31           0 2.23124e-05  1.0255e-05
          32           0 2.16151e-05 9.95821e-06
          33           0 2.09601e-05 9.67796e-06
          34           0 2.03437e-05 9.41293e-06
          35           0 1.97624e-05 9.16192e-06
          36           0 1.92135e-05 8.92385e-06
          37 5.32933e-05 2.01345e-05 8.73007e-06
          38           0 1.96047e-05 8.51639e-06
          39           0  1.9102e-05 8.31285e-06
          40           0 1.86244e-05 8.11873e-06
          41           0 1.81702e-05 7.93341e-06
          42 0.000141938  2.1117e-05 8.27374e-06
          43           0 2.06259e-05 8.09589e-06
          44 3.55378e-05 2.09648e-05 7.91898e-06
          45           0  2.0499e-05  7.7567e-06
          46           0 2.00533e-05 7.60086e-06
          47           0 1.96267e-05 7.45111e-06
          48           0 1.92178e-05 7.30709e-06
          49           0 1.88256e-05 7.16848e-06
          50           0 1.84491e-05 7.03499e-06
          51           0 1.80873e-05 6.90634e-06
          52           0 1.77395e-05 6.78228e-06
          53           0 1.74048e-05 6.66257e-06
          54           0 1.70825e-05 6.54698e-06
          55           0 1.67719e-05 6.43531e-06
          56           0 1.64724e-05 6.32736e-06
          57           0 1.61834e-05 6.22295e-06
          58           0 1.59044e-05 6.12191e-06
          59           0 1.56348e-05 6.02408e-06
          60           0 1.53742e-05 5.92931e-06
          61           0 1.51222e-05 5.83746e-06
          62           0 1.48783e-05  5.7484e-06
          63           0 1.46421e-05 5.66201e-06
          64           0 1.44133e-05 5.57816e-06
          65           0 1.41916e-05 5.49675e-06
          66           0 1.39766e-05 5.41767e-06
          67           0  1.3768e-05 5.34082e-06
          68           0 1.35655e-05 5.26612e-06
          69           0 1.33689e-05 5.19346e-06
          70           0 1.31779e-05 5.12278e-06
          71 1.77733e-05 1.32426e-05 5.05104e-06
          72 5.32933e-05 1.37989e-05 5.01142e-06
          73           0 1.36099e-05 4.94634e-06
          74           0 1.34259e-05 4.88291e-06
          75 0.000124227 1.49033e-05 5.03634e-06
          76   7.104e-05 1.56419e-05 5.02394e-06
          77           0 1.54388e-05  4.9628e-06
          78           0 1.52409e-05 4.90312e-06
          79           0 1.50479e-05 4.84485e-06
          80           0 1.48598e-05 4.78794e-06
          81  0.00130833 3.08286e-05 1.65595e-05
          82           0 3.04527e-05 1.63618e-05
          83           0 3.00858e-05 1.61688e-05
          84           0 2.97276e-05 1.59803e-05
          85 5.32933e-05 3.00049e-05 1.57947e-05
          86           0  2.9656e-05 1.56149e-05
          87           0 2.93151e-05 1.54391e-05
          88           0  2.8982e-05 1.52673e-05
          89           0 2.86563e-05 1.50992e-05
          90           0 2.83379e-05 1.49348e-05
          91           0 2.80265e-05 1.47739e-05
          92           0 2.77219e-05 1.46165e-05
          93  0.00166571 4.53346e-05 2.27144e-05
          94           0 4.48523e-05 2.24779e-05
          95           0 4.43802e-05 2.22462e-05
          96           0 4.39179e-05 2.20193e-05
          97           0 4.34652e-05 2.17969e-05
          98           0 4.30216e-05  2.1579e-05
          99           0 4.25871e-05 2.13654e-05
         100           0 4.21612e-05  2.1156e-05
