#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.97644    -0.97644           0
           2     -0.9641    -0.97027  0.00436285
           3     -0.9636   -0.968047  0.00342859
           4     -0.9524   -0.964135  0.00425302
           5    -0.96986    -0.96528   0.0035532
           6    -0.96134   -0.964623  0.00302107
           7    -0.96446     -0.9646  0.00258958
           8     -0.9765   -0.966088    0.002659
           9    -0.96292   -0.965736  0.00238674
          10     -0.9599   -0.965152  0.00221826
          11    -0.95558   -0.964282   0.0021806
          12    -0.98502    -0.96601  0.00259486
          13    -0.96984   -0.966305  0.00241192
          14    -0.97732   -0.967091   0.0023645
          15    -0.94508   -0.965624  0.00262298
          16    -0.98716    -0.96697  0.00278305
          17    -0.96958   -0.967124  0.00262358
          18    -0.96506   -0.967009  0.00248033
          19     -0.9774   -0.967556  0.00240932
          20    -0.96332   -0.967344  0.00229815
          21    -0.95694   -0.966849  0.00224148
          22     -0.9592   -0.966501  0.00216638
          23    -0.97424   -0.966837  0.00209816
          24    -0.96282    -0.96667  0.00201741
          25    -0.96264   -0.966509  0.00194314
          26    -0.97218   -0.966727  0.00188061
          27    -0.94514   -0.965927   0.0019736
          28     -0.9748   -0.966244  0.00192839
          29     -0.9821   -0.966791  0.00193785
          30    -0.98008   -0.967234  0.00192322
          31    -0.96728   -0.967235  0.00186118
          32    -0.98714   -0.967858  0.00190412
          33    -0.98428   -0.968355  0.00191035
          34    -0.97462   -0.968539  0.00186302
          35     -0.9548   -0.968147  0.00185069
          36    -0.97604   -0.968366  0.00181222
          37    -0.96492   -0.968273  0.00176564
          38     -0.9818   -0.968629  0.00175469
          39    -0.98598   -0.969074   0.0017652
          40    -0.98294   -0.969421  0.00175478
          41       -0.98   -0.969679  0.00173085
          42      -0.974   -0.969781  0.00169269
          43    -0.98856   -0.970218  0.00170873
          44     -0.9439    -0.96962   0.0017715
          45    -0.97062   -0.969642  0.00173227
          46    -0.97612   -0.969783  0.00170032
          47    -0.97744   -0.969946  0.00167193
          48     -0.9953   -0.970474  0.00171852
          49    -0.98166   -0.970702  0.00169854
          50    -0.95342   -0.970357  0.00169937
          51    -0.98546   -0.970653  0.00169166
          52     -0.9539   -0.970331  0.00168953
          53     -0.9753   -0.970425  0.00166025
          54    -0.97578   -0.970524  0.00163246
          55    -0.96578   -0.970437  0.00160506
          56    -0.97278   -0.970479  0.00157694
          57     -0.9657   -0.970395   0.0015515
          58    -0.97818    -0.97053  0.00153055
          59    -0.96528   -0.970441  0.00150719
          60    -0.97432   -0.970505  0.00148346
          61    -0.97016     -0.9705  0.00145915
          62    -0.97056   -0.970501  0.00143561
          63      -0.976   -0.970588  0.00141548
          64    -0.96952   -0.970571  0.00139346
          65     -0.9815   -0.970739  0.00138213
          66    -0.96736   -0.970688  0.00136213
          67    -0.98636   -0.970922  0.00136174
          68    -0.96074   -0.970772  0.00134992
          69    -0.97506   -0.970834  0.00133179
          70    -0.96892   -0.970807  0.00131304
          71    -0.97552   -0.970874  0.00129623
          72    -0.98024   -0.971004  0.00128473
          73    -0.97404   -0.971045  0.00126781
          74    -0.96298   -0.970936  0.00125535
          75    -0.98232   -0.971088  0.00124776
          76     -0.9812   -0.971221  0.00123841
          77    -0.94672   -0.970903  0.00126254
          78    -0.97678   -0.970978   0.0012486
          79    -0.98634   -0.971173  0.00124785
          80     -0.9754   -0.971226  0.00123337
          81    -0.97388   -0.971258  0.00121858
          82    -0.96966   -0.971239  0.00120387
          83    -0.97824   -0.971323  0.00119232
          84    -0.97812   -0.971404  0.00118087
          85    -0.98496   -0.971564   0.0011777
          86    -0.94642   -0.971271  0.00119974
          87    -0.98934   -0.971479   0.0012038
          88    -0.97882   -0.971562    0.001193
          89    -0.96078   -0.971441  0.00118573
          90    -0.99156   -0.971665  0.00119345
          91    -0.97184   -0.971667  0.00118033
          92    -0.96242   -0.971566  0.00117177
          93    -0.95428    -0.97138  0.00117382
          94    -0.98392   -0.971514  0.00116889
          95    -0.97454   -0.971545  0.00115702
          96     -0.9733   -0.971564  0.00114511
          97      -0.963   -0.971475  0.00113671
          98    -0.98536   -0.971617   0.0011339
          99    -0.99358   -0.971839  0.00114394
         100    -0.96384   -0.971759   0.0011353
