#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.58108    -0.58108           0
           2    -0.58532     -0.5832  0.00149907
           3    -0.58472   -0.583707  0.00108162
           4    -0.58336    -0.58362 0.000814678
           5    -0.58472    -0.58384   0.0006808
           6    -0.57904    -0.58304  0.00092477
           7    -0.58256   -0.582971 0.000795198
           8    -0.58194   -0.582842 0.000706173
           9     -0.5813   -0.582671 0.000648174
          10    -0.58012   -0.582416 0.000631568
          11    -0.58062   -0.582253 0.000594883
          12    -0.58266   -0.582287 0.000546277
          13    -0.58266   -0.582315  0.00050501
          14    -0.58956   -0.582833  0.00068451
          15     -0.5847   -0.582957 0.000650095
          16      -0.584   -0.583022 0.000612722
          17     -0.5856   -0.583174 0.000595142
          18    -0.58044   -0.583022  0.00058114
          19    -0.58448   -0.583099 0.000555595
          20    -0.58112      -0.583 0.000536554
          21    -0.58226   -0.582965 0.000512159
          22    -0.58482   -0.583049 0.000495773
          23    -0.58514    -0.58314 0.000482481
          24     -0.5865    -0.58328 0.000482262
          25    -0.58112   -0.583194 0.000470647
          26    -0.58364   -0.583211 0.000452858
          27    -0.57946   -0.583072 0.000456896
          28    -0.58194   -0.583031 0.000442363
          29    -0.58142   -0.582976 0.000430585
          30    -0.58484   -0.583038 0.000420692
          31    -0.58742   -0.583179 0.000430214
          32     -0.5853   -0.583246 0.000421843
          33    -0.58322   -0.583245 0.000409061
          34    -0.58134   -0.583189 0.000400848
          35     -0.5835   -0.583198 0.000389494
          36    -0.57956   -0.583097 0.000391563
          37    -0.58442   -0.583132  0.00038261
          38    -0.58354   -0.583143 0.000372691
          39    -0.58292   -0.583137 0.000363179
          40    -0.58198   -0.583108 0.000355251
          41     -0.5866   -0.583194 0.000356647
          42     -0.5782   -0.583075  0.00036744
          43    -0.57788   -0.582954 0.000378233
          44    -0.58256   -0.582945 0.000369743
          45    -0.58392   -0.582967 0.000362161
          46     -0.5873   -0.583061 0.000366335
          47    -0.57808   -0.582955 0.000373555
          48    -0.58366    -0.58297 0.000366061
          49    -0.57958     -0.5829 0.000365068
          50    -0.58012   -0.582845 0.000361977
          51    -0.58696   -0.582925 0.000363762
          52    -0.58258   -0.582919 0.000356827
          53    -0.58254   -0.582912 0.000350166
          54    -0.58534   -0.582957 0.000346557
          55     -0.5815    -0.58293 0.000341266
          56     -0.5867   -0.582997 0.000341747
          57    -0.58282   -0.582994 0.000335766
          58    -0.58526   -0.583033 0.000332241
          59     -0.5819   -0.583014 0.000327165
          60    -0.58614   -0.583066 0.000325834
          61     -0.5823   -0.583054 0.000320734
          62    -0.57916   -0.582991 0.000321651
          63    -0.58532   -0.583028 0.000318663
          64    -0.58448   -0.583051 0.000314491
          65    -0.58196   -0.583034 0.000310099
          66    -0.57856   -0.582966 0.000312722
          67    -0.57932   -0.582912 0.000312754
          68    -0.57906   -0.582855 0.000313241
          69     -0.5795   -0.582806 0.000312453
          70    -0.57746    -0.58273 0.000317187
          71    -0.57882   -0.582675 0.000317464
          72     -0.5825   -0.582672 0.000313064
          73     -0.5798   -0.582633 0.000311238
          74    -0.58282   -0.582636 0.000307043
          75    -0.57904   -0.582588 0.000306669
          76     -0.5865   -0.582639 0.000306924
          77    -0.58142   -0.582623 0.000303346
          78    -0.58366   -0.582637 0.000299748
          79    -0.58296   -0.582641 0.000295982
          80    -0.58674   -0.582692 0.000296684
          81    -0.58284   -0.582694 0.000293027
          82    -0.58408   -0.582711 0.000289941
          83     -0.5776   -0.582649 0.000292913
          84    -0.58276    -0.58265 0.000289429
          85     -0.5838   -0.582664 0.000286339
          86    -0.58598   -0.582703 0.000285594
          87    -0.58616   -0.582742 0.000285063
          88     -0.5825    -0.58274 0.000281837
          89    -0.58144   -0.582725 0.000279048
          90    -0.58084   -0.582704 0.000276733
          91    -0.57922   -0.582666 0.000276327
          92     -0.5781   -0.582616 0.000277744
          93    -0.58494   -0.582641  0.00027588
          94    -0.58542   -0.582671 0.000274524
          95     -0.5825   -0.582669  0.00027164
          96    -0.57794    -0.58262 0.000273241
          97    -0.58724   -0.582667 0.000274544
          98    -0.57944   -0.582634 0.000273711
          99     -0.5712   -0.582519 0.000294307
         100    -0.58228   -0.582516 0.000291374
