#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.80408    -0.80408           0
           2    -0.79698    -0.80053  0.00251023
           3    -0.80696   -0.802673  0.00242139
           4     -0.8093    -0.80433   0.0023144
           5     -0.8083   -0.805124  0.00198304
           6    -0.80172   -0.804557  0.00173179
           7     -0.8022    -0.80422  0.00151676
           8    -0.80348   -0.804128  0.00132999
           9    -0.80364   -0.804073  0.00118331
          10    -0.80002   -0.803668  0.00113228
          11    -0.80126   -0.803449  0.00105029
          12    -0.80526     -0.8036 0.000973547
          13     -0.8056   -0.803754 0.000910734
          14    -0.79852    -0.80338 0.000919214
          15    -0.80474   -0.803471 0.000862393
          16    -0.81222   -0.804018 0.000966437
          17    -0.80628   -0.804151 0.000918705
          18    -0.80398   -0.804141 0.000867715
          19    -0.80228   -0.804043 0.000827556
          20    -0.80396   -0.804039 0.000786189
          21    -0.80826    -0.80424 0.000774019
          22    -0.81074   -0.804535 0.000793224
          23    -0.80358   -0.804494 0.000759823
          24    -0.80462   -0.804499 0.000728182
          25    -0.80712   -0.804604 0.000706561
          26    -0.81042   -0.804828 0.000713918
          27    -0.81284   -0.805124 0.000746608
          28     -0.8025   -0.805031 0.000725803
          29    -0.80638   -0.805077 0.000702265
          30    -0.79826    -0.80485 0.000714677
          31    -0.80716   -0.804925 0.000695497
          32     -0.8016   -0.804821 0.000681478
          33    -0.79432   -0.804502 0.000731352
          34    -0.80942   -0.804647 0.000724002
          35    -0.80394   -0.804627 0.000703598
          36    -0.80276   -0.804575 0.000685962
          37    -0.80948   -0.804708 0.000680112
          38     -0.7989   -0.804555 0.000679169
          39    -0.79698   -0.804361 0.000688966
          40    -0.80148   -0.804289 0.000675495
          41    -0.80282   -0.804253 0.000659968
          42    -0.80054   -0.804164 0.000650148
          43    -0.80122   -0.804096 0.000638624
          44    -0.80552   -0.804128 0.000624929
          45    -0.81038   -0.804267 0.000626294
          46    -0.80726   -0.804332  0.00061605
          47     -0.8025   -0.804293 0.000604174
          48     -0.8095   -0.804402 0.000601246
          49    -0.80938   -0.804503 0.000597498
          50    -0.80134    -0.80444 0.000588888
          51    -0.79994   -0.804352 0.000583914
          52    -0.80208   -0.804308 0.000574317
          53    -0.81246   -0.804462 0.000583714
          54    -0.80428   -0.804459 0.000572914
          55     -0.8006   -0.804388 0.000566777
          56    -0.81362   -0.804553 0.000580134
          57    -0.80562   -0.804572 0.000570258
          58    -0.80026   -0.804498 0.000565252
          59    -0.81238   -0.804631 0.000571242
          60    -0.81132   -0.804743 0.000572495
          61    -0.80464   -0.804741 0.000563113
          62    -0.80122   -0.804684 0.000556887
          63    -0.79706   -0.804563 0.000561043
          64    -0.80038   -0.804498 0.000556071
          65    -0.80768   -0.804547 0.000549666
          66    -0.80694   -0.804583 0.000542533
          67    -0.81182   -0.804691 0.000545082
          68    -0.80732    -0.80473 0.000538435
          69    -0.80758   -0.804771 0.000532214
          70    -0.80798   -0.804817 0.000526582
          71     -0.8083   -0.804866 0.000521445
          72     -0.8013   -0.804816  0.00051655
          73     -0.8091   -0.804875 0.000512796
          74    -0.81294   -0.804984 0.000517318
          75      -0.797   -0.804878 0.000521258
          76    -0.80448   -0.804872 0.000514426
          77    -0.79642   -0.804763 0.000519325
          78    -0.81476   -0.804891 0.000528247
          79    -0.80858   -0.804937  0.00052362
          80    -0.80214   -0.804903 0.000518241
          81    -0.80916   -0.804955 0.000514502
          82      -0.805   -0.804956 0.000508228
          83    -0.80914   -0.805006 0.000504599
          84    -0.80656   -0.805025 0.000498931
          85    -0.80112   -0.804979 0.000495171
          86    -0.80748   -0.805008 0.000490267
          87    -0.80454   -0.805002 0.000484661
          88    -0.80392    -0.80499 0.000479309
          89    -0.79612    -0.80489 0.000484175
          90    -0.80216    -0.80486 0.000479744
          91    -0.79734   -0.804777 0.000481537
          92    -0.81336   -0.804871 0.000485255
          93    -0.80448   -0.804866 0.000480056
          94    -0.79906   -0.804805 0.000478906
          95     -0.8123   -0.804884  0.00048032
          96    -0.79858   -0.804818 0.000479784
          97     -0.7969   -0.804736 0.000481732
          98    -0.79678   -0.804655 0.000483609
          99    -0.80846   -0.804694 0.000480249
         100      -0.803   -0.804677 0.000475745
