#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.42334    -0.42334           0
           2    -0.42956    -0.42645   0.0021991
           3    -0.42726    -0.42672  0.00148255
           4    -0.42446   -0.426155  0.00121481
           5     -0.4286   -0.426644  0.00106573
           6    -0.42374    -0.42616 0.000991945
           7    -0.42802   -0.426426 0.000885112
           8    -0.42322   -0.426025 0.000860412
           9     -0.4198   -0.425333  0.00100508
          10    -0.42492   -0.425292  0.00090542
          11    -0.42222   -0.425013 0.000865108
          12    -0.42596   -0.425092 0.000796609
          13    -0.42598    -0.42516 0.000738256
          14     -0.4287   -0.425413 0.000727539
          15    -0.42556   -0.425423 0.000679102
          16    -0.42614   -0.425467 0.000638137
          17    -0.42594   -0.425495 0.000601204
          18     -0.4249   -0.425462 0.000568713
          19    -0.42542    -0.42546 0.000538785
          20    -0.42622   -0.425498 0.000513184
          21    -0.42314   -0.425386  0.00050088
          22    -0.42264   -0.425261 0.000493417
          23    -0.42972   -0.425455 0.000508628
          24    -0.42678    -0.42551 0.000490424
          25    -0.42512   -0.425494 0.000471055
          26     -0.4238   -0.425429 0.000457423
          27    -0.42558   -0.425435 0.000440515
          28    -0.42732   -0.425502 0.000429897
          29    -0.42482   -0.425479 0.000415716
          30    -0.42752   -0.425547  0.00040739
          31    -0.42622   -0.425568 0.000394827
          32    -0.42698   -0.425612 0.000384945
          33     -0.4266   -0.425642 0.000374441
          34    -0.42576   -0.425646 0.000363444
          35    -0.42652   -0.425671 0.000353917
          36    -0.42562   -0.425669 0.000344089
          37    -0.42862   -0.425749 0.000343906
          38    -0.42294   -0.425675 0.000342709
          39    -0.42584   -0.425679 0.000333948
          40    -0.42636   -0.425696 0.000326032
          41    -0.42698   -0.425728 0.000319579
          42     -0.4252   -0.425715 0.000312217
          43    -0.42218   -0.425633 0.000315596
          44    -0.42576   -0.425636 0.000308436
          45    -0.42644   -0.425654 0.000302099
          46    -0.43046   -0.425758 0.000313079
          47    -0.42786   -0.425803 0.000309595
          48     -0.4232   -0.425749 0.000307858
          49    -0.42118   -0.425656 0.000315379
          50     -0.4249    -0.42564 0.000309433
          51     -0.4242   -0.425612 0.000304652
          52    -0.42498     -0.4256 0.000299035
          53     -0.4238   -0.425566 0.000295316
          54    -0.42698   -0.425592 0.000291005
          55    -0.42554   -0.425591 0.000285716
          56    -0.42968   -0.425664 0.000289793
          57     -0.4325   -0.425784 0.000308527
          58    -0.42324    -0.42574  0.00030631
          59    -0.42794   -0.425778 0.000303378
          60    -0.42898   -0.425831 0.000302981
          61    -0.42974   -0.425895 0.000304715
          62    -0.42416   -0.425867 0.000301083
          63    -0.42984    -0.42593 0.000302836
          64    -0.42762   -0.425957 0.000299253
          65    -0.42602   -0.425958 0.000294651
          66     -0.4239   -0.425926 0.000291831
          67    -0.42412   -0.425899 0.000288718
          68    -0.42804   -0.425931 0.000286183
          69     -0.4232   -0.425891 0.000284759
          70     -0.4235   -0.425857 0.000282733
          71    -0.42414   -0.425833 0.000279783
          72    -0.42868   -0.425872 0.000278677
          73    -0.42548   -0.425867 0.000274912
          74    -0.42766   -0.425891 0.000272262
          75    -0.42256   -0.425847 0.000272231
          76     -0.4216   -0.425791 0.000274325
          77      -0.427   -0.425807 0.000271211
          78    -0.42528     -0.4258 0.000267818
          79    -0.42802   -0.425828 0.000265898
          80    -0.42642   -0.425835 0.000262677
          81     -0.4304   -0.425892  0.00026541
          82    -0.42634   -0.425897 0.000262229
          83    -0.42312   -0.425864 0.000261196
          84    -0.42462   -0.425849 0.000258506
          85    -0.42286   -0.425814 0.000257846
          86    -0.42336   -0.425785 0.000256421
          87    -0.42308   -0.425754 0.000255353
          88    -0.42516   -0.425747  0.00025254
          89    -0.42246   -0.425711 0.000252389
          90    -0.42552   -0.425708 0.000249594
          91    -0.42628   -0.425715  0.00024693
          92    -0.42222   -0.425677 0.000247151
          93    -0.42306   -0.425649  0.00024609
          94    -0.42682   -0.425661 0.000243787
          95     -0.4288   -0.425694  0.00024345
          96     -0.4235   -0.425671 0.000241984
          97     -0.4248   -0.425662 0.000239656
          98    -0.42694   -0.425675 0.000237565
          99    -0.42074   -0.425625 0.000240339
         100    -0.42452   -0.425614  0.00023819
