#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.99168    -0.99168           0
           2    -0.99934    -0.99551  0.00270822
           3    -0.99236    -0.99446  0.00199869
           4    -0.98898    -0.99309  0.00191173
           5    -0.99998   -0.994468  0.00196421
           6    -0.99414   -0.994413   0.0016376
           7    -0.99392   -0.994343  0.00140518
           8    -0.98838   -0.993598  0.00141346
           9    -0.99256   -0.993482   0.0012611
          10    -0.99168   -0.993302  0.00114779
          11    -0.99138   -0.993127  0.00105666
          12    -0.99728   -0.993473  0.00102371
          13    -0.98728   -0.992997  0.00104998
          14    -0.99528    -0.99316 0.000987566
          15    -0.99754   -0.993452  0.00096393
          16    -0.99858   -0.993773 0.000955482
          17    -0.99972   -0.994122 0.000961196
          18     -0.9992   -0.994404 0.000948287
          19    -0.99936   -0.994665 0.000933556
          20    -0.99948   -0.994906 0.000917393
          21    -0.99906   -0.995104  0.00089478
          22    -0.99648   -0.995166 0.000856292
          23    -0.99956   -0.995357 0.000840099
          24    -0.99598   -0.995383 0.000805496
          25    -0.99972   -0.995557 0.000791734
          26      -0.999   -0.995689 0.000772279
          27    -0.99664   -0.995724 0.000744478
          28    -0.98728   -0.995423 0.000776577
          29    -0.99718   -0.995483 0.000752159
          30    -0.99962   -0.995621 0.000739617
          31     -0.9977   -0.995688 0.000718792
          32    -0.99964   -0.995812 0.000706858
          33    -0.99714   -0.995852 0.000686582
          34    -0.99458   -0.995815 0.000667407
          35      -0.982    -0.99542 0.000756098
          36    -0.99964   -0.995537 0.000744127
          37    -0.99812   -0.995607 0.000727282
          38    -0.99928   -0.995704 0.000714537
          39    -0.99536   -0.995695  0.00069627
          40    -0.99608   -0.995705  0.00067893
          41    -0.99942   -0.995795 0.000668391
          42    -0.99984   -0.995891 0.000659379
          43    -0.99914   -0.995967 0.000648358
          44    -0.99958   -0.996049 0.000638801
          45    -0.99932   -0.996122 0.000628728
          46    -0.98548    -0.99589 0.000656243
          47     -0.9981   -0.995937 0.000643962
          48      -0.998    -0.99598 0.000631978
          49    -0.99978   -0.996058 0.000623819
          50    -0.99896   -0.996116 0.000614037
          51    -0.99988    -0.99619 0.000606416
          52    -0.99876   -0.996239 0.000596765
          53    -0.99974   -0.996305  0.00058915
          54    -0.99112   -0.996209 0.000586013
          55    -0.98002   -0.995915 0.000645061
          56    -0.99454    -0.99589 0.000634009
          57    -0.98394   -0.995681 0.000656636
          58    -0.99822   -0.995724 0.000646773
          59    -0.99662    -0.99574 0.000635989
          60    -0.99738   -0.995767 0.000625976
          61    -0.99732   -0.995792 0.000616232
          62    -0.99612   -0.995798 0.000606315
          63    -0.98748   -0.995666 0.000610897
          64    -0.99938   -0.995724 0.000604102
          65    -0.99864   -0.995769 0.000596472
          66    -0.98888   -0.995664 0.000596496
          67    -0.99982   -0.995726 0.000590809
          68    -0.99948   -0.995781 0.000584694
          69    -0.99238   -0.995732 0.000578295
          70    -0.99798   -0.995764 0.000570924
          71    -0.99714   -0.995784 0.000563212
          72    -0.99974   -0.995839 0.000558064
          73    -0.99854   -0.995876 0.000551644
          74    -0.99038   -0.995801 0.000549166
          75     -0.9946   -0.995785 0.000542077
          76    -0.97744   -0.995544 0.000586231
          77    -0.96814   -0.995188 0.000678096
          78    -0.99984   -0.995248  0.00067202
          79    -0.98982   -0.995179 0.000667017
          80    -0.99192   -0.995138 0.000659922
          81    -0.99924   -0.995189 0.000653715
          82     -0.9992   -0.995238  0.00064757
          83    -0.99992   -0.995294  0.00064222
          84    -0.99636   -0.995307   0.0006347
          85    -0.99968   -0.995358 0.000629315
          86    -0.99428   -0.995346 0.000622122
          87    -0.99946   -0.995393 0.000616766
          88     -0.9977   -0.995419 0.000610314
          89    -0.99302   -0.995392 0.000604052
          90    -0.99922   -0.995435 0.000598835
          91    -0.99632   -0.995445 0.000592334
          92     -0.9988   -0.995481 0.000587017
          93    -0.99868   -0.995515 0.000581712
          94    -0.99986   -0.995562 0.000577357
          95    -0.99482   -0.995554 0.000571332
          96    -0.99986   -0.995599 0.000567139
          97    -0.99834   -0.995627 0.000561996
          98    -0.99804   -0.995652   0.0005568
          99    -0.98132   -0.995507 0.000569684
         100    -0.98892   -0.995441 0.000567782
