#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.93518    -0.93518           0
           2    -0.94084    -0.93801  0.00200111
           3    -0.93424   -0.936753  0.00168302
           4    -0.92448   -0.933685  0.00294182
           5     -0.9546   -0.937868  0.00442004
           6     -0.9291   -0.936407   0.0039175
           7    -0.96194   -0.940054  0.00476231
           8     -0.9344   -0.939348  0.00421914
           9     -0.9335   -0.938698  0.00380004
          10    -0.91606   -0.936434  0.00403843
          11    -0.92408   -0.935311  0.00382428
          12     -0.9444   -0.936068  0.00357981
          13    -0.91092   -0.934134  0.00379126
          14    -0.93374   -0.934106  0.00352056
          15    -0.93978   -0.934484  0.00330612
          16    -0.92882    -0.93413  0.00311838
          17    -0.93172   -0.933988  0.00293817
          18     -0.9357   -0.934083  0.00277648
          19    -0.91978   -0.933331   0.0027305
          20     -0.9367   -0.933499  0.00259916
          21    -0.92304   -0.933001  0.00252266
          22     -0.9441   -0.933505  0.00245792
          23    -0.93418   -0.933535  0.00235123
          24    -0.91576   -0.932794  0.00236704
          25    -0.91356   -0.932025  0.00239413
          26     -0.9274   -0.931847  0.00230864
          27    -0.93276   -0.931881  0.00222339
          28    -0.92786   -0.931737  0.00214861
          29    -0.94328   -0.932135  0.00211107
          30    -0.95332   -0.932841  0.00215557
          31     -0.9354   -0.932924  0.00208762
          32    -0.93722   -0.933058  0.00202669
          33     -0.9508   -0.933596  0.00203534
          34     -0.9499   -0.934075  0.00203118
          35    -0.91496   -0.933529  0.00204525
          36    -0.93306   -0.933516  0.00198848
          37    -0.92162   -0.933195  0.00196056
          38       -0.92   -0.932847  0.00193947
          39    -0.92982    -0.93277  0.00189129
          40    -0.93254   -0.932764  0.00184402
          41    -0.93756   -0.932881  0.00180275
          42    -0.93796   -0.933002  0.00176388
          43    -0.94168   -0.933204  0.00173437
          44    -0.91908   -0.932883   0.0017244
          45    -0.94614   -0.933177  0.00171106
          46     -0.9459   -0.933454  0.00169607
          47    -0.93668   -0.933523  0.00166137
          48    -0.94678   -0.933799  0.00164956
          49    -0.93418   -0.933807  0.00161591
          50     -0.9358   -0.933846  0.00158408
          51    -0.94668   -0.934098  0.00157288
          52    -0.92934   -0.934007  0.00154529
          53    -0.92438   -0.933825  0.00152678
          54     -0.9328   -0.933806  0.00149862
          55    -0.92816   -0.933703  0.00147488
          56    -0.93298    -0.93369   0.0014486
          57    -0.93806   -0.933767  0.00142522
          58    -0.93908   -0.933859  0.00140358
          59    -0.93898   -0.933945  0.00138248
          60    -0.92082   -0.933727  0.00137663
          61     -0.9494   -0.933984  0.00137784
          62    -0.94986    -0.93424   0.0013792
          63    -0.93454   -0.934244  0.00135732
          64    -0.94842   -0.934466  0.00135406
          65    -0.94654   -0.934652  0.00134591
          66    -0.92358   -0.934484  0.00133593
          67    -0.94204   -0.934597  0.00132074
          68    -0.92144   -0.934403  0.00131542
          69     -0.9289   -0.934323  0.00129877
          70    -0.92956   -0.934255    0.001282
          71    -0.95984   -0.934616  0.00131361
          72    -0.92944   -0.934544  0.00129733
          73    -0.92954   -0.934475  0.00128137
          74    -0.94038   -0.934555  0.00126653
          75    -0.93826   -0.934605  0.00125061
          76     -0.9338   -0.934594   0.0012342
          77    -0.93568   -0.934608  0.00121825
          78    -0.94354   -0.934723    0.001208
          79     -0.9514   -0.934934  0.00121102
          80    -0.93016   -0.934874  0.00119735
          81    -0.94808   -0.935037  0.00119361
          82    -0.93552   -0.935043  0.00117907
          83    -0.93094   -0.934993   0.0011659
          84    -0.93708   -0.935018  0.00115229
          85    -0.93576   -0.935027  0.00113876
          86    -0.91178   -0.934757  0.00115716
          87    -0.93158    -0.93472  0.00114444
          88    -0.93682   -0.934744  0.00113168
          89    -0.93128   -0.934705  0.00111963
          90    -0.93438   -0.934702   0.0011072
          91    -0.94656   -0.934832  0.00110267
          92     -0.9241   -0.934715  0.00109684
          93     -0.9391   -0.934762  0.00108606
          94    -0.92864   -0.934697  0.00107646
          95    -0.93284   -0.934678   0.0010653
          96    -0.94948   -0.934832  0.00106531
          97     -0.9418   -0.934904  0.00105674
          98    -0.93694   -0.934924  0.00104616
          99    -0.94302   -0.935006  0.00103879
         100    -0.93034    -0.93496  0.00102945
