   -0.718664     1.01371
   -0.718664     1.01371
   -0.718664     1.01371
   -0.460462    0.800586
     0.76829     1.03069
     0.76829     1.03069
     0.76829     1.03069
    -0.96799     0.97735
   -0.266695    0.621379
   -0.266695    0.621379
   -0.266695    0.621379
  -0.0812613    0.525634
  -0.0812613    0.525634
    0.838776     1.03473
    0.838776     1.03473
    -1.56757    0.228154
    0.643166    0.968648
     0.75391     1.02691
     0.75391     1.02691
     0.75391     1.02691
     0.75391     1.02691
     0.75391     1.02691
     0.75391     1.02691
     0.75391     1.02691
    0.344237    0.686722
    0.344237    0.686722
   -0.361444    0.702689
   -0.361444    0.702689
   -0.361444    0.702689
   -0.361444    0.702689
   -0.361444    0.702689
   -0.361444    0.702689
   -0.667856    0.985663
   -0.604801    0.938521
    -1.20942    0.692289
   -0.578117    0.915354
   -0.903151     1.01654
   -0.903151     1.01654
  -0.0980092    0.530233
   -0.234239     0.59792
   -0.234239     0.59792
   -0.234239     0.59792
  -0.0340868    0.517268
    0.593023    0.928494
    0.593023    0.928494
    0.593023    0.928494
    0.593023    0.928494
     1.42623    0.385515
   -0.470675    0.810938
     1.21276    0.687439
   -0.823834     1.03593
    0.790101     1.03455
    0.790101     1.03455
    0.682013     0.99447
    0.682013     0.99447
   -0.102012    0.531457
   -0.391067    0.731114
     1.21418    0.685382
     0.01923    0.516047
     0.01923    0.516047
     0.01923    0.516047
     0.01923    0.516047
     0.01923    0.516047
    0.897272     1.01907
   -0.267043    0.621644
   -0.267043    0.621644
     0.75173     1.02625
    0.664505    0.983474
    0.664505    0.983474
     1.28648    0.579512
    -1.23816    0.650383
    0.258296    0.615066
    0.258296    0.615066
    -0.90365     1.01632
   -0.656087    0.977805
   -0.656087    0.977805
   -0.656087    0.977805
    0.938928    0.997424
    0.938928    0.997424
    0.938928    0.997424
    0.938928    0.997424
    0.938928    0.997424
    0.938928    0.997424
   -0.436276    0.776108
    -1.13935    0.790734
   -0.362915    0.704075
   -0.362915    0.704075
   -0.362915    0.704075
   -0.362915    0.704075
   -0.362915    0.704075
   -0.362915    0.704075
   -0.362915    0.704075
    0.814136     1.03611
   -0.832606     1.03536
   -0.832606     1.03536
   -0.832606     1.03536
   -0.832606     1.03536
   -0.832606     1.03536
     0.29581    0.644495
    -1.50028    0.297043
    -1.50028    0.297043
    -1.02943    0.922538
   -0.735931     1.02086
   -0.996272     0.95411
   -0.996272     0.95411
   -0.996272     0.95411
    -1.09752     0.84506
    -1.15628     0.76764
   -0.526141    0.866405
   0.0294313    0.516813
   0.0294313    0.516813
   0.0294313    0.516813
   0.0294313    0.516813
   0.0294313    0.516813
   -0.842666     1.03423
   -0.842666     1.03423
   -0.842666     1.03423
   -0.842666     1.03423
   -0.842666     1.03423
   -0.627182    0.956602
    -1.58839    0.209176
    -1.58839    0.209176
    -1.58839    0.209176
     1.05755    0.892441
     1.05755    0.892441
     1.05755    0.892441
    0.656489    0.978081
     1.34791     0.49106
    0.571991    0.909821
      -1.023    0.929007
      -1.023    0.929007
      -1.023    0.929007
   -0.889791     1.02205
   -0.889791     1.02205
   -0.889791     1.02205
   -0.889791     1.02205
   -0.293169    0.642323
   -0.313626     0.65952
    -1.49042    0.308086
    -1.49042    0.308086
   -0.484002    0.824417
   -0.484002    0.824417
   -0.484002    0.824417
   -0.484002    0.824417
   -0.484002    0.824417
     1.58556    0.211687
    -0.76269     1.02933
    -0.76269     1.02933
   -0.254507    0.612272
    -1.07897    0.867673
   -0.697145     1.00306
   -0.697145     1.00306
   -0.835946     1.03504
   -0.835946     1.03504
   -0.835946     1.03504
    0.440291    0.780161
    0.440291    0.780161
    0.440291    0.780161
   0.0316361     0.51702
     1.30446    0.553299
     1.30446    0.553299
   -0.659092    0.979856
   -0.659092    0.979856
   -0.659092    0.979856
   -0.659092    0.979856
   -0.523368    0.863688
  -0.0695004    0.522912
  -0.0695004    0.522912
  -0.0695004    0.522912
   -0.130784    0.541665
   -0.130784    0.541665
   -0.130784    0.541665
    0.804915     1.03585
    0.804915     1.03585
    0.804915     1.03585
    0.804915     1.03585
    0.804915     1.03585
    0.804915     1.03585
    0.804915     1.03585
    0.804915     1.03585
    0.804915     1.03585
    -1.11178    0.827025
     1.02751    0.924486
