0 10 1 1 0 0
1 10 0.673504 1.08946 0.176646 0.359394
2 3.53553 0.227642 1.1498 -0.102375 0.220661
3 1.9245 0.474098 0.967582 -0.243768 0.127765
4 1.25 0.597381 0.593505 -0.310459 0.0509444
5 0.894427 0.597381 0.593505 -0.310459 0.412583
6 0.680414 0.545898 0.945802 -0.218228 0.151453
7 0.539949 0.545898 0.945802 -0.218228 0.443808
8 0.441942 0.545898 0.945802 -0.218228 0.531278
9 0.37037 0.376458 0.552666 0.0812541 0.0891662
10 0.316228 0.573408 0.789114 -0.304207 0.0806345
11 0.274101 0.573408 0.789114 -0.304207 0.155162
12 0.240563 0.573408 0.789114 -0.304207 0.177942
13 0.213346 0.417092 0.680261 -0.145752 0.072689
14 0.190901 0.417092 0.680261 -0.145752 0.101403
15 0.172133 0.206395 0.847862 -0.189215 0.0760665
16 0.15625 0.206395 0.847862 -0.189215 0.390743
17 0.142668 0.206395 0.847862 -0.189215 0.399697
18 0.130946 0.206395 0.847862 -0.189215 0.109081
19 0.120745 0.206395 0.847862 -0.189215 0.123709
20 0.111803 0.206395 0.847862 -0.189215 0.224006
21 0.103913 -0.273915 1.09331 -0.183964 0.179904
22 0.0969094 -0.74518 0.920492 -0.151718 0.196021
23 0.0906584 -0.74518 0.920492 -0.151718 1.10287
24 0.0850517 -0.543535 0.525357 -0.1811 0.0697816
25 0.08 -0.429268 0.985642 -0.239647 0.136308
26 0.0754293 -0.138225 1.09213 -0.188513 0.160887
27 0.0712778 -0.421136 0.658116 -0.131833 0.0740468
28 0.0674937 -0.0512042 1.07716 -0.218998 0.145057
29 0.0640329 0.0179028 0.895734 -0.224053 0.0741244
30 0.0608581 0.0179028 0.895734 -0.224053 0.079735
31 0.0579372 0.287492 0.993447 -0.248531 0.112684
32 0.0552427 0.287492 0.993447 -0.248531 0.074502
33 0.0527508 0.287492 0.993447 -0.248531 0.0860029
34 0.0504408 0.287492 0.993447 -0.248531 0.284844
35 0.0482945 0.287492 0.993447 -0.248531 0.462606
36 0.0462963 0.287492 0.993447 -0.248531 0.135334
37 0.0444322 0.776063 0.595066 -0.43844 0.0367617
38 0.0426898 0.776063 0.595066 -0.43844 0.152555
39 0.0410585 0.776063 0.595066 -0.43844 0.0747915
40 0.0395285 0.776063 0.595066 -0.43844 0.353842
41 0.0380912 0.776063 0.595066 -0.43844 0.101162
42 0.0367389 0.776063 0.595066 -0.43844 0.475933
43 0.0354648 0.776063 0.595066 -0.43844 0.077042
44 0.0342627 0.776063 0.595066 -0.43844 0.1902
45 0.0331269 0.776063 0.595066 -0.43844 0.180356
46 0.0320526 0.776063 0.595066 -0.43844 0.0625287
47 0.0310351 0.776063 0.595066 -0.43844 0.36299
48 0.0300703 0.776063 0.595066 -0.43844 0.164634
49 0.0291545 0.776063 0.595066 -0.43844 0.200214
50 0.0282843 0.776063 0.595066 -0.43844 0.0696277
51 0.0274565 0.776063 0.595066 -0.43844 0.089327
52 0.0266683 0.776063 0.595066 -0.43844 0.0967107
53 0.0259171 0.776063 0.595066 -0.43844 0.082804
54 0.0252005 0.776063 0.595066 -0.43844 0.267384
55 0.0245164 0.776063 0.595066 -0.43844 0.0512369
56 0.0238626 0.776063 0.595066 -0.43844 0.254675
57 0.0232374 0.776063 0.595066 -0.43844 0.0531787
58 0.022639 0.776063 0.595066 -0.43844 0.15483
59 0.0220659 0.776063 0.595066 -0.43844 0.051443
60 0.0215166 0.763498 0.603198 -0.437907 0.0332812
61 0.0209897 0.763498 0.603198 -0.437907 0.0767741
