#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      47.937      47.937           0
           2     48.5648     48.2509    0.221961
           3     49.9045     48.8021    0.473755
           4     36.9504     45.8392     2.59046
           5     58.0499     48.2813     3.01098
           6     40.1523     46.9265     2.79741
           7     66.2857     49.6921     3.50789
           8     40.7986     48.5804     3.24077
           9     41.8735     47.8352     2.96513
          10     34.3289     46.4846     2.96028
          11     38.5002     45.7587     2.77873
          12     47.4712     45.9014     2.55083
          13     25.5649     44.3371     2.79341
          14     42.0134     44.1711     2.59881
          15     45.1876     44.2389     2.42644
          16     37.6884     43.8295     2.30907
          17     40.8628      43.655     2.17982
          18     41.1654     43.5166      2.0631
          19     30.6968     42.8419      2.0619
          20     45.5063     42.9751     1.96311
          21     34.6204     42.5773     1.90952
          22     57.0135     43.2335     1.93218
          23     46.7766     43.3875      1.8543
          24     31.7792     42.9038     1.83904
          25     28.5214     42.3286     1.85328
          26     35.9472     42.0831     1.79818
          27     42.9902     42.1167     1.73189
          28     39.7127     42.0309     1.67217
          29     48.9483     42.2694     1.63143
          30     59.3816     42.8398      1.6738
          31     41.5985     42.7998     1.62028
          32     43.8919     42.8339     1.57001
          33     57.7569     43.2861     1.58622
          34     53.7426     43.5936      1.5691
          35     27.8627     43.1442     1.58734
          36     39.6565     43.0473      1.5462
          37     36.2009     42.8623     1.51544
          38     37.2671      42.715     1.48269
          39     38.3257     42.6025     1.44894
          40     39.8509     42.5337     1.41435
          41       46.96     42.6416     1.38397
          42     48.0385     42.7701     1.35697
          43     51.2527     42.9674     1.33967
          44     31.6611     42.7105     1.33364
          45     50.9367     42.8933     1.31648
          46     46.3564     42.9685     1.29001
          47     45.5063     43.0225     1.26369
          48     48.6791     43.1404     1.24285
          49     47.1307     43.2218     1.22015
          50     42.0993     43.1994     1.19595
          51     53.8635     43.4085     1.19064
          52      39.541     43.3341     1.17006
          53      33.887     43.1558     1.16148
          54     44.0349     43.1721     1.14009
          55     40.0982     43.1162     1.12073
          56     44.8354     43.1469     1.10114
          57     48.6892     43.2442      1.0861
          58      45.668      43.286     1.06818
          59     46.2076     43.3355     1.05122
          60     30.8553     43.1275     1.05408
          61     57.7346     43.3669     1.06365
          62     52.9125     43.5209     1.05758
          63     45.8381     43.5577     1.04143
          64      53.262     43.7093     1.03614
          65     55.3353     43.8882     1.03552
          66     35.7219     43.7644      1.0272
          67     49.6906     43.8529     1.01567
          68     31.9985     43.6786     1.01558
          69     38.2441     43.5998     1.00391
          70     40.0911     43.5497    0.990822
          71     63.3324     43.8283     1.01529
          72     41.9012     43.8015     1.00154
          73     36.9323     43.7074    0.992231
          74     47.2596     43.7554    0.979982
          75     50.1831     43.8411    0.970656
          76     42.6187     43.8251    0.958018
          77     43.0869     43.8155    0.945624
          78     47.8758     43.8675    0.934932
          79     57.1876     44.0361    0.938178
          80     43.5313     44.0298    0.926472
          81     57.1101     44.1913    0.929001
          82     45.2065     44.2037    0.917754
          83     43.2772     44.1925    0.906765
          84     44.5273     44.1965    0.895979
          85     48.5757      44.248    0.886918
          86     25.4263     44.0292    0.903204
          87     42.6845     44.0137    0.892955
          88     46.2258     44.0389    0.883161
          89     41.1773     44.0067    0.873823
          90     37.3212     43.9324    0.867266
          91     52.7561     44.0294    0.863139
          92     33.8213     43.9184    0.860859
          93     43.4456     43.9133    0.851617
          94     39.4496     43.8659    0.843881
          95     39.1411     43.8161    0.836462
          96     53.1843     43.9137    0.833422
          97     48.2729     43.9586    0.826041
          98     44.6925     43.9661    0.817645
          99     52.5496     44.0528     0.81397
         100     43.7368     44.0497    0.805837
