#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      1.3234      1.3234           0
           2     1.36665     1.34502   0.0152912
           3     1.37705      1.3557   0.0134123
           4     1.28499     1.33802   0.0183183
           5     1.40278     1.35097   0.0186802
           6     1.33705     1.34865   0.0157103
           7     1.36717      1.3513   0.0136869
           8     1.36316     1.35278   0.0120561
           9     1.32864      1.3501   0.0110109
          10      1.3272     1.34781   0.0101451
          11     1.41011     1.35347   0.0106875
          12     1.26229     1.34587   0.0122027
          13     1.43463      1.3527   0.0130348
          14     1.35113     1.35259   0.0121042
          15     1.27712     1.34756   0.0122985
          16     1.29778     1.34445   0.0119169
          17     1.37862     1.34646   0.0113842
          18     1.34291     1.34626   0.0107534
          19     1.34569     1.34623   0.0101875
          20      1.3053     1.34418  0.00988154
          21      1.3169     1.34288  0.00949601
          22     1.23404     1.33794   0.0102727
          23     1.34546     1.33826  0.00983124
          24     1.43368     1.34224   0.0101938
          25      1.3074     1.34085  0.00988087
          26     1.38023     1.34236  0.00961624
          27      1.2757     1.33989  0.00957178
          28     1.38756     1.34159   0.0093801
          29     1.37146     1.34262  0.00911301
          30      1.2967     1.34109  0.00893689
          31     1.37369     1.34214  0.00871024
          32     1.33633     1.34196  0.00843995
          33     1.34186     1.34196  0.00818419
          34     1.31748     1.34124  0.00797509
          35     1.34135     1.34124  0.00774723
          36      1.3067     1.34028  0.00759122
          37       1.386     1.34152  0.00748593
          38     1.40588     1.34321  0.00747808
          39     1.21754     1.33999  0.00795035
          40     1.38664     1.34116  0.00783666
          41     1.35012     1.34138  0.00764857
          42      1.4139      1.3431  0.00765891
          43     1.40645     1.34458  0.00762116
          44     1.42949     1.34651  0.00768842
          45     1.27114     1.34483  0.00769782
          46     1.37123      1.3454  0.00755184
          47     1.33153     1.34511  0.00739693
          48     1.38642     1.34597  0.00729272
          49     1.38662      1.3468  0.00719092
          50     1.25181      1.3449  0.00729374
          51       1.294      1.3439  0.00721869
          52     1.30212      1.3431  0.00712444
          53     1.45038     1.34512  0.00727189
          54     1.38094     1.34579  0.00716741
          55     1.43322     1.34738  0.00721124
          56        1.47     1.34956  0.00740747
          57     1.30884     1.34885  0.00731189
          58     1.35735       1.349  0.00718729
          59     1.36214     1.34922  0.00706892
          60     1.38753     1.34986  0.00697989
          61     1.28266     1.34876  0.00695185
          62     1.32358     1.34835  0.00685157
          63     1.39994     1.34917  0.00679158
          64     1.23734     1.34742  0.00690658
          65     1.34636     1.34741  0.00680034
          66     1.32526     1.34707  0.00670558
          67      1.4053     1.34794  0.00666158
          68     1.39613     1.34865   0.0066012
          69     1.32555     1.34831  0.00651402
          70     1.28501     1.34741  0.00648343
          71     1.30462     1.34681  0.00642006
          72     1.30945     1.34629  0.00635183
          73     1.39716     1.34698  0.00630293
          74     1.40226     1.34773  0.00626186
          75     1.28427     1.34689  0.00623527
          76     1.29135     1.34615   0.0061959
          77      1.3485     1.34618  0.00611551
          78     1.31565     1.34579  0.00604962
          79     1.33377     1.34564  0.00597496
          80     1.53099     1.34796  0.00633356
          81     1.37114     1.34824  0.00626183
          82     1.45241     1.34951    0.006313
          83     1.27652     1.34864   0.0062979
          84     1.30372      1.3481  0.00624558
          85     1.39096      1.3486  0.00619243
          86     1.42052     1.34944  0.00617663
          87     1.42483     1.35031  0.00616612
          88     1.48592     1.35185  0.00628567
          89      1.3388      1.3517  0.00621675
          90     1.26301     1.35072  0.00622529
          91     1.26691      1.3498  0.00622463
          92     1.20432     1.34821  0.00635465
          93     1.39479     1.34872  0.00630602
          94     1.30698     1.34827  0.00625454
          95      1.4756     1.34961  0.00633069
          96     1.28837     1.34897   0.0062968
          97     1.40034      1.3495  0.00625411
          98     1.39112     1.34993   0.0062047
          99     1.29422     1.34936  0.00616749
         100     1.36439     1.34952  0.00610764
